i,j,age,age2,education,female,impact,ind_unc,j_,lr_i,lr_i_unc,lr_ij,lr_ij_unc,lr_j,lr_j_unc,polinterest,risk,satisdmo,sq,sq_unc,ut_ij,ut_j,vote,vote_ij
292,Linke,43,1849,Hochschulstudium,f,groß,1,Linke,-3,ziemlich sicher,-4,sehr sicher,-3.566855,.7859385,sehr stark,manchmal Risiken,ziemlich zufrieden,1,ziemlich sicher,-1,-.56685495,Grüne,0
292,FDP,43,1849,Hochschulstudium,f,groß,1,FDP,-3,ziemlich sicher,2,ziemlich sicher,-.28876334,1.2912743,sehr stark,manchmal Risiken,ziemlich zufrieden,1,ziemlich sicher,-5,-2.7112367,Grüne,0
293,CDU/CSU,30,900,Hochschulstudium,f,groß,2,CDU/CSU,-1,ziemlich sicher,0,ziemlich sicher,-.017576899,1.1010672,überhaupt nicht,Sicherheit,ziemlich zufrieden,0,weder/noch,-1,-.98242313,Grüne,0
293,SPD,30,900,Hochschulstudium,f,groß,2,SPD,-1,ziemlich sicher,-1,weder/noch,-1.3013183,1.1161331,überhaupt nicht,Sicherheit,ziemlich zufrieden,0,weder/noch,0,-.30131829,Grüne,0
293,Grüne,30,900,Hochschulstudium,f,groß,2,Grüne,-1,ziemlich sicher,-2,weder/noch,-1.7564344,1.165725,überhaupt nicht,Sicherheit,ziemlich zufrieden,0,weder/noch,-1,-.75643444,Grüne,1
293,AfD,30,900,Hochschulstudium,f,groß,2,AfD,-1,ziemlich sicher,3,ziemlich sicher,3.1958568,.6836158,überhaupt nicht,Sicherheit,ziemlich zufrieden,0,weder/noch,-4,-4.195857,Grüne,0
293,Linke,30,900,Hochschulstudium,f,groß,2,Linke,-1,ziemlich sicher,-5,weder/noch,-3.566855,.7859385,überhaupt nicht,Sicherheit,ziemlich zufrieden,0,weder/noch,-4,-2.566855,Grüne,0
293,FDP,30,900,Hochschulstudium,f,groß,2,FDP,-1,ziemlich sicher,-1,weder/noch,-.28876334,1.2912743,überhaupt nicht,Sicherheit,ziemlich zufrieden,0,weder/noch,0,-.71123666,Grüne,0
295,CDU/CSU,27,729,Hochschulstudium,m,groß,1,CDU/CSU,3,ziemlich sicher,-2,ziemlich sicher,-.017576899,1.1010672,mittelmäßig,keine Vorlieben,ziemlich zufrieden,-4,sehr sicher,-5,-3.0175769,AfD,0
295,SPD,27,729,Hochschulstudium,m,groß,1,SPD,3,ziemlich sicher,-5,ziemlich sicher,-1.3013183,1.1161331,mittelmäßig,keine Vorlieben,ziemlich zufrieden,-4,sehr sicher,-8,-4.3013182,AfD,0
295,Grüne,27,729,Hochschulstudium,m,groß,1,Grüne,3,ziemlich sicher,-5,sehr sicher,-1.7564344,1.165725,mittelmäßig,keine Vorlieben,ziemlich zufrieden,-4,sehr sicher,-8,-4.7564344,AfD,0
295,AfD,27,729,Hochschulstudium,m,groß,1,AfD,3,ziemlich sicher,1,ziemlich sicher,3.1958568,.6836158,mittelmäßig,keine Vorlieben,ziemlich zufrieden,-4,sehr sicher,-2,-.19585681,AfD,1
295,Linke,27,729,Hochschulstudium,m,groß,1,Linke,3,ziemlich sicher,-5,sehr sicher,-3.566855,.7859385,mittelmäßig,keine Vorlieben,ziemlich zufrieden,-4,sehr sicher,-8,-6.566855,AfD,0
295,FDP,27,729,Hochschulstudium,m,groß,1,FDP,3,ziemlich sicher,-2,weder/noch,-.28876334,1.2912743,mittelmäßig,keine Vorlieben,ziemlich zufrieden,-4,sehr sicher,-5,-3.2887633,AfD,0
296,CDU/CSU,70,4900,Hauptschule,f,groß,1,CDU/CSU,-1,ziemlich unsicher,4,ziemlich sicher,-.017576899,1.1010672,weniger stark,Sicherheit,teils/ teils,4,ziemlich sicher,-5,-.98242313,CDU/CSU,1
296,SPD,70,4900,Hauptschule,f,groß,1,SPD,-1,ziemlich unsicher,-2,ziemlich sicher,-1.3013183,1.1161331,weniger stark,Sicherheit,teils/ teils,4,ziemlich sicher,-1,-.30131829,CDU/CSU,0
296,Grüne,70,4900,Hauptschule,f,groß,1,Grüne,-1,ziemlich unsicher,-4,ziemlich unsicher,-1.7564344,1.165725,weniger stark,Sicherheit,teils/ teils,4,ziemlich sicher,-3,-.75643444,CDU/CSU,0
296,AfD,70,4900,Hauptschule,f,groß,1,AfD,-1,ziemlich unsicher,-5,sehr sicher,3.1958568,.6836158,weniger stark,Sicherheit,teils/ teils,4,ziemlich sicher,-4,-4.195857,CDU/CSU,0
296,Linke,70,4900,Hauptschule,f,groß,1,Linke,-1,ziemlich unsicher,-5,sehr sicher,-3.566855,.7859385,weniger stark,Sicherheit,teils/ teils,4,ziemlich sicher,-4,-2.566855,CDU/CSU,0
296,FDP,70,4900,Hauptschule,f,groß,1,FDP,-1,ziemlich unsicher,-3,weder/noch,-.28876334,1.2912743,weniger stark,Sicherheit,teils/ teils,4,ziemlich sicher,-2,-.71123666,CDU/CSU,0
298,CDU/CSU,26,676,Hochschulstudium,m,groß,1,CDU/CSU,1,ziemlich sicher,0,sehr sicher,-.017576899,1.1010672,mittelmäßig,Sicherheit,ziemlich zufrieden,0,weder/noch,-1,-1.0175769,CDU/CSU,1
298,SPD,26,676,Hochschulstudium,m,groß,1,SPD,1,ziemlich sicher,0,sehr sicher,-1.3013183,1.1161331,mittelmäßig,Sicherheit,ziemlich zufrieden,0,weder/noch,-1,-2.3013182,CDU/CSU,0
298,Grüne,26,676,Hochschulstudium,m,groß,1,Grüne,1,ziemlich sicher,-2,ziemlich sicher,-1.7564344,1.165725,mittelmäßig,Sicherheit,ziemlich zufrieden,0,weder/noch,-3,-2.7564344,CDU/CSU,0
298,AfD,26,676,Hochschulstudium,m,groß,1,AfD,1,ziemlich sicher,4,ziemlich sicher,3.1958568,.6836158,mittelmäßig,Sicherheit,ziemlich zufrieden,0,weder/noch,-3,-2.1958568,CDU/CSU,0
298,Linke,26,676,Hochschulstudium,m,groß,1,Linke,1,ziemlich sicher,-4,ziemlich sicher,-3.566855,.7859385,mittelmäßig,Sicherheit,ziemlich zufrieden,0,weder/noch,-5,-4.566855,CDU/CSU,0
298,FDP,26,676,Hochschulstudium,m,groß,1,FDP,1,ziemlich sicher,-2,ziemlich sicher,-.28876334,1.2912743,mittelmäßig,Sicherheit,ziemlich zufrieden,0,weder/noch,-3,-1.2887633,CDU/CSU,0
299,CDU/CSU,40,1600,Realschule,m,groß,0,CDU/CSU,0,ziemlich sicher,0,ziemlich sicher,-.017576899,1.1010672,ziemlich stark,manchmal Risiken,ziemlich zufrieden,0,ziemlich sicher,0,-.017576899,CDU/CSU,1
299,SPD,40,1600,Realschule,m,groß,0,SPD,0,ziemlich sicher,2,ziemlich sicher,-1.3013183,1.1161331,ziemlich stark,manchmal Risiken,ziemlich zufrieden,0,ziemlich sicher,-2,-1.3013183,CDU/CSU,0
299,Grüne,40,1600,Realschule,m,groß,0,Grüne,0,ziemlich sicher,-1,ziemlich sicher,-1.7564344,1.165725,ziemlich stark,manchmal Risiken,ziemlich zufrieden,0,ziemlich sicher,-1,-1.7564344,CDU/CSU,0
299,AfD,40,1600,Realschule,m,groß,0,AfD,0,ziemlich sicher,5,sehr sicher,3.1958568,.6836158,ziemlich stark,manchmal Risiken,ziemlich zufrieden,0,ziemlich sicher,-5,-3.1958568,CDU/CSU,0
299,Linke,40,1600,Realschule,m,groß,0,Linke,0,ziemlich sicher,-5,sehr sicher,-3.566855,.7859385,ziemlich stark,manchmal Risiken,ziemlich zufrieden,0,ziemlich sicher,-5,-3.566855,CDU/CSU,0
299,FDP,40,1600,Realschule,m,groß,0,FDP,0,ziemlich sicher,2,weder/noch,-.28876334,1.2912743,ziemlich stark,manchmal Risiken,ziemlich zufrieden,0,ziemlich sicher,-2,-.28876334,CDU/CSU,0
300,CDU/CSU,47,2209,Hochschulstudium,m,groß,1,CDU/CSU,-3,sehr sicher,2,sehr sicher,-.017576899,1.1010672,sehr stark,manchmal Risiken,sehr zufrieden,0,sehr sicher,-5,-2.9824231,SPD,0
300,SPD,47,2209,Hochschulstudium,m,groß,1,SPD,-3,sehr sicher,-1,sehr sicher,-1.3013183,1.1161331,sehr stark,manchmal Risiken,sehr zufrieden,0,sehr sicher,-2,-1.6986817,SPD,1
300,Grüne,47,2209,Hochschulstudium,m,groß,1,Grüne,-3,sehr sicher,-2,sehr sicher,-1.7564344,1.165725,sehr stark,manchmal Risiken,sehr zufrieden,0,sehr sicher,-1,-1.2435656,SPD,0
300,AfD,47,2209,Hochschulstudium,m,groß,1,AfD,-3,sehr sicher,5,sehr sicher,3.1958568,.6836158,sehr stark,manchmal Risiken,sehr zufrieden,0,sehr sicher,-8,-6.195857,SPD,0
300,Linke,47,2209,Hochschulstudium,m,groß,1,Linke,-3,sehr sicher,-4,sehr sicher,-3.566855,.7859385,sehr stark,manchmal Risiken,sehr zufrieden,0,sehr sicher,-1,-.56685495,SPD,0
300,FDP,47,2209,Hochschulstudium,m,groß,1,FDP,-3,sehr sicher,1,ziemlich sicher,-.28876334,1.2912743,sehr stark,manchmal Risiken,sehr zufrieden,0,sehr sicher,-4,-2.7112367,SPD,0
301,CDU/CSU,46,2116,Realschule,f,groß,1,CDU/CSU,-3,ziemlich sicher,0,ziemlich sicher,-.017576899,1.1010672,mittelmäßig,manchmal Risiken,ziemlich zufrieden,-1,ziemlich sicher,-3,-2.9824231,CDU/CSU,1
301,SPD,46,2116,Realschule,f,groß,1,SPD,-3,ziemlich sicher,-2,ziemlich sicher,-1.3013183,1.1161331,mittelmäßig,manchmal Risiken,ziemlich zufrieden,-1,ziemlich sicher,-1,-1.6986817,CDU/CSU,0
301,Grüne,46,2116,Realschule,f,groß,1,Grüne,-3,ziemlich sicher,-2,ziemlich sicher,-1.7564344,1.165725,mittelmäßig,manchmal Risiken,ziemlich zufrieden,-1,ziemlich sicher,-1,-1.2435656,CDU/CSU,0
301,AfD,46,2116,Realschule,f,groß,1,AfD,-3,ziemlich sicher,3,ziemlich sicher,3.1958568,.6836158,mittelmäßig,manchmal Risiken,ziemlich zufrieden,-1,ziemlich sicher,-6,-6.195857,CDU/CSU,0
301,Linke,46,2116,Realschule,f,groß,1,Linke,-3,ziemlich sicher,-5,sehr sicher,-3.566855,.7859385,mittelmäßig,manchmal Risiken,ziemlich zufrieden,-1,ziemlich sicher,-2,-.56685495,CDU/CSU,0
301,FDP,46,2116,Realschule,f,groß,1,FDP,-3,ziemlich sicher,1,ziemlich sicher,-.28876334,1.2912743,mittelmäßig,manchmal Risiken,ziemlich zufrieden,-1,ziemlich sicher,-4,-2.7112367,CDU/CSU,0
304,CDU/CSU,49,2401,Hauptschule,m,sehr groß,1,CDU/CSU,4,sehr sicher,4,sehr sicher,-.017576899,1.1010672,sehr stark,manchmal Risiken,sehr zufrieden,2,sehr sicher,0,-4.0175767,AfD,0
304,SPD,49,2401,Hauptschule,m,sehr groß,1,SPD,4,sehr sicher,3,ziemlich sicher,-1.3013183,1.1161331,sehr stark,manchmal Risiken,sehr zufrieden,2,sehr sicher,-1,-5.3013182,AfD,0
304,Grüne,49,2401,Hauptschule,m,sehr groß,1,Grüne,4,sehr sicher,3,sehr sicher,-1.7564344,1.165725,sehr stark,manchmal Risiken,sehr zufrieden,2,sehr sicher,-1,-5.7564344,AfD,0
304,AfD,49,2401,Hauptschule,m,sehr groß,1,AfD,4,sehr sicher,2,sehr sicher,3.1958568,.6836158,sehr stark,manchmal Risiken,sehr zufrieden,2,sehr sicher,-2,-.80414319,AfD,1
304,Linke,49,2401,Hauptschule,m,sehr groß,1,Linke,4,sehr sicher,1,sehr sicher,-3.566855,.7859385,sehr stark,manchmal Risiken,sehr zufrieden,2,sehr sicher,-3,-7.566855,AfD,0
304,FDP,49,2401,Hauptschule,m,sehr groß,1,FDP,4,sehr sicher,1,sehr sicher,-.28876334,1.2912743,sehr stark,manchmal Risiken,sehr zufrieden,2,sehr sicher,-3,-4.2887635,AfD,0
305,CDU/CSU,30,900,Hochschulstudium,m,groß,1,CDU/CSU,0,weder/noch,2,ziemlich sicher,-.017576899,1.1010672,ziemlich stark,Sicherheit,ziemlich zufrieden,1,weder/noch,-2,-.017576899,CDU/CSU,1
305,SPD,30,900,Hochschulstudium,m,groß,1,SPD,0,weder/noch,-2,ziemlich sicher,-1.3013183,1.1161331,ziemlich stark,Sicherheit,ziemlich zufrieden,1,weder/noch,-2,-1.3013183,CDU/CSU,0
305,Grüne,30,900,Hochschulstudium,m,groß,1,Grüne,0,weder/noch,-2,ziemlich sicher,-1.7564344,1.165725,ziemlich stark,Sicherheit,ziemlich zufrieden,1,weder/noch,-2,-1.7564344,CDU/CSU,0
305,AfD,30,900,Hochschulstudium,m,groß,1,AfD,0,weder/noch,5,sehr sicher,3.1958568,.6836158,ziemlich stark,Sicherheit,ziemlich zufrieden,1,weder/noch,-5,-3.1958568,CDU/CSU,0
305,Linke,30,900,Hochschulstudium,m,groß,1,Linke,0,weder/noch,-4,ziemlich sicher,-3.566855,.7859385,ziemlich stark,Sicherheit,ziemlich zufrieden,1,weder/noch,-4,-3.566855,CDU/CSU,0
305,FDP,30,900,Hochschulstudium,m,groß,1,FDP,0,weder/noch,-2,weder/noch,-.28876334,1.2912743,ziemlich stark,Sicherheit,ziemlich zufrieden,1,weder/noch,-2,-.28876334,CDU/CSU,0
306,CDU/CSU,63,3969,Hauptschule,f,gering,0,CDU/CSU,-1,ziemlich sicher,0,weder/noch,-.017576899,1.1010672,weniger stark,Sicherheit,teils/ teils,-1,weder/noch,-1,-.98242313,Linke,0
306,SPD,63,3969,Hauptschule,f,gering,0,SPD,-1,ziemlich sicher,-1,weder/noch,-1.3013183,1.1161331,weniger stark,Sicherheit,teils/ teils,-1,weder/noch,0,-.30131829,Linke,0
306,Grüne,63,3969,Hauptschule,f,gering,0,Grüne,-1,ziemlich sicher,-1,weder/noch,-1.7564344,1.165725,weniger stark,Sicherheit,teils/ teils,-1,weder/noch,0,-.75643444,Linke,0
306,AfD,63,3969,Hauptschule,f,gering,0,AfD,-1,ziemlich sicher,4,ziemlich sicher,3.1958568,.6836158,weniger stark,Sicherheit,teils/ teils,-1,weder/noch,-5,-4.195857,Linke,0
306,Linke,63,3969,Hauptschule,f,gering,0,Linke,-1,ziemlich sicher,-3,weder/noch,-3.566855,.7859385,weniger stark,Sicherheit,teils/ teils,-1,weder/noch,-2,-2.566855,Linke,1
306,FDP,63,3969,Hauptschule,f,gering,0,FDP,-1,ziemlich sicher,-1,weder/noch,-.28876334,1.2912743,weniger stark,Sicherheit,teils/ teils,-1,weder/noch,0,-.71123666,Linke,0
307,CDU/CSU,42,1764,Realschule,m,groß,1,CDU/CSU,-1,weder/noch,1,weder/noch,-.017576899,1.1010672,weniger stark,unbedingte Sicherheit,teils/ teils,0,weder/noch,-2,-.98242313,Grüne,0
307,SPD,42,1764,Realschule,m,groß,1,SPD,-1,weder/noch,-1,weder/noch,-1.3013183,1.1161331,weniger stark,unbedingte Sicherheit,teils/ teils,0,weder/noch,0,-.30131829,Grüne,0
307,Grüne,42,1764,Realschule,m,groß,1,Grüne,-1,weder/noch,-1,weder/noch,-1.7564344,1.165725,weniger stark,unbedingte Sicherheit,teils/ teils,0,weder/noch,0,-.75643444,Grüne,1
307,AfD,42,1764,Realschule,m,groß,1,AfD,-1,weder/noch,5,sehr sicher,3.1958568,.6836158,weniger stark,unbedingte Sicherheit,teils/ teils,0,weder/noch,-6,-4.195857,Grüne,0
307,Linke,42,1764,Realschule,m,groß,1,Linke,-1,weder/noch,-5,sehr sicher,-3.566855,.7859385,weniger stark,unbedingte Sicherheit,teils/ teils,0,weder/noch,-4,-2.566855,Grüne,0
307,FDP,42,1764,Realschule,m,groß,1,FDP,-1,weder/noch,-2,weder/noch,-.28876334,1.2912743,weniger stark,unbedingte Sicherheit,teils/ teils,0,weder/noch,-1,-.71123666,Grüne,0
309,CDU/CSU,58,3364,Abitur,m,gering,1,CDU/CSU,0,ziemlich sicher,1,ziemlich sicher,-.017576899,1.1010672,ziemlich stark,manchmal Risiken,ziemlich zufrieden,-1,weder/noch,-1,-.017576899,CDU/CSU,1
309,SPD,58,3364,Abitur,m,gering,1,SPD,0,ziemlich sicher,-3,ziemlich sicher,-1.3013183,1.1161331,ziemlich stark,manchmal Risiken,ziemlich zufrieden,-1,weder/noch,-3,-1.3013183,CDU/CSU,0
309,Grüne,58,3364,Abitur,m,gering,1,Grüne,0,ziemlich sicher,-1,weder/noch,-1.7564344,1.165725,ziemlich stark,manchmal Risiken,ziemlich zufrieden,-1,weder/noch,-1,-1.7564344,CDU/CSU,0
309,AfD,58,3364,Abitur,m,gering,1,AfD,0,ziemlich sicher,4,ziemlich sicher,3.1958568,.6836158,ziemlich stark,manchmal Risiken,ziemlich zufrieden,-1,weder/noch,-4,-3.1958568,CDU/CSU,0
309,Linke,58,3364,Abitur,m,gering,1,Linke,0,ziemlich sicher,-4,ziemlich sicher,-3.566855,.7859385,ziemlich stark,manchmal Risiken,ziemlich zufrieden,-1,weder/noch,-4,-3.566855,CDU/CSU,0
309,FDP,58,3364,Abitur,m,gering,1,FDP,0,ziemlich sicher,-1,weder/noch,-.28876334,1.2912743,ziemlich stark,manchmal Risiken,ziemlich zufrieden,-1,weder/noch,-1,-.28876334,CDU/CSU,0
310,CDU/CSU,62,3844,Hauptschule,m,sehr groß,2,CDU/CSU,0,ziemlich sicher,1,sehr unsicher,-.017576899,1.1010672,ziemlich stark,unbedingte Sicherheit,ziemlich zufrieden,1,sehr unsicher,-1,-.017576899,SPD,0
310,SPD,62,3844,Hauptschule,m,sehr groß,2,SPD,0,ziemlich sicher,0,sehr unsicher,-1.3013183,1.1161331,ziemlich stark,unbedingte Sicherheit,ziemlich zufrieden,1,sehr unsicher,0,-1.3013183,SPD,1
310,Grüne,62,3844,Hauptschule,m,sehr groß,2,Grüne,0,ziemlich sicher,0,sehr unsicher,-1.7564344,1.165725,ziemlich stark,unbedingte Sicherheit,ziemlich zufrieden,1,sehr unsicher,0,-1.7564344,SPD,0
310,AfD,62,3844,Hauptschule,m,sehr groß,2,AfD,0,ziemlich sicher,5,sehr unsicher,3.1958568,.6836158,ziemlich stark,unbedingte Sicherheit,ziemlich zufrieden,1,sehr unsicher,-5,-3.1958568,SPD,0
310,Linke,62,3844,Hauptschule,m,sehr groß,2,Linke,0,ziemlich sicher,2,sehr unsicher,-3.566855,.7859385,ziemlich stark,unbedingte Sicherheit,ziemlich zufrieden,1,sehr unsicher,-2,-3.566855,SPD,0
310,FDP,62,3844,Hauptschule,m,sehr groß,2,FDP,0,ziemlich sicher,0,sehr unsicher,-.28876334,1.2912743,ziemlich stark,unbedingte Sicherheit,ziemlich zufrieden,1,sehr unsicher,0,-.28876334,SPD,0
311,CDU/CSU,22,484,Abitur,f,groß,1,CDU/CSU,-1,ziemlich sicher,2,ziemlich sicher,-.017576899,1.1010672,ziemlich stark,unbedingte Sicherheit,teils/ teils,0,weder/noch,-3,-.98242313,Grüne,0
311,SPD,22,484,Abitur,f,groß,1,SPD,-1,ziemlich sicher,2,ziemlich sicher,-1.3013183,1.1161331,ziemlich stark,unbedingte Sicherheit,teils/ teils,0,weder/noch,-3,-.30131829,Grüne,0
311,Grüne,22,484,Abitur,f,groß,1,Grüne,-1,ziemlich sicher,-1,ziemlich sicher,-1.7564344,1.165725,ziemlich stark,unbedingte Sicherheit,teils/ teils,0,weder/noch,0,-.75643444,Grüne,1
311,AfD,22,484,Abitur,f,groß,1,AfD,-1,ziemlich sicher,5,ziemlich sicher,3.1958568,.6836158,ziemlich stark,unbedingte Sicherheit,teils/ teils,0,weder/noch,-6,-4.195857,Grüne,0
311,Linke,22,484,Abitur,f,groß,1,Linke,-1,ziemlich sicher,-5,ziemlich sicher,-3.566855,.7859385,ziemlich stark,unbedingte Sicherheit,teils/ teils,0,weder/noch,-4,-2.566855,Grüne,0
311,FDP,22,484,Abitur,f,groß,1,FDP,-1,ziemlich sicher,0,ziemlich sicher,-.28876334,1.2912743,ziemlich stark,unbedingte Sicherheit,teils/ teils,0,weder/noch,-1,-.71123666,Grüne,0
312,CDU/CSU,24,576,Hauptschule,f,groß,1,CDU/CSU,1,ziemlich sicher,0,weder/noch,-.017576899,1.1010672,mittelmäßig,manchmal Risiken,teils/ teils,0,weder/noch,-1,-1.0175769,CDU/CSU,1
312,SPD,24,576,Hauptschule,f,groß,1,SPD,1,ziemlich sicher,0,weder/noch,-1.3013183,1.1161331,mittelmäßig,manchmal Risiken,teils/ teils,0,weder/noch,-1,-2.3013182,CDU/CSU,0
312,Grüne,24,576,Hauptschule,f,groß,1,Grüne,1,ziemlich sicher,1,weder/noch,-1.7564344,1.165725,mittelmäßig,manchmal Risiken,teils/ teils,0,weder/noch,0,-2.7564344,CDU/CSU,0
312,AfD,24,576,Hauptschule,f,groß,1,AfD,1,ziemlich sicher,5,sehr sicher,3.1958568,.6836158,mittelmäßig,manchmal Risiken,teils/ teils,0,weder/noch,-4,-2.1958568,CDU/CSU,0
312,Linke,24,576,Hauptschule,f,groß,1,Linke,1,ziemlich sicher,-5,weder/noch,-3.566855,.7859385,mittelmäßig,manchmal Risiken,teils/ teils,0,weder/noch,-6,-4.566855,CDU/CSU,0
312,FDP,24,576,Hauptschule,f,groß,1,FDP,1,ziemlich sicher,1,weder/noch,-.28876334,1.2912743,mittelmäßig,manchmal Risiken,teils/ teils,0,weder/noch,0,-1.2887633,CDU/CSU,0
313,CDU/CSU,29,841,Hochschulstudium,f,groß,1,CDU/CSU,-3,ziemlich sicher,1,ziemlich sicher,-.017576899,1.1010672,ziemlich stark,Sicherheit,ziemlich zufrieden,1,ziemlich sicher,-4,-2.9824231,Grüne,0
313,SPD,29,841,Hochschulstudium,f,groß,1,SPD,-3,ziemlich sicher,-1,ziemlich sicher,-1.3013183,1.1161331,ziemlich stark,Sicherheit,ziemlich zufrieden,1,ziemlich sicher,-2,-1.6986817,Grüne,0
313,Grüne,29,841,Hochschulstudium,f,groß,1,Grüne,-3,ziemlich sicher,-3,ziemlich sicher,-1.7564344,1.165725,ziemlich stark,Sicherheit,ziemlich zufrieden,1,ziemlich sicher,0,-1.2435656,Grüne,1
313,AfD,29,841,Hochschulstudium,f,groß,1,AfD,-3,ziemlich sicher,5,sehr sicher,3.1958568,.6836158,ziemlich stark,Sicherheit,ziemlich zufrieden,1,ziemlich sicher,-8,-6.195857,Grüne,0
313,Linke,29,841,Hochschulstudium,f,groß,1,Linke,-3,ziemlich sicher,-4,ziemlich sicher,-3.566855,.7859385,ziemlich stark,Sicherheit,ziemlich zufrieden,1,ziemlich sicher,-1,-.56685495,Grüne,0
313,FDP,29,841,Hochschulstudium,f,groß,1,FDP,-3,ziemlich sicher,3,weder/noch,-.28876334,1.2912743,ziemlich stark,Sicherheit,ziemlich zufrieden,1,ziemlich sicher,-6,-2.7112367,Grüne,0
314,CDU/CSU,47,2209,Hochschulstudium,m,groß,1,CDU/CSU,0,ziemlich sicher,2,ziemlich sicher,-.017576899,1.1010672,sehr stark,keine Vorlieben,ziemlich zufrieden,-1,ziemlich sicher,-2,-.017576899,Grüne,0
314,SPD,47,2209,Hochschulstudium,m,groß,1,SPD,0,ziemlich sicher,0,ziemlich sicher,-1.3013183,1.1161331,sehr stark,keine Vorlieben,ziemlich zufrieden,-1,ziemlich sicher,0,-1.3013183,Grüne,0
314,Grüne,47,2209,Hochschulstudium,m,groß,1,Grüne,0,ziemlich sicher,-1,ziemlich sicher,-1.7564344,1.165725,sehr stark,keine Vorlieben,ziemlich zufrieden,-1,ziemlich sicher,-1,-1.7564344,Grüne,1
314,AfD,47,2209,Hochschulstudium,m,groß,1,AfD,0,ziemlich sicher,5,sehr sicher,3.1958568,.6836158,sehr stark,keine Vorlieben,ziemlich zufrieden,-1,ziemlich sicher,-5,-3.1958568,Grüne,0
314,Linke,47,2209,Hochschulstudium,m,groß,1,Linke,0,ziemlich sicher,-5,sehr sicher,-3.566855,.7859385,sehr stark,keine Vorlieben,ziemlich zufrieden,-1,ziemlich sicher,-5,-3.566855,Grüne,0
314,FDP,47,2209,Hochschulstudium,m,groß,1,FDP,0,ziemlich sicher,2,ziemlich sicher,-.28876334,1.2912743,sehr stark,keine Vorlieben,ziemlich zufrieden,-1,ziemlich sicher,-2,-.28876334,Grüne,0
316,CDU/CSU,47,2209,Hauptschule,f,gering,3,CDU/CSU,0,sehr sicher,0,sehr sicher,-.017576899,1.1010672,überhaupt nicht,Sicherheit,ziemlich unzufrieden,0,sehr sicher,0,-.017576899,FDP,0
316,SPD,47,2209,Hauptschule,f,gering,3,SPD,0,sehr sicher,0,sehr sicher,-1.3013183,1.1161331,überhaupt nicht,Sicherheit,ziemlich unzufrieden,0,sehr sicher,0,-1.3013183,FDP,0
316,Grüne,47,2209,Hauptschule,f,gering,3,Grüne,0,sehr sicher,0,sehr sicher,-1.7564344,1.165725,überhaupt nicht,Sicherheit,ziemlich unzufrieden,0,sehr sicher,0,-1.7564344,FDP,0
316,AfD,47,2209,Hauptschule,f,gering,3,AfD,0,sehr sicher,5,sehr sicher,3.1958568,.6836158,überhaupt nicht,Sicherheit,ziemlich unzufrieden,0,sehr sicher,-5,-3.1958568,FDP,0
316,Linke,47,2209,Hauptschule,f,gering,3,Linke,0,sehr sicher,-5,sehr sicher,-3.566855,.7859385,überhaupt nicht,Sicherheit,ziemlich unzufrieden,0,sehr sicher,-5,-3.566855,FDP,0
316,FDP,47,2209,Hauptschule,f,gering,3,FDP,0,sehr sicher,0,sehr sicher,-.28876334,1.2912743,überhaupt nicht,Sicherheit,ziemlich unzufrieden,0,sehr sicher,0,-.28876334,FDP,1
317,CDU/CSU,37,1369,Abitur,f,gering,3,CDU/CSU,-1,weder/noch,-1,sehr unsicher,-.017576899,1.1010672,überhaupt nicht,Sicherheit,teils/ teils,-2,weder/noch,0,-.98242313,FDP,0
317,SPD,37,1369,Abitur,f,gering,3,SPD,-1,weder/noch,-2,weder/noch,-1.3013183,1.1161331,überhaupt nicht,Sicherheit,teils/ teils,-2,weder/noch,-1,-.30131829,FDP,0
317,Grüne,37,1369,Abitur,f,gering,3,Grüne,-1,weder/noch,-3,weder/noch,-1.7564344,1.165725,überhaupt nicht,Sicherheit,teils/ teils,-2,weder/noch,-2,-.75643444,FDP,0
317,AfD,37,1369,Abitur,f,gering,3,AfD,-1,weder/noch,3,ziemlich sicher,3.1958568,.6836158,überhaupt nicht,Sicherheit,teils/ teils,-2,weder/noch,-4,-4.195857,FDP,0
317,Linke,37,1369,Abitur,f,gering,3,Linke,-1,weder/noch,-4,ziemlich sicher,-3.566855,.7859385,überhaupt nicht,Sicherheit,teils/ teils,-2,weder/noch,-3,-2.566855,FDP,0
317,FDP,37,1369,Abitur,f,gering,3,FDP,-1,weder/noch,-2,weder/noch,-.28876334,1.2912743,überhaupt nicht,Sicherheit,teils/ teils,-2,weder/noch,-1,-.71123666,FDP,1
319,CDU/CSU,41,1681,Realschule,m,groß,1,CDU/CSU,0,sehr sicher,0,sehr sicher,-.017576899,1.1010672,mittelmäßig,unbedingte Sicherheit,ziemlich zufrieden,0,ziemlich sicher,0,-.017576899,SPD,0
319,SPD,41,1681,Realschule,m,groß,1,SPD,0,sehr sicher,0,sehr sicher,-1.3013183,1.1161331,mittelmäßig,unbedingte Sicherheit,ziemlich zufrieden,0,ziemlich sicher,0,-1.3013183,SPD,1
319,Grüne,41,1681,Realschule,m,groß,1,Grüne,0,sehr sicher,0,sehr sicher,-1.7564344,1.165725,mittelmäßig,unbedingte Sicherheit,ziemlich zufrieden,0,ziemlich sicher,0,-1.7564344,SPD,0
319,AfD,41,1681,Realschule,m,groß,1,AfD,0,sehr sicher,1,ziemlich sicher,3.1958568,.6836158,mittelmäßig,unbedingte Sicherheit,ziemlich zufrieden,0,ziemlich sicher,-1,-3.1958568,SPD,0
