i,j,age,age2,education,female,impact,ind_unc,j_,lr_i,lr_i_unc,lr_ij,lr_ij_unc,lr_j,lr_j_unc,polinterest,risk,satisdmo,sq,sq_unc,ut_ij,ut_j,vote,vote_ij
1148,SPD,18,324,Abitur,f,groß,0,SPD,-1,ziemlich sicher,-1,ziemlich sicher,-1.3013183,1.1161331,mittelmäßig,Sicherheit,teils/ teils,0,ziemlich sicher,0,-.30131829,CDU/CSU,0
1148,Grüne,18,324,Abitur,f,groß,0,Grüne,-1,ziemlich sicher,-1,ziemlich sicher,-1.7564344,1.165725,mittelmäßig,Sicherheit,teils/ teils,0,ziemlich sicher,0,-.75643444,CDU/CSU,0
1148,AfD,18,324,Abitur,f,groß,0,AfD,-1,ziemlich sicher,3,ziemlich sicher,3.1958568,.6836158,mittelmäßig,Sicherheit,teils/ teils,0,ziemlich sicher,-4,-4.195857,CDU/CSU,0
1148,Linke,18,324,Abitur,f,groß,0,Linke,-1,ziemlich sicher,-2,weder/noch,-3.566855,.7859385,mittelmäßig,Sicherheit,teils/ teils,0,ziemlich sicher,-1,-2.566855,CDU/CSU,0
1148,FDP,18,324,Abitur,f,groß,0,FDP,-1,ziemlich sicher,-2,weder/noch,-.28876334,1.2912743,mittelmäßig,Sicherheit,teils/ teils,0,ziemlich sicher,-1,-.71123666,CDU/CSU,0
1149,CDU/CSU,62,3844,Realschule,m,groß,1,CDU/CSU,-1,sehr sicher,0,weder/noch,-.017576899,1.1010672,mittelmäßig,keine Vorlieben,ziemlich unzufrieden,0,weder/noch,-1,-.98242313,AfD,0
1149,SPD,62,3844,Realschule,m,groß,1,SPD,-1,sehr sicher,0,weder/noch,-1.3013183,1.1161331,mittelmäßig,keine Vorlieben,ziemlich unzufrieden,0,weder/noch,-1,-.30131829,AfD,0
1149,Grüne,62,3844,Realschule,m,groß,1,Grüne,-1,sehr sicher,0,weder/noch,-1.7564344,1.165725,mittelmäßig,keine Vorlieben,ziemlich unzufrieden,0,weder/noch,-1,-.75643444,AfD,0
1149,AfD,62,3844,Realschule,m,groß,1,AfD,-1,sehr sicher,0,weder/noch,3.1958568,.6836158,mittelmäßig,keine Vorlieben,ziemlich unzufrieden,0,weder/noch,-1,-4.195857,AfD,1
1149,Linke,62,3844,Realschule,m,groß,1,Linke,-1,sehr sicher,0,weder/noch,-3.566855,.7859385,mittelmäßig,keine Vorlieben,ziemlich unzufrieden,0,weder/noch,-1,-2.566855,AfD,0
1149,FDP,62,3844,Realschule,m,groß,1,FDP,-1,sehr sicher,0,weder/noch,-.28876334,1.2912743,mittelmäßig,keine Vorlieben,ziemlich unzufrieden,0,weder/noch,-1,-.71123666,AfD,0
1150,CDU/CSU,29,841,Hochschulstudium,m,groß,0,CDU/CSU,-2,ziemlich sicher,-2,sehr sicher,-.017576899,1.1010672,ziemlich stark,manchmal Risiken,sehr zufrieden,-2,sehr sicher,0,-1.9824231,CDU/CSU,1
1150,SPD,29,841,Hochschulstudium,m,groß,0,SPD,-2,ziemlich sicher,-2,sehr sicher,-1.3013183,1.1161331,ziemlich stark,manchmal Risiken,sehr zufrieden,-2,sehr sicher,0,-.69868171,CDU/CSU,0
1150,Grüne,29,841,Hochschulstudium,m,groß,0,Grüne,-2,ziemlich sicher,-2,sehr sicher,-1.7564344,1.165725,ziemlich stark,manchmal Risiken,sehr zufrieden,-2,sehr sicher,0,-.24356556,CDU/CSU,0
1150,AfD,29,841,Hochschulstudium,m,groß,0,AfD,-2,ziemlich sicher,5,sehr sicher,3.1958568,.6836158,ziemlich stark,manchmal Risiken,sehr zufrieden,-2,sehr sicher,-7,-5.195857,CDU/CSU,0
1150,Linke,29,841,Hochschulstudium,m,groß,0,Linke,-2,ziemlich sicher,-4,sehr sicher,-3.566855,.7859385,ziemlich stark,manchmal Risiken,sehr zufrieden,-2,sehr sicher,-2,-1.566855,CDU/CSU,0
1150,FDP,29,841,Hochschulstudium,m,groß,0,FDP,-2,ziemlich sicher,-3,sehr sicher,-.28876334,1.2912743,ziemlich stark,manchmal Risiken,sehr zufrieden,-2,sehr sicher,-1,-1.7112367,CDU/CSU,0
1151,CDU/CSU,24,576,Abitur,m,groß,1,CDU/CSU,-2,ziemlich sicher,2,sehr sicher,-.017576899,1.1010672,mittelmäßig,manchmal Risiken,teils/ teils,-2,ziemlich sicher,-4,-1.9824231,Grüne,0
1151,SPD,24,576,Abitur,m,groß,1,SPD,-2,ziemlich sicher,2,sehr sicher,-1.3013183,1.1161331,mittelmäßig,manchmal Risiken,teils/ teils,-2,ziemlich sicher,-4,-.69868171,Grüne,0
1151,Grüne,24,576,Abitur,m,groß,1,Grüne,-2,ziemlich sicher,-2,ziemlich sicher,-1.7564344,1.165725,mittelmäßig,manchmal Risiken,teils/ teils,-2,ziemlich sicher,0,-.24356556,Grüne,1
1151,AfD,24,576,Abitur,m,groß,1,AfD,-2,ziemlich sicher,5,sehr sicher,3.1958568,.6836158,mittelmäßig,manchmal Risiken,teils/ teils,-2,ziemlich sicher,-7,-5.195857,Grüne,0
1151,Linke,24,576,Abitur,m,groß,1,Linke,-2,ziemlich sicher,-4,sehr sicher,-3.566855,.7859385,mittelmäßig,manchmal Risiken,teils/ teils,-2,ziemlich sicher,-2,-1.566855,Grüne,0
1151,FDP,24,576,Abitur,m,groß,1,FDP,-2,ziemlich sicher,3,sehr sicher,-.28876334,1.2912743,mittelmäßig,manchmal Risiken,teils/ teils,-2,ziemlich sicher,-5,-1.7112367,Grüne,0
1152,CDU/CSU,30,900,Hochschulstudium,f,groß,1,CDU/CSU,-4,sehr sicher,1,ziemlich sicher,-.017576899,1.1010672,mittelmäßig,manchmal Risiken,ziemlich zufrieden,-2,ziemlich sicher,-5,-3.9824231,Grüne,0
1152,SPD,30,900,Hochschulstudium,f,groß,1,SPD,-4,sehr sicher,0,ziemlich sicher,-1.3013183,1.1161331,mittelmäßig,manchmal Risiken,ziemlich zufrieden,-2,ziemlich sicher,-4,-2.6986818,Grüne,0
1152,Grüne,30,900,Hochschulstudium,f,groß,1,Grüne,-4,sehr sicher,-4,ziemlich sicher,-1.7564344,1.165725,mittelmäßig,manchmal Risiken,ziemlich zufrieden,-2,ziemlich sicher,0,-2.2435656,Grüne,1
1152,AfD,30,900,Hochschulstudium,f,groß,1,AfD,-4,sehr sicher,5,sehr sicher,3.1958568,.6836158,mittelmäßig,manchmal Risiken,ziemlich zufrieden,-2,ziemlich sicher,-9,-7.195857,Grüne,0
1152,Linke,30,900,Hochschulstudium,f,groß,1,Linke,-4,sehr sicher,-5,sehr sicher,-3.566855,.7859385,mittelmäßig,manchmal Risiken,ziemlich zufrieden,-2,ziemlich sicher,-1,-.43314505,Grüne,0
1152,FDP,30,900,Hochschulstudium,f,groß,1,FDP,-4,sehr sicher,2,ziemlich sicher,-.28876334,1.2912743,mittelmäßig,manchmal Risiken,ziemlich zufrieden,-2,ziemlich sicher,-6,-3.7112367,Grüne,0
1153,CDU/CSU,38,1444,Hochschulstudium,f,groß,0,CDU/CSU,0,sehr sicher,0,ziemlich sicher,-.017576899,1.1010672,sehr stark,manchmal Risiken,ziemlich zufrieden,0,ziemlich sicher,0,-.017576899,CDU/CSU,1
1153,SPD,38,1444,Hochschulstudium,f,groß,0,SPD,0,sehr sicher,0,weder/noch,-1.3013183,1.1161331,sehr stark,manchmal Risiken,ziemlich zufrieden,0,ziemlich sicher,0,-1.3013183,CDU/CSU,0
1153,Grüne,38,1444,Hochschulstudium,f,groß,0,Grüne,0,sehr sicher,-2,weder/noch,-1.7564344,1.165725,sehr stark,manchmal Risiken,ziemlich zufrieden,0,ziemlich sicher,-2,-1.7564344,CDU/CSU,0
1153,AfD,38,1444,Hochschulstudium,f,groß,0,AfD,0,sehr sicher,2,weder/noch,3.1958568,.6836158,sehr stark,manchmal Risiken,ziemlich zufrieden,0,ziemlich sicher,-2,-3.1958568,CDU/CSU,0
1153,Linke,38,1444,Hochschulstudium,f,groß,0,Linke,0,sehr sicher,0,weder/noch,-3.566855,.7859385,sehr stark,manchmal Risiken,ziemlich zufrieden,0,ziemlich sicher,0,-3.566855,CDU/CSU,0
1153,FDP,38,1444,Hochschulstudium,f,groß,0,FDP,0,sehr sicher,0,weder/noch,-.28876334,1.2912743,sehr stark,manchmal Risiken,ziemlich zufrieden,0,ziemlich sicher,0,-.28876334,CDU/CSU,0
1154,CDU/CSU,33,1089,Hochschulstudium,m,gering,0,CDU/CSU,-1,ziemlich sicher,1,ziemlich sicher,-.017576899,1.1010672,mittelmäßig,Sicherheit,ziemlich zufrieden,0,weder/noch,-2,-.98242313,Grüne,0
1154,SPD,33,1089,Hochschulstudium,m,gering,0,SPD,-1,ziemlich sicher,0,weder/noch,-1.3013183,1.1161331,mittelmäßig,Sicherheit,ziemlich zufrieden,0,weder/noch,-1,-.30131829,Grüne,0
1154,Grüne,33,1089,Hochschulstudium,m,gering,0,Grüne,-1,ziemlich sicher,-2,ziemlich sicher,-1.7564344,1.165725,mittelmäßig,Sicherheit,ziemlich zufrieden,0,weder/noch,-1,-.75643444,Grüne,1
1154,AfD,33,1089,Hochschulstudium,m,gering,0,AfD,-1,ziemlich sicher,4,ziemlich sicher,3.1958568,.6836158,mittelmäßig,Sicherheit,ziemlich zufrieden,0,weder/noch,-5,-4.195857,Grüne,0
1154,Linke,33,1089,Hochschulstudium,m,gering,0,Linke,-1,ziemlich sicher,-3,ziemlich unsicher,-3.566855,.7859385,mittelmäßig,Sicherheit,ziemlich zufrieden,0,weder/noch,-2,-2.566855,Grüne,0
1154,FDP,33,1089,Hochschulstudium,m,gering,0,FDP,-1,ziemlich sicher,0,sehr unsicher,-.28876334,1.2912743,mittelmäßig,Sicherheit,ziemlich zufrieden,0,weder/noch,-1,-.71123666,Grüne,0
1159,CDU/CSU,24,576,Realschule,f,groß,0,CDU/CSU,-4,weder/noch,-3,sehr unsicher,-.017576899,1.1010672,mittelmäßig,häufig Risiken,ziemlich unzufrieden,-1,weder/noch,-1,-3.9824231,AfD,0
1159,SPD,24,576,Realschule,f,groß,0,SPD,-4,weder/noch,-3,sehr unsicher,-1.3013183,1.1161331,mittelmäßig,häufig Risiken,ziemlich unzufrieden,-1,weder/noch,-1,-2.6986818,AfD,0
1159,Grüne,24,576,Realschule,f,groß,0,Grüne,-4,weder/noch,-3,sehr unsicher,-1.7564344,1.165725,mittelmäßig,häufig Risiken,ziemlich unzufrieden,-1,weder/noch,-1,-2.2435656,AfD,0
1159,AfD,24,576,Realschule,f,groß,0,AfD,-4,weder/noch,-1,weder/noch,3.1958568,.6836158,mittelmäßig,häufig Risiken,ziemlich unzufrieden,-1,weder/noch,-3,-7.195857,AfD,1
1159,Linke,24,576,Realschule,f,groß,0,Linke,-4,weder/noch,-3,sehr sicher,-3.566855,.7859385,mittelmäßig,häufig Risiken,ziemlich unzufrieden,-1,weder/noch,-1,-.43314505,AfD,0
1159,FDP,24,576,Realschule,f,groß,0,FDP,-4,weder/noch,-1,weder/noch,-.28876334,1.2912743,mittelmäßig,häufig Risiken,ziemlich unzufrieden,-1,weder/noch,-3,-3.7112367,AfD,0
1160,CDU/CSU,23,529,Abitur,m,groß,0,CDU/CSU,-2,ziemlich sicher,2,ziemlich sicher,-.017576899,1.1010672,mittelmäßig,Sicherheit,ziemlich zufrieden,1,ziemlich sicher,-4,-1.9824231,Grüne,0
1160,SPD,23,529,Abitur,m,groß,0,SPD,-2,ziemlich sicher,1,ziemlich sicher,-1.3013183,1.1161331,mittelmäßig,Sicherheit,ziemlich zufrieden,1,ziemlich sicher,-3,-.69868171,Grüne,0
1160,Grüne,23,529,Abitur,m,groß,0,Grüne,-2,ziemlich sicher,-1,ziemlich sicher,-1.7564344,1.165725,mittelmäßig,Sicherheit,ziemlich zufrieden,1,ziemlich sicher,-1,-.24356556,Grüne,1
1160,AfD,23,529,Abitur,m,groß,0,AfD,-2,ziemlich sicher,5,sehr sicher,3.1958568,.6836158,mittelmäßig,Sicherheit,ziemlich zufrieden,1,ziemlich sicher,-7,-5.195857,Grüne,0
1160,Linke,23,529,Abitur,m,groß,0,Linke,-2,ziemlich sicher,-4,ziemlich sicher,-3.566855,.7859385,mittelmäßig,Sicherheit,ziemlich zufrieden,1,ziemlich sicher,-2,-1.566855,Grüne,0
1160,FDP,23,529,Abitur,m,groß,0,FDP,-2,ziemlich sicher,2,ziemlich sicher,-.28876334,1.2912743,mittelmäßig,Sicherheit,ziemlich zufrieden,1,ziemlich sicher,-4,-1.7112367,Grüne,0
1161,CDU/CSU,20,400,Abitur,f,groß,1,CDU/CSU,-3,ziemlich sicher,-1,weder/noch,-.017576899,1.1010672,mittelmäßig,Sicherheit,ziemlich zufrieden,-1,weder/noch,-2,-2.9824231,Grüne,0
1161,SPD,20,400,Abitur,f,groß,1,SPD,-3,ziemlich sicher,-1,weder/noch,-1.3013183,1.1161331,mittelmäßig,Sicherheit,ziemlich zufrieden,-1,weder/noch,-2,-1.6986817,Grüne,0
1161,Grüne,20,400,Abitur,f,groß,1,Grüne,-3,ziemlich sicher,-3,ziemlich sicher,-1.7564344,1.165725,mittelmäßig,Sicherheit,ziemlich zufrieden,-1,weder/noch,0,-1.2435656,Grüne,1
1161,AfD,20,400,Abitur,f,groß,1,AfD,-3,ziemlich sicher,4,sehr sicher,3.1958568,.6836158,mittelmäßig,Sicherheit,ziemlich zufrieden,-1,weder/noch,-7,-6.195857,Grüne,0
1161,Linke,20,400,Abitur,f,groß,1,Linke,-3,ziemlich sicher,-4,sehr sicher,-3.566855,.7859385,mittelmäßig,Sicherheit,ziemlich zufrieden,-1,weder/noch,-1,-.56685495,Grüne,0
1161,FDP,20,400,Abitur,f,groß,1,FDP,-3,ziemlich sicher,1,weder/noch,-.28876334,1.2912743,mittelmäßig,Sicherheit,ziemlich zufrieden,-1,weder/noch,-4,-2.7112367,Grüne,0
1164,CDU/CSU,57,3249,Hauptschule,m,gering,1,CDU/CSU,1,ziemlich sicher,-1,ziemlich sicher,-.017576899,1.1010672,weniger stark,Sicherheit,sehr unzufrieden,-2,ziemlich sicher,-2,-1.0175769,AfD,0
1164,SPD,57,3249,Hauptschule,m,gering,1,SPD,1,ziemlich sicher,-3,ziemlich sicher,-1.3013183,1.1161331,weniger stark,Sicherheit,sehr unzufrieden,-2,ziemlich sicher,-4,-2.3013182,AfD,0
1164,Grüne,57,3249,Hauptschule,m,gering,1,Grüne,1,ziemlich sicher,-5,sehr sicher,-1.7564344,1.165725,weniger stark,Sicherheit,sehr unzufrieden,-2,ziemlich sicher,-6,-2.7564344,AfD,0
1164,AfD,57,3249,Hauptschule,m,gering,1,AfD,1,ziemlich sicher,5,sehr sicher,3.1958568,.6836158,weniger stark,Sicherheit,sehr unzufrieden,-2,ziemlich sicher,-4,-2.1958568,AfD,1
1164,Linke,57,3249,Hauptschule,m,gering,1,Linke,1,ziemlich sicher,-4,ziemlich sicher,-3.566855,.7859385,weniger stark,Sicherheit,sehr unzufrieden,-2,ziemlich sicher,-5,-4.566855,AfD,0
1164,FDP,57,3249,Hauptschule,m,gering,1,FDP,1,ziemlich sicher,-1,ziemlich sicher,-.28876334,1.2912743,weniger stark,Sicherheit,sehr unzufrieden,-2,ziemlich sicher,-2,-1.2887633,AfD,0
1167,CDU/CSU,33,1089,Hochschulstudium,m,sehr groß,2,CDU/CSU,-1,ziemlich sicher,1,sehr sicher,-.017576899,1.1010672,sehr stark,keine Vorlieben,ziemlich zufrieden,0,ziemlich sicher,-2,-.98242313,Grüne,0
1167,SPD,33,1089,Hochschulstudium,m,sehr groß,2,SPD,-1,ziemlich sicher,0,sehr sicher,-1.3013183,1.1161331,sehr stark,keine Vorlieben,ziemlich zufrieden,0,ziemlich sicher,-1,-.30131829,Grüne,0
1167,Grüne,33,1089,Hochschulstudium,m,sehr groß,2,Grüne,-1,ziemlich sicher,-1,sehr sicher,-1.7564344,1.165725,sehr stark,keine Vorlieben,ziemlich zufrieden,0,ziemlich sicher,0,-.75643444,Grüne,1
1167,AfD,33,1089,Hochschulstudium,m,sehr groß,2,AfD,-1,ziemlich sicher,5,sehr sicher,3.1958568,.6836158,sehr stark,keine Vorlieben,ziemlich zufrieden,0,ziemlich sicher,-6,-4.195857,Grüne,0
1167,Linke,33,1089,Hochschulstudium,m,sehr groß,2,Linke,-1,ziemlich sicher,-4,sehr sicher,-3.566855,.7859385,sehr stark,keine Vorlieben,ziemlich zufrieden,0,ziemlich sicher,-3,-2.566855,Grüne,0
1167,FDP,33,1089,Hochschulstudium,m,sehr groß,2,FDP,-1,ziemlich sicher,1,sehr sicher,-.28876334,1.2912743,sehr stark,keine Vorlieben,ziemlich zufrieden,0,ziemlich sicher,-2,-.71123666,Grüne,0
1168,CDU/CSU,55,3025,Realschule,m,groß,2,CDU/CSU,0,ziemlich sicher,0,ziemlich sicher,-.017576899,1.1010672,ziemlich stark,Sicherheit,ziemlich zufrieden,0,ziemlich sicher,0,-.017576899,Grüne,0
1168,SPD,55,3025,Realschule,m,groß,2,SPD,0,ziemlich sicher,-2,ziemlich sicher,-1.3013183,1.1161331,ziemlich stark,Sicherheit,ziemlich zufrieden,0,ziemlich sicher,-2,-1.3013183,Grüne,0
1168,Grüne,55,3025,Realschule,m,groß,2,Grüne,0,ziemlich sicher,-3,ziemlich sicher,-1.7564344,1.165725,ziemlich stark,Sicherheit,ziemlich zufrieden,0,ziemlich sicher,-3,-1.7564344,Grüne,1
1168,AfD,55,3025,Realschule,m,groß,2,AfD,0,ziemlich sicher,4,ziemlich sicher,3.1958568,.6836158,ziemlich stark,Sicherheit,ziemlich zufrieden,0,ziemlich sicher,-4,-3.1958568,Grüne,0
1168,Linke,55,3025,Realschule,m,groß,2,Linke,0,ziemlich sicher,-3,ziemlich sicher,-3.566855,.7859385,ziemlich stark,Sicherheit,ziemlich zufrieden,0,ziemlich sicher,-3,-3.566855,Grüne,0
1168,FDP,55,3025,Realschule,m,groß,2,FDP,0,ziemlich sicher,0,ziemlich sicher,-.28876334,1.2912743,ziemlich stark,Sicherheit,ziemlich zufrieden,0,ziemlich sicher,0,-.28876334,Grüne,0
1169,CDU/CSU,23,529,Abitur,f,gering,0,CDU/CSU,1,ziemlich sicher,-2,ziemlich sicher,-.017576899,1.1010672,mittelmäßig,Sicherheit,ziemlich zufrieden,0,weder/noch,-3,-1.0175769,Grüne,0
1169,SPD,23,529,Abitur,f,gering,0,SPD,1,ziemlich sicher,0,ziemlich unsicher,-1.3013183,1.1161331,mittelmäßig,Sicherheit,ziemlich zufrieden,0,weder/noch,-1,-2.3013182,Grüne,0
1169,Grüne,23,529,Abitur,f,gering,0,Grüne,1,ziemlich sicher,0,ziemlich sicher,-1.7564344,1.165725,mittelmäßig,Sicherheit,ziemlich zufrieden,0,weder/noch,-1,-2.7564344,Grüne,1
1169,AfD,23,529,Abitur,f,gering,0,AfD,1,ziemlich sicher,4,sehr sicher,3.1958568,.6836158,mittelmäßig,Sicherheit,ziemlich zufrieden,0,weder/noch,-3,-2.1958568,Grüne,0
1169,Linke,23,529,Abitur,f,gering,0,Linke,1,ziemlich sicher,-4,sehr sicher,-3.566855,.7859385,mittelmäßig,Sicherheit,ziemlich zufrieden,0,weder/noch,-5,-4.566855,Grüne,0
1169,FDP,23,529,Abitur,f,gering,0,FDP,1,ziemlich sicher,-1,weder/noch,-.28876334,1.2912743,mittelmäßig,Sicherheit,ziemlich zufrieden,0,weder/noch,-2,-1.2887633,Grüne,0
1170,CDU/CSU,28,784,Abitur,f,groß,0,CDU/CSU,-3,ziemlich sicher,1,weder/noch,-.017576899,1.1010672,mittelmäßig,Sicherheit,teils/ teils,0,weder/noch,-4,-2.9824231,Grüne,0
1170,SPD,28,784,Abitur,f,groß,0,SPD,-3,ziemlich sicher,0,weder/noch,-1.3013183,1.1161331,mittelmäßig,Sicherheit,teils/ teils,0,weder/noch,-3,-1.6986817,Grüne,0
1170,Grüne,28,784,Abitur,f,groß,0,Grüne,-3,ziemlich sicher,-2,weder/noch,-1.7564344,1.165725,mittelmäßig,Sicherheit,teils/ teils,0,weder/noch,-1,-1.2435656,Grüne,1
1170,AfD,28,784,Abitur,f,groß,0,AfD,-3,ziemlich sicher,4,weder/noch,3.1958568,.6836158,mittelmäßig,Sicherheit,teils/ teils,0,weder/noch,-7,-6.195857,Grüne,0
1170,Linke,28,784,Abitur,f,groß,0,Linke,-3,ziemlich sicher,-3,weder/noch,-3.566855,.7859385,mittelmäßig,Sicherheit,teils/ teils,0,weder/noch,0,-.56685495,Grüne,0
1170,FDP,28,784,Abitur,f,groß,0,FDP,-3,ziemlich sicher,1,weder/noch,-.28876334,1.2912743,mittelmäßig,Sicherheit,teils/ teils,0,weder/noch,-4,-2.7112367,Grüne,0
1171,CDU/CSU,34,1156,Realschule,m,sehr groß,1,CDU/CSU,-1,ziemlich sicher,-1,ziemlich sicher,-.017576899,1.1010672,weniger stark,unbedingte Sicherheit,ziemlich zufrieden,-2,weder/noch,0,-.98242313,CDU/CSU,1
1171,SPD,34,1156,Realschule,m,sehr groß,1,SPD,-1,ziemlich sicher,-2,weder/noch,-1.3013183,1.1161331,weniger stark,unbedingte Sicherheit,ziemlich zufrieden,-2,weder/noch,-1,-.30131829,CDU/CSU,0
1171,Grüne,34,1156,Realschule,m,sehr groß,1,Grüne,-1,ziemlich sicher,-2,ziemlich sicher,-1.7564344,1.165725,weniger stark,unbedingte Sicherheit,ziemlich zufrieden,-2,weder/noch,-1,-.75643444,CDU/CSU,0
1171,AfD,34,1156,Realschule,m,sehr groß,1,AfD,-1,ziemlich sicher,5,sehr sicher,3.1958568,.6836158,weniger stark,unbedingte Sicherheit,ziemlich zufrieden,-2,weder/noch,-6,-4.195857,CDU/CSU,0
1171,Linke,34,1156,Realschule,m,sehr groß,1,Linke,-1,ziemlich sicher,-4,sehr sicher,-3.566855,.7859385,weniger stark,unbedingte Sicherheit,ziemlich zufrieden,-2,weder/noch,-3,-2.566855,CDU/CSU,0
1171,FDP,34,1156,Realschule,m,sehr groß,1,FDP,-1,ziemlich sicher,-3,ziemlich sicher,-.28876334,1.2912743,weniger stark,unbedingte Sicherheit,ziemlich zufrieden,-2,weder/noch,-2,-.71123666,CDU/CSU,0
1174,CDU/CSU,23,529,Abitur,f,gering,1,CDU/CSU,-5,sehr sicher,1,sehr sicher,-.017576899,1.1010672,sehr stark,Sicherheit,sehr unzufrieden,0,ziemlich sicher,-6,-4.9824233,Linke,0
1174,SPD,23,529,Abitur,f,gering,1,SPD,-5,sehr sicher,-1,ziemlich sicher,-1.3013183,1.1161331,sehr stark,Sicherheit,sehr unzufrieden,0,ziemlich sicher,-4,-3.6986818,Linke,0
1174,Grüne,23,529,Abitur,f,gering,1,Grüne,-5,sehr sicher,0,ziemlich sicher,-1.7564344,1.165725,sehr stark,Sicherheit,sehr unzufrieden,0,ziemlich sicher,-5,-3.2435656,Linke,0
1174,AfD,23,529,Abitur,f,gering,1,AfD,-5,sehr sicher,3,ziemlich sicher,3.1958568,.6836158,sehr stark,Sicherheit,sehr unzufrieden,0,ziemlich sicher,-8,-8.195857,Linke,0
1174,Linke,23,529,Abitur,f,gering,1,Linke,-5,sehr sicher,-3,ziemlich sicher,-3.566855,.7859385,sehr stark,Sicherheit,sehr unzufrieden,0,ziemlich sicher,-2,-1.433145,Linke,1
1174,FDP,23,529,Abitur,f,gering,1,FDP,-5,sehr sicher,4,sehr sicher,-.28876334,1.2912743,sehr stark,Sicherheit,sehr unzufrieden,0,ziemlich sicher,-9,-4.7112365,Linke,0
1175,CDU/CSU,48,2304,Hochschulstudium,m,groß,2,CDU/CSU,-5,sehr sicher,-1,ziemlich sicher,-.017576899,1.1010672,sehr stark,manchmal Risiken,ziemlich zufrieden,-1,ziemlich sicher,-4,-4.9824233,SPD,0
1175,SPD,48,2304,Hochschulstudium,m,groß,2,SPD,-5,sehr sicher,-3,ziemlich sicher,-1.3013183,1.1161331,sehr stark,manchmal Risiken,ziemlich zufrieden,-1,ziemlich sicher,-2,-3.6986818,SPD,1
1175,Grüne,48,2304,Hochschulstudium,m,groß,2,Grüne,-5,sehr sicher,-3,ziemlich sicher,-1.7564344,1.165725,sehr stark,manchmal Risiken,ziemlich zufrieden,-1,ziemlich sicher,-2,-3.2435656,SPD,0
1175,AfD,48,2304,Hochschulstudium,m,groß,2,AfD,-5,sehr sicher,5,sehr sicher,3.1958568,.6836158,sehr stark,manchmal Risiken,ziemlich zufrieden,-1,ziemlich sicher,-10,-8.195857,SPD,0
1175,Linke,48,2304,Hochschulstudium,m,groß,2,Linke,-5,sehr sicher,-5,sehr sicher,-3.566855,.7859385,sehr stark,manchmal Risiken,ziemlich zufrieden,-1,ziemlich sicher,0,-1.433145,SPD,0
1175,FDP,48,2304,Hochschulstudium,m,groß,2,FDP,-5,sehr sicher,1,ziemlich sicher,-.28876334,1.2912743,sehr stark,manchmal Risiken,ziemlich zufrieden,-1,ziemlich sicher,-6,-4.7112365,SPD,0
1176,CDU/CSU,57,3249,Realschule,f,gering,2,CDU/CSU,0,ziemlich sicher,0,ziemlich sicher,-.017576899,1.1010672,weniger stark,keine Vorlieben,sehr zufrieden,0,ziemlich sicher,0,-.017576899,Grüne,0
1176,SPD,57,3249,Realschule,f,gering,2,SPD,0,ziemlich sicher,-1,ziemlich sicher,-1.3013183,1.1161331,weniger stark,keine Vorlieben,sehr zufrieden,0,ziemlich sicher,-1,-1.3013183,Grüne,0
1176,Grüne,57,3249,Realschule,f,gering,2,Grüne,0,ziemlich sicher,0,ziemlich sicher,-1.7564344,1.165725,weniger stark,keine Vorlieben,sehr zufrieden,0,ziemlich sicher,0,-1.7564344,Grüne,1
1176,AfD,57,3249,Realschule,f,gering,2,AfD,0,ziemlich sicher,5,ziemlich sicher,3.1958568,.6836158,weniger stark,keine Vorlieben,sehr zufrieden,0,ziemlich sicher,-5,-3.1958568,Grüne,0
1176,Linke,57,3249,Realschule,f,gering,2,Linke,0,ziemlich sicher,-2,ziemlich sicher,-3.566855,.7859385,weniger stark,keine Vorlieben,sehr zufrieden,0,ziemlich sicher,-2,-3.566855,Grüne,0
1176,FDP,57,3249,Realschule,f,gering,2,FDP,0,ziemlich sicher,-1,ziemlich sicher,-.28876334,1.2912743,weniger stark,keine Vorlieben,sehr zufrieden,0,ziemlich sicher,-1,-.28876334,Grüne,0
1177,CDU/CSU,41,1681,Abitur,f,groß,2,CDU/CSU,2,sehr sicher,3,sehr sicher,-.017576899,1.1010672,mittelmäßig,manchmal Risiken,ziemlich zufrieden,3,ziemlich sicher,-1,-2.0175769,CDU/CSU,1
1177,SPD,41,1681,Abitur,f,groß,2,SPD,2,sehr sicher,-1,weder/noch,-1.3013183,1.1161331,mittelmäßig,manchmal Risiken,ziemlich zufrieden,3,ziemlich sicher,-3,-3.3013182,CDU/CSU,0
1177,Grüne,41,1681,Abitur,f,groß,2,Grüne,2,sehr sicher,0,ziemlich sicher,-1.7564344,1.165725,mittelmäßig,manchmal Risiken,ziemlich zufrieden,3,ziemlich sicher,-2,-3.7564344,CDU/CSU,0
1177,AfD,41,1681,Abitur,f,groß,2,AfD,2,sehr sicher,-5,sehr sicher,3.1958568,.6836158,mittelmäßig,manchmal Risiken,ziemlich zufrieden,3,ziemlich sicher,-7,-1.1958568,CDU/CSU,0
1177,Linke,41,1681,Abitur,f,groß,2,Linke,2,sehr sicher,-2,weder/noch,-3.566855,.7859385,mittelmäßig,manchmal Risiken,ziemlich zufrieden,3,ziemlich sicher,-4,-5.566855,CDU/CSU,0
1177,FDP,41,1681,Abitur,f,groß,2,FDP,2,sehr sicher,1,ziemlich sicher,-.28876334,1.2912743,mittelmäßig,manchmal Risiken,ziemlich zufrieden,3,ziemlich sicher,-1,-2.2887633,CDU/CSU,0
