i,age,female,education,polinterest,satisdmo,impact,lr_A_1,lr_B_1,types_1,unc_1,ut_A_1,ut_B_1,ut_B_A_1,ut_B_A_sq_1,vote_1,vote_spa_1,age2,lr_A_2,lr_B_2,lr_cer_2,lr_unc_2,positions_2,switch_1_2,types_2,unc_2,ut_A_2,ut_B_2,ut_B_A_2,ut_B_A_sq_2,ut_cer_2,ut_unc_2,ut_unc_cer_2,ut_unc_cer_sq_2,vote_2,vote_spa_2,vote_unc_2,lr_A_3,lr_B_3,lr_cer_3,lr_unc_3,types_3,unc_3,ut_A_3,ut_B_3,ut_B_A_3,ut_B_A_sq_3,ut_unc_cer_3,vote_3,vote_unc_3,lr_A_4,lr_B_4,lr_cer_4,lr_unc_4,types_4,unc_4,ut_A_4,ut_B_4,ut_B_A_4,ut_B_A_sq_4,ut_unc_cer_4,vote_4,vote_unc_4,lr_A_5,lr_B_5,lr_cer_5,lr_unc_5,lr_unc_max_5,lr_unc_min_5,types_5,unc_5,ut_A_5,ut_B_5,ut_B_A_5,ut_B_A_sq_5,ut_cer_5,ut_unc_5,ut_unc_cer_5,ut_unc_cer_sq_5,ut_unc_max_5,ut_unc_min_5,vignette_5,vote_5,vote_spa_5,vote_unc_5,impact_cat,ind_unc,lr_afd,lr_afd_unc,lr_cdu,lr_cdu_unc,lr_fdp,lr_fdp_unc,lr_gre,lr_gre_unc,lr_i,lr_i_unc,lr_i_unc_cat,lr_linke,lr_linke_unc,lr_spd,lr_spd_unc,polinterest_cat,risk,risk_cat,sq,sq_unc,switch_1_2_cer,switch_1_2_unc,vote,vote_straight_A,vote_straight_B,vote_straight_cer,vote_straight_spa,vote_straight_unc
1180,63,m,Realschule,ziemlich stark,teils/ teils,gering,-3,4,left/right,2,-4,-3,1,-7,Party B,yes,3969,0,1,0,1,new,,left/right,Party B,-1,0,1,-1,-1,0,1,-1,Party B,yes,yes,0,0,0,0,both left,Party B,-1,-1,0,0,0,Party B,yes,-1,3,3,-1,left/right,Party B,-2,-2,0,0,0,Party B,yes,-2,1,-2,1,1,5,,Party B,-3,0,3,-9,-3,0,3,-9,0,-4,B=internal conflict,Party B,yes,yes,gering,2,1,sehr sicher,-1,sehr sicher,-2,sehr sicher,-4,sehr sicher,1,sehr sicher,sicher,-5,sehr sicher,-3,sehr sicher,stark,keine Vorlieben,neutral,-3,sehr sicher,,,AfD,no,yes,no,yes,yes
1181,50,f,Hochschulstudium,mittelmäßig,teils/ teils,sehr groß,-4,3,both right,2,-1,-8,-7,63,Party A,yes,2500,-1,4,-1,4,new,,both right,Party B,-4,-9,-5,65,-4,-9,-5,65,Party A,yes,no,3,3,3,3,both right,Party B,-8,-8,0,0,0,Party B,yes,,,,,,,,,0,0,0,,,-2,1,-2,1,0,5,,Party B,-3,-6,-3,27,-3,-6,-3,27,-5,-10,B=non-position,Party A,yes,no,groß,1,5,sehr sicher,0,sehr sicher,-2,sehr sicher,-5,sehr sicher,-5,sehr sicher,sicher,-5,sehr sicher,-1,sehr sicher,mittel,Sicherheit,avers,0,ziemlich sicher,,,Grüne,no,no,no,yes,no
1182,61,f,ohne,weniger stark,teils/ teils,groß,-1,1,left/right,2,-1,-1,0,0,Party A,yes,3721,-1,1,1,-1,same,yes,left/right,Party A,-1,-1,0,0,-1,-1,0,0,Party B,yes,no,4,4,4,4,both right,Party B,-4,-4,0,0,0,Party B,yes,-2,2,2,-2,left/right,Party B,-2,-2,0,0,0,Party B,yes,-2,1,-2,1,0,5,,Party B,-2,-1,1,-3,-2,-1,1,-3,0,-5,B=internal conflict,Party B,yes,yes,groß,2,4,sehr sicher,0,ziemlich sicher,0,weder/noch,0,weder/noch,0,ziemlich sicher,sicher,0,weder/noch,0,weder/noch,gering,manchmal Risiken,affin,0,ziemlich sicher,yes,no,,no,no,no,yes,no
1183,46,m,Abitur,sehr stark,teils/ teils,gering,-4,-3,both left,2,-7,-6,1,-13,Party B,yes,2116,-4,-3,-3,-4,same,no,both left,Party A,-7,-6,1,-13,-6,-7,-1,13,Party B,yes,no,-1,-1,-1,-1,both left,Party A,-4,-4,0,0,0,Party B,no,,,,,,,,,0,0,0,,,-2,1,,,,,both left,none,-5,-2,3,-21,-5,-2,3,-21,,,B=precise,Party B,yes,no,gering,0,4,sehr sicher,1,sehr sicher,1,sehr sicher,-2,sehr sicher,3,sehr sicher,sicher,-5,sehr sicher,-3,sehr sicher,stark,häufig Risiken,affin,-2,sehr sicher,no,no,CDU/CSU,no,no,no,yes,no
1184,40,f,Abitur,mittelmäßig,teils/ teils,groß,-4,4,left/right,2,-5,-3,2,-16,Party B,yes,1600,-4,4,-4,4,same,no,left/right,Party B,-5,-3,2,-16,-5,-3,2,-16,Party B,yes,yes,1,1,1,1,all tied,Party A,0,0,0,0,0,Party A,yes,-1,3,-1,3,left/right,Party A,-2,-2,0,0,0,Party B,no,-2,1,-2,1,,,left/right,Party B,-3,0,3,-9,-3,0,3,-9,,,B=risky,Party B,yes,yes,groß,1,-5,ziemlich sicher,1,ziemlich sicher,0,ziemlich sicher,0,ziemlich sicher,1,ziemlich sicher,sicher,-3,ziemlich sicher,0,ziemlich sicher,mittel,Sicherheit,avers,2,ziemlich sicher,no,no,FDP,no,no,no,yes,no
1185,20,f,Abitur,mittelmäßig,ziemlich zufrieden,groß,-3,-1,left/right,2,0,-2,-2,4,Party A,yes,400,-3,-1,-1,-3,same,no,left/right,Party A,0,-2,-2,4,-2,0,2,-4,Party A,yes,yes,4,4,4,4,both right,Party A,-7,-7,0,0,0,Party B,no,,,,,,,,,0,0,0,,,-2,1,-2,1,,,both right,Party B,-1,-4,-3,15,-1,-4,-3,15,,,B=risky,Party A,yes,no,groß,0,5,sehr sicher,1,ziemlich sicher,2,weder/noch,-2,ziemlich sicher,-3,ziemlich sicher,sicher,-3,ziemlich sicher,-1,ziemlich sicher,mittel,keine Vorlieben,neutral,0,ziemlich sicher,no,no,Linke,no,no,no,yes,no
1187,26,m,Hochschulstudium,ziemlich stark,ziemlich zufrieden,groß,0,1,both right,2,-2,-3,-1,5,Party A,yes,676,0,1,0,1,same,no,both right,Party B,-2,-3,-1,5,-2,-3,-1,5,Party A,yes,no,-2,-2,-2,-2,all tied,Party A,0,0,0,0,0,Party A,yes,-4,0,0,-4,left/right,Party B,-2,-2,0,0,0,Party B,yes,-2,1,-2,1,,,left/right,Party B,0,-3,-3,9,0,-3,-3,9,,,B=risky,Party A,yes,no,groß,2,4,weder/noch,0,weder/noch,1,ziemlich sicher,-2,ziemlich sicher,-2,ziemlich sicher,sicher,-3,ziemlich sicher,-3,ziemlich sicher,stark,Sicherheit,avers,-1,ziemlich sicher,no,no,Grüne,no,no,no,yes,no
1188,56,f,Realschule,ziemlich stark,teils/ teils,gering,0,1,both right,2,-5,-6,-1,11,Party A,yes,3136,-4,-1,-1,-4,new,,both right,Party A,-1,-4,-3,15,-4,-1,3,-15,Party A,yes,yes,0,0,0,0,both right,Party B,-5,-5,0,0,0,Party A,no,,,,,,,,,0,0,0,,,-2,1,,,,,both right,none,-3,-6,-3,27,-3,-6,-3,27,,,B=precise,Party A,yes,no,gering,0,5,sehr sicher,-5,sehr sicher,-5,sehr sicher,-5,sehr sicher,-5,sehr sicher,sicher,-5,sehr sicher,-5,sehr sicher,stark,Sicherheit,avers,-5,sehr sicher,,,CDU/CSU,no,no,no,yes,no
1189,54,m,Realschule,mittelmäßig,ziemlich zufrieden,groß,2,4,both right,2,-2,-4,-2,12,Party A,yes,2916,-3,-3,-3,-3,new,,both left,Party A,-3,-3,0,0,-3,-3,0,0,Party A,yes,yes,3,3,3,3,both right,Party B,-3,-3,0,0,0,Party B,yes,-2,2,-2,2,left/right,Party A,-2,-2,0,0,0,Party A,yes,-2,1,-2,1,0,5,,Party B,-2,-1,1,-3,-2,-1,1,-3,0,-5,B=non-position,Party A,no,no,groß,3,4,ziemlich sicher,0,ziemlich unsicher,0,ziemlich unsicher,0,ziemlich unsicher,0,weder/noch,unsicher,-2,weder/noch,0,ziemlich unsicher,mittel,Sicherheit,avers,-1,weder/noch,,,FDP,no,no,no,no,no
1192,51,f,Realschule,ziemlich stark,teils/ teils,groß,-4,-2,both left,2,-4,-2,2,-12,Party B,yes,2601,-4,-2,-2,-4,same,no,both left,Party A,-4,-2,2,-12,-2,-4,-2,12,Party B,yes,no,2,2,2,2,both right,Party B,-2,-2,0,0,0,Party B,yes,-2,2,2,-2,left/right,Party B,-2,-2,0,0,0,Party B,yes,-2,1,-2,1,0,5,,Party B,-2,-1,1,-3,-2,-1,1,-3,0,-5,B=non-position,Party A,no,no,groß,2,2,ziemlich sicher,-5,sehr sicher,-5,sehr sicher,-5,sehr sicher,0,weder/noch,unsicher,-5,sehr sicher,-5,sehr sicher,stark,Sicherheit,avers,-5,sehr sicher,no,no,Linke,no,no,no,no,no
1193,58,m,Hauptschule,ziemlich stark,ziemlich zufrieden,groß,-3,0,left/right,2,-2,-1,1,-3,Party B,yes,3364,-3,0,0,-3,same,yes,left/right,Party A,-2,-1,1,-3,-1,-2,-1,3,Party A,no,yes,-1,-1,-1,-1,all tied,Party B,0,0,0,0,0,Party B,yes,-3,1,1,-3,left/right,Party B,-2,-2,0,0,0,Party A,no,-2,1,,,,,left/right,none,-1,-2,-1,3,-1,-2,-1,3,,,B=precise,Party A,yes,no,groß,2,3,sehr sicher,-1,ziemlich sicher,-3,ziemlich sicher,0,ziemlich sicher,-1,ziemlich sicher,sicher,-3,ziemlich sicher,0,ziemlich sicher,stark,keine Vorlieben,neutral,0,weder/noch,no,yes,Grüne,no,no,no,no,no
1194,31,m,Hauptschule,mittelmäßig,ziemlich zufrieden,sehr groß,-2,1,left/right,2,-2,-1,1,-3,Party B,yes,961,1,3,1,3,new,,both right,Party B,-1,-3,-2,8,-1,-3,-2,8,Party A,yes,no,1,1,1,1,both right,Party A,-1,-1,0,0,0,Party B,no,-2,2,2,-2,left/right,Party B,-2,-2,0,0,0,Party B,yes,-2,1,-2,1,0,5,,Party B,-2,-1,1,-3,-2,-1,1,-3,0,-5,B=internal conflict,Party A,no,no,groß,1,5,sehr sicher,0,sehr sicher,2,sehr sicher,-2,sehr sicher,0,sehr sicher,sicher,-5,sehr sicher,-2,sehr sicher,mittel,Sicherheit,avers,1,sehr sicher,,,,no,no,no,no,no
1195,63,f,Realschule,mittelmäßig,ziemlich zufrieden,groß,-4,3,left/right,2,-2,-5,-3,21,Party A,yes,3969,1,2,2,1,new,,both right,Party A,-3,-4,-1,7,-4,-3,1,-7,Party A,yes,yes,2,2,2,2,both right,Party A,-4,-4,0,0,0,Party A,yes,-4,0,-4,0,left/right,Party A,-2,-2,0,0,0,Party A,yes,-2,1,-2,1,,,left/right,Party B,0,-3,-3,9,0,-3,-3,9,,,B=risky,Party A,yes,no,groß,2,5,sehr sicher,-1,ziemlich sicher,-1,ziemlich sicher,-3,ziemlich sicher,-2,ziemlich sicher,sicher,-2,ziemlich sicher,-2,ziemlich sicher,mittel,Sicherheit,avers,-2,ziemlich sicher,,,SPD,yes,no,no,yes,no
1196,34,f,Hochschulstudium,ziemlich stark,ziemlich zufrieden,groß,2,2,both right,2,-3,-3,0,0,Party A,yes,1156,0,2,2,0,new,,both right,Party A,-1,-3,-2,8,-3,-1,2,-8,Party A,yes,yes,-4,-4,-4,-4,both left,Party A,-3,-3,0,0,0,Party A,yes,-3,1,-3,1,left/right,Party A,-2,-2,0,0,0,Party A,yes,-2,1,-2,1,0,5,,Party B,-1,-2,-1,3,-1,-2,-1,3,-1,-6,B=non-position,Party A,yes,no,groß,2,5,sehr sicher,-1,ziemlich sicher,-2,ziemlich sicher,-1,ziemlich sicher,-1,ziemlich sicher,sicher,-5,sehr sicher,-1,ziemlich sicher,stark,Sicherheit,avers,-1,ziemlich sicher,,,CDU/CSU,yes,no,no,yes,no
1197,61,f,Hauptschule,ziemlich stark,sehr unzufrieden,groß,-1,3,both left,2,-5,-1,4,-24,Party B,yes,3721,-1,3,-1,3,same,no,both left,Party B,-5,-1,4,-24,-5,-1,4,-24,Party B,yes,yes,2,2,2,2,both left,Party B,-2,-2,0,0,0,Party B,yes,,,,,,,,,0,0,0,,,-2,1,-2,1,,,both left,Party B,-6,-3,3,-27,-6,-3,3,-27,,,B=risky,Party B,yes,yes,groß,1,4,ziemlich sicher,-4,ziemlich sicher,-4,ziemlich sicher,-5,ziemlich sicher,4,ziemlich sicher,sicher,-5,ziemlich sicher,-4,ziemlich sicher,stark,keine Vorlieben,neutral,-4,ziemlich sicher,no,no,AfD,no,no,no,yes,no
1198,60,m,Realschule,ziemlich stark,ziemlich zufrieden,groß,-4,0,left/right,2,-3,-1,2,-8,Party B,yes,3600,-4,0,0,-4,same,no,left/right,Party A,-3,-1,2,-8,-1,-3,-2,8,Party B,yes,no,-2,-2,-2,-2,both left,Party A,-1,-1,0,0,0,Party A,yes,-3,1,-3,1,left/right,Party A,-2,-2,0,0,0,Party B,no,-2,1,-2,1,,,left/right,Party B,-1,-2,-1,3,-1,-2,-1,3,,,B=risky,Party B,no,yes,groß,2,5,ziemlich sicher,0,weder/noch,-1,weder/noch,1,weder/noch,-1,sehr sicher,sicher,-3,ziemlich sicher,-1,ziemlich sicher,stark,Sicherheit,avers,-1,ziemlich sicher,no,no,CDU/CSU,no,no,no,no,no
1199,47,f,Realschule,weniger stark,teils/ teils,gering,-2,4,both right,2,-1,-7,-6,48,Party A,yes,2209,0,3,0,3,new,,both right,Party B,-3,-6,-3,27,-3,-6,-3,27,Party A,yes,no,4,4,4,4,both right,Party A,-7,-7,0,0,0,Party A,yes,,,,,,,,,0,0,0,,,-2,1,,,,,both right,none,-1,-4,-3,15,-1,-4,-3,15,,,B=precise,Party A,yes,no,gering,1,3,ziemlich sicher,-3,sehr sicher,-3,ziemlich sicher,-4,sehr sicher,-3,ziemlich sicher,sicher,-4,ziemlich sicher,-4,sehr sicher,gering,manchmal Risiken,affin,-4,ziemlich sicher,,,CDU/CSU,no,no,no,yes,no
1200,60,m,Realschule,mittelmäßig,teils/ teils,groß,1,4,both right,2,-5,-8,-3,39,Party A,yes,3600,1,4,4,1,same,no,both right,Party A,-5,-8,-3,39,-8,-5,3,-39,Party A,yes,yes,0,0,0,0,both right,Party B,-4,-4,0,0,0,Party B,yes,,,,,,,,,0,0,0,,,-2,1,-2,1,0,5,,Party B,-2,-5,-3,21,-2,-5,-3,21,-4,-9,B=internal conflict,Party A,yes,no,groß,1,5,sehr sicher,4,sehr sicher,5,sehr sicher,0,sehr sicher,-4,sehr sicher,sicher,-3,sehr sicher,0,sehr sicher,mittel,manchmal Risiken,affin,2,sehr sicher,no,no,,no,no,no,yes,no
1201,55,m,Realschule,mittelmäßig,ziemlich unzufrieden,sehr groß,-4,4,left/right,2,-3,-5,-2,16,Party A,yes,3025,-4,-4,-4,-4,new,,both left,Party B,-3,-3,0,0,-3,-3,0,0,Party A,yes,no,-1,-1,-1,-1,all tied,Party B,0,0,0,0,0,Party A,no,-3,1,-3,1,left/right,Party A,-2,-2,0,0,0,Party A,yes,-2,1,-2,1,0,5,,Party B,-1,-2,-1,3,-1,-2,-1,3,-1,-6,B=non-position,Party A,yes,no,groß,1,5,sehr sicher,-1,ziemlich sicher,-2,ziemlich sicher,-1,ziemlich sicher,-1,sehr sicher,sicher,-5,sehr sicher,-2,ziemlich sicher,mittel,unbedingte Sicherheit,avers,-2,ziemlich sicher,,,SPD,yes,no,no,yes,no
1202,59,m,Hauptschule,mittelmäßig,teils/ teils,gering,0,2,left/right,2,0,-2,-2,4,Party B,no,3481,-3,3,-3,3,new,,left/right,Party B,-3,-3,0,0,-3,-3,0,0,Party B,yes,yes,-1,-1,-1,-1,both left,Party B,-1,-1,0,0,0,Party B,yes,-2,2,2,-2,left/right,Party B,-2,-2,0,0,0,Party B,yes,-2,1,-2,1,0,5,,Party B,-2,-1,1,-3,-2,-1,1,-3,0,-5,B=non-position,Party B,yes,yes,gering,3,3,ziemlich sicher,1,ziemlich sicher,-3,ziemlich sicher,-1,ziemlich sicher,0,ziemlich sicher,sicher,-4,ziemlich sicher,0,ziemlich sicher,mittel,Sicherheit,avers,-2,ziemlich sicher,,,,no,yes,no,no,yes
1203,66,f,Hauptschule,ziemlich stark,ziemlich unzufrieden,gering,-4,4,left/right,2,-4,-4,0,0,Party A,yes,4356,1,4,1,4,new,,both right,Party B,-1,-4,-3,15,-1,-4,-3,15,Party A,yes,no,0,0,0,0,all tied,Party B,0,0,0,0,0,Party A,no,-2,2,2,-2,left/right,Party B,-2,-2,0,0,0,Party A,no,-2,1,-2,1,,,left/right,Party B,-2,-1,1,-3,-2,-1,1,-3,,,B=risky,Party A,no,no,gering,0,5,sehr sicher,-2,ziemlich unsicher,-1,weder/noch,0,sehr unsicher,0,sehr sicher,sicher,0,weder/noch,-1,sehr sicher,stark,manchmal Risiken,affin,0,ziemlich sicher,,,SPD,yes,no,yes,no,no
1204,47,m,Abitur,ziemlich stark,teils/ teils,groß,-1,3,left/right,2,-3,-1,2,-8,Party B,yes,2209,-1,3,3,-1,same,no,left/right,Party A,-3,-1,2,-8,-1,-3,-2,8,Party B,yes,no,-3,-3,-3,-3,both left,Party A,-5,-5,0,0,0,Party B,no,0,4,0,4,left/right,Party A,-2,-2,0,0,0,Party B,no,-2,1,,,,,both left,none,-4,-1,3,-15,-4,-1,3,-15,,,B=precise,Party B,yes,no,groß,0,5,sehr sicher,2,sehr sicher,0,sehr sicher,-5,sehr sicher,2,ziemlich sicher,sicher,-5,sehr sicher,0,sehr sicher,stark,Sicherheit,avers,2,ziemlich sicher,no,no,CDU/CSU,no,yes,yes,yes,no
1205,33,m,Abitur,mittelmäßig,ziemlich zufrieden,sehr groß,-1,1,left/right,2,0,-2,-2,4,Party A,yes,1089,-1,3,3,-1,new,,left/right,Party A,0,-4,-4,16,-4,0,4,-16,Party A,yes,yes,1,1,1,1,both right,Party A,-2,-2,0,0,0,Party B,no,-3,1,-3,1,left/right,Party A,-2,-2,0,0,0,Party A,yes,-2,1,-2,1,,,left/right,Party B,-1,-2,-1,3,-1,-2,-1,3,,,B=risky,Party A,yes,no,groß,1,5,sehr sicher,1,ziemlich sicher,0,ziemlich sicher,-3,sehr sicher,-1,ziemlich sicher,sicher,-4,ziemlich sicher,-2,ziemlich sicher,mittel,Sicherheit,avers,0,ziemlich sicher,,,CDU/CSU,no,no,no,yes,no
1206,38,f,Abitur,sehr stark,teils/ teils,groß,-4,-2,both left,2,-8,-6,2,-28,Party A,no,1444,-4,-2,-2,-4,same,yes,both left,Party A,-8,-6,2,-28,-6,-8,-2,28,Party B,yes,no,-2,-2,-2,-2,both left,Party A,-6,-6,0,0,0,Party B,no,,,,,,,,,0,0,0,,,-2,1,-2,1,4,0,,Party B,-6,-3,3,-27,-6,-3,3,-27,0,-4,B=internal conflict,Party A,no,no,groß,0,-4,sehr unsicher,1,weder/noch,-1,ziemlich sicher,4,ziemlich sicher,4,ziemlich sicher,sicher,0,weder/noch,4,weder/noch,stark,manchmal Risiken,affin,2,ziemlich sicher,yes,no,CDU/CSU,no,no,no,no,no
1207,20,f,Abitur,ziemlich stark,ziemlich zufrieden,groß,-2,4,both right,2,-1,-7,-6,48,Party A,yes,400,-2,4,-2,4,same,no,both right,Party B,-1,-7,-6,48,-1,-7,-6,48,Party A,yes,no,4,4,4,4,both right,Party B,-7,-7,0,0,0,Party B,yes,,,,,,,,,0,0,0,,,-2,1,-2,1,0,5,,Party B,-1,-4,-3,15,-1,-4,-3,15,-3,-8,B=internal conflict,Party A,yes,no,groß,1,5,sehr sicher,1,weder/noch,-3,ziemlich sicher,-3,ziemlich sicher,-3,sehr sicher,sicher,-5,sehr sicher,-1,weder/noch,stark,Sicherheit,avers,0,ziemlich sicher,no,no,SPD,no,no,no,yes,no
1208,59,m,Realschule,mittelmäßig,teils/ teils,gering,-3,-3,both left,2,-3,-3,0,0,Party B,yes,3481,-3,-3,-3,-3,same,no,both left,Party A,-3,-3,0,0,-3,-3,0,0,Party B,yes,no,-4,-4,-4,-4,both left,Party B,-4,-4,0,0,0,Party B,yes,-2,2,2,-2,left/right,Party B,-2,-2,0,0,0,Party B,yes,-2,1,,,,,left/right,none,-2,-1,1,-3,-2,-1,1,-3,,,B=precise,Party B,yes,no,gering,2,5,sehr sicher,0,sehr sicher,0,sehr sicher,-2,sehr sicher,0,sehr sicher,sicher,-4,sehr sicher,-2,sehr sicher,mittel,Sicherheit,avers,0,sehr sicher,no,no,CDU/CSU,no,yes,no,yes,no
1209,20,f,Realschule,mittelmäßig,teils/ teils,gering,2,3,both right,2,-2,-3,-1,5,Party A,yes,400,1,4,4,1,new,,both right,Party A,-1,-4,-3,15,-4,-1,3,-15,Party A,yes,yes,-2,-2,-2,-2,both left,Party B,-2,-2,0,0,0,Party B,yes,-2,2,2,-2,left/right,Party B,-2,-2,0,0,0,Party A,no,-2,1,-2,1,0,5,,Party B,-2,-1,1,-3,-2,-1,1,-3,0,-5,B=internal conflict,Party A,no,no,gering,1,3,ziemlich sicher,-1,ziemlich sicher,-1,weder/noch,-2,ziemlich sicher,0,sehr sicher,sicher,-5,weder/noch,-2,ziemlich sicher,mittel,keine Vorlieben,neutral,-1,weder/noch,,,,no,no,no,no,no
1210,38,f,Realschule,mittelmäßig,ziemlich zufrieden,sehr groß,0,1,both right,2,-1,-2,-1,3,Party A,yes,1444,-4,-3,-4,-3,new,,both left,Party B,-3,-2,1,-5,-3,-2,1,-5,Party A,no,no,3,3,3,3,both right,Party B,-4,-4,0,0,0,Party A,no,-3,1,-3,1,left/right,Party A,-2,-2,0,0,0,Party A,yes,-2,1,-2,1,,,left/right,Party B,-1,-2,-1,3,-1,-2,-1,3,,,B=risky,Party A,yes,no,groß,1,5,sehr sicher,0,ziemlich sicher,2,ziemlich sicher,-1,ziemlich sicher,-1,ziemlich sicher,sicher,-5,sehr sicher,-1,ziemlich sicher,mittel,Sicherheit,avers,0,weder/noch,,,SPD,yes,no,no,no,no
1211,24,f,Abitur,überhaupt nicht,teils/ teils,groß,-3,1,left/right,2,-3,-1,2,-8,Party B,yes,576,-3,1,-3,1,same,no,left/right,Party B,-3,-1,2,-8,-3,-1,2,-8,Party B,yes,yes,2,2,2,2,both right,Party A,-2,-2,0,0,0,Party B,no,-2,2,-2,2,left/right,Party A,-2,-2,0,0,0,Party B,no,-2,1,,,,,left/right,none,-2,-1,1,-3,-2,-1,1,-3,,,B=precise,Party B,yes,no,groß,0,5,ziemlich sicher,0,sehr sicher,1,sehr sicher,0,sehr sicher,0,ziemlich sicher,sicher,-4,ziemlich sicher,0,sehr sicher,gering,keine Vorlieben,neutral,0,ziemlich sicher,no,no,Grüne,no,yes,no,yes,no
1213,36,f,Hauptschule,ziemlich stark,teils/ teils,groß,0,1,both right,2,-3,-4,-1,7,Party A,yes,1296,0,1,1,0,same,no,both right,Party A,-3,-4,-1,7,-4,-3,1,-7,Party A,yes,yes,-3,-3,-3,-3,all tied,Party A,0,0,0,0,0,Party A,yes,,,,,,,,,0,0,0,,,-2,1,-2,1,0,5,,Party B,-1,-4,-3,15,-1,-4,-3,15,-3,-8,B=non-position,Party A,yes,no,groß,1,5,ziemlich unsicher,-3,sehr unsicher,-2,weder/noch,-2,weder/noch,-3,ziemlich sicher,sicher,-4,sehr sicher,-2,ziemlich sicher,stark,Sicherheit,avers,-2,sehr sicher,no,no,SPD,no,no,no,yes,no
1215,27,f,Abitur,ziemlich stark,sehr unzufrieden,gering,2,3,both right,2,-2,-3,-1,5,Party A,yes,729,-2,2,2,-2,new,,left/right,Party A,-2,-2,0,0,-2,-2,0,0,Party B,yes,no,4,4,4,4,both right,Party A,-4,-4,0,0,0,Party B,no,-2,2,-2,2,left/right,Party A,-2,-2,0,0,0,Party B,no,-2,1,-2,1,0,5,,Party B,-2,-1,1,-3,-2,-1,1,-3,0,-5,B=non-position,Party A,no,no,gering,0,2,ziemlich sicher,-5,ziemlich sicher,-1,ziemlich sicher,-5,sehr sicher,0,sehr sicher,sicher,-5,sehr sicher,-2,ziemlich sicher,stark,manchmal Risiken,affin,-5,sehr sicher,,,,no,no,yes,no,no
1216,64,m,Realschule,ziemlich stark,ziemlich zufrieden,sehr groß,-4,4,left/right,2,-4,-4,0,0,Party A,yes,4096,-4,4,4,-4,same,no,left/right,Party A,-4,-4,0,0,-4,-4,0,0,Party A,yes,yes,-4,-4,-4,-4,both left,Party A,-4,-4,0,0,0,Party B,no,-2,2,-2,2,left/right,Party A,-2,-2,0,0,0,Party A,yes,-2,1,-2,1,,,left/right,Party B,-2,-1,1,-3,-2,-1,1,-3,,,B=risky,Party A,no,no,groß,2,5,sehr sicher,0,sehr sicher,1,ziemlich sicher,-1,ziemlich sicher,0,sehr sicher,sicher,-4,sehr sicher,-2,sehr sicher,stark,Sicherheit,avers,-1,ziemlich sicher,no,no,CDU/CSU,no,no,no,no,no
1218,64,f,Abitur,ziemlich stark,ziemlich zufrieden,groß,-3,-1,left/right,2,-1,-1,0,0,Party A,yes,4096,-4,2,-4,2,new,,left/right,Party B,-2,-4,-2,12,-2,-4,-2,12,Party A,yes,no,-1,-1,-1,-1,both right,Party B,-1,-1,0,0,0,Party A,no,-4,0,0,-4,left/right,Party B,-2,-2,0,0,0,Party A,no,-2,1,-2,1,0,5,,Party B,0,-3,-3,9,0,-3,-3,9,-2,-7,B=internal conflict,Party A,yes,no,groß,0,5,sehr sicher,2,ziemlich sicher,2,ziemlich sicher,-1,ziemlich sicher,-2,ziemlich sicher,sicher,-3,ziemlich sicher,-2,ziemlich sicher,stark,Sicherheit,avers,0,ziemlich sicher,,,SPD,yes,no,yes,yes,no
1219,60,m,Hauptschule,mittelmäßig,ziemlich zufrieden,groß,-4,0,both left,2,-5,-1,4,-24,Party B,yes,3600,-4,0,-4,0,same,no,both left,Party B,-5,-1,4,-24,-5,-1,4,-24,Party B,yes,yes,0,0,0,0,both left,Party B,-1,-1,0,0,0,Party B,yes,-1,3,3,-1,left/right,Party B,-2,-2,0,0,0,Party A,no,-2,1,,,,,left/right,none,-3,0,3,-9,-3,0,3,-9,,,B=precise,Party B,yes,no,groß,1,5,sehr sicher,1,sehr sicher,0,sehr sicher,-2,sehr sicher,1,sehr sicher,sicher,-4,sehr sicher,-1,sehr sicher,mittel,keine Vorlieben,neutral,1,sehr sicher,no,no,CDU/CSU,no,no,no,yes,no
1220,59,f,Hauptschule,ziemlich stark,sehr unzufrieden,gering,-2,4,left/right,2,-2,-4,-2,12,Party B,no,3481,-2,0,0,-2,new,,left/right,Party A,-2,0,2,-4,0,-2,-2,4,Party B,yes,no,1,1,1,1,both right,Party A,-1,-1,0,0,0,Party B,no,-2,2,-2,2,left/right,Party A,-2,-2,0,0,0,Party B,no,-2,1,-2,1,,,left/right,Party B,-2,-1,1,-3,-2,-1,1,-3,,,B=risky,Party B,yes,yes,gering,0,0,ziemlich sicher,0,sehr unsicher,0,sehr unsicher,0,sehr unsicher,0,ziemlich sicher,sicher,0,sehr unsicher,0,sehr unsicher,stark,unbedingte Sicherheit,avers,0,sehr unsicher,,,AfD,no,yes,no,no,no
