i,age,female,education,polinterest,satisdmo,impact,lr_A_1,lr_B_1,types_1,unc_1,ut_A_1,ut_B_1,ut_B_A_1,ut_B_A_sq_1,vote_1,vote_spa_1,age2,lr_A_2,lr_B_2,lr_cer_2,lr_unc_2,positions_2,switch_1_2,types_2,unc_2,ut_A_2,ut_B_2,ut_B_A_2,ut_B_A_sq_2,ut_cer_2,ut_unc_2,ut_unc_cer_2,ut_unc_cer_sq_2,vote_2,vote_spa_2,vote_unc_2,lr_A_3,lr_B_3,lr_cer_3,lr_unc_3,types_3,unc_3,ut_A_3,ut_B_3,ut_B_A_3,ut_B_A_sq_3,ut_unc_cer_3,vote_3,vote_unc_3,lr_A_4,lr_B_4,lr_cer_4,lr_unc_4,types_4,unc_4,ut_A_4,ut_B_4,ut_B_A_4,ut_B_A_sq_4,ut_unc_cer_4,vote_4,vote_unc_4,lr_A_5,lr_B_5,lr_cer_5,lr_unc_5,lr_unc_max_5,lr_unc_min_5,types_5,unc_5,ut_A_5,ut_B_5,ut_B_A_5,ut_B_A_sq_5,ut_cer_5,ut_unc_5,ut_unc_cer_5,ut_unc_cer_sq_5,ut_unc_max_5,ut_unc_min_5,vignette_5,vote_5,vote_spa_5,vote_unc_5,impact_cat,ind_unc,lr_afd,lr_afd_unc,lr_cdu,lr_cdu_unc,lr_fdp,lr_fdp_unc,lr_gre,lr_gre_unc,lr_i,lr_i_unc,lr_i_unc_cat,lr_linke,lr_linke_unc,lr_spd,lr_spd_unc,polinterest_cat,risk,risk_cat,sq,sq_unc,switch_1_2_cer,switch_1_2_unc,vote,vote_straight_A,vote_straight_B,vote_straight_cer,vote_straight_spa,vote_straight_unc
359,54,0,4,4,3,3,-2,3,3,2,-5,0,5,-25,1,1,2916,-2,3,-2,3,1,0,3,1,-5,0,5,-25,-5,0,5,-25,1,1,1,-2,-2,-2,-2,1,1,-5,-5,0,0,0,1,1,,,,,,,,,0,0,0,,,-2,1,-2,1,3,0,,1,-5,-2,3,-21,-5,-2,3,-21,0,-3,3,1,1,1,1,1,5,0,2,0,1,0,-4,0,3,0,0,-5,0,-3,0,2,3,2,0,0,0,0,1,0,0,0,1,0
360,19,1,3,3,2,2,-1,3,3,2,0,-4,-4,16,0,1,361,-1,3,-1,3,1,0,3,1,0,-4,-4,16,0,-4,-4,16,0,1,0,-4,-4,-4,-4,1,1,-3,-3,0,0,0,1,1,-3,1,1,-3,3,1,-2,-2,0,0,0,0,0,-2,1,-2,1,0,5,,1,-1,-2,-1,3,-1,-2,-1,3,-1,-6,4,0,1,0,1,1,5,1,0,1,-3,2,-3,2,-1,2,1,-5,0,-1,1,2,1,0,-1,2,0,0,2,0,0,0,1,0
361,60,1,2,1,2,1,3,4,2,2,-3,-4,-1,7,1,0,3600,3,4,4,3,1,0,2,0,-3,-4,-1,7,-4,-3,1,-7,1,0,0,-1,-1,-1,-1,1,1,-1,-1,0,0,0,1,1,-2,2,2,-2,3,1,-2,-2,0,0,0,0,0,-2,1,-2,1,0,5,,1,-2,-1,1,-3,-2,-1,1,-3,0,-5,3,0,0,0,0,1,4,4,0,2,0,2,-1,4,0,2,1,-2,4,0,2,0,3,2,-1,2,0,0,,0,0,0,0,0
362,49,1,2,2,2,2,-4,0,3,2,-3,-1,2,-8,1,1,2401,-4,0,-4,0,2,,3,1,-3,-1,2,-8,-3,-1,2,-8,0,0,0,-4,-4,-4,-4,1,0,-3,-3,0,0,0,0,1,-3,1,1,-3,3,1,-2,-2,0,0,0,1,1,-2,1,,,,,3,2,-1,-2,-1,3,-1,-2,-1,3,,,1,0,1,0,1,2,5,0,-3,2,0,2,1,2,-1,1,0,-5,0,-1,1,1,3,2,-2,1,,,1,0,0,0,0,0
364,28,0,2,4,0,0,2,2,1,2,-3,-3,0,0,1,1,784,3,4,4,3,2,,1,0,-2,-1,1,-3,-1,-2,-1,3,1,1,0,0,0,0,0,1,0,-5,-5,0,0,0,1,0,,,,,,,,,0,0,0,,,-2,1,-2,1,5,0,,1,-7,-4,3,-33,-7,-4,3,-33,0,-5,4,1,1,1,0,0,1,0,-1,0,-2,1,-4,0,5,0,0,-5,0,-1,0,2,2,1,-2,0,,,,0,0,0,1,0
365,60,1,1,2,3,2,-1,0,3,2,-1,0,1,-1,0,0,3600,-1,0,0,-1,1,0,3,0,-1,0,1,-1,0,-1,-1,1,0,0,1,4,4,4,4,2,1,-4,-4,0,0,0,1,1,-2,2,2,-2,3,1,-2,-2,0,0,0,1,1,-2,1,-2,1,0,5,,1,-2,-1,1,-3,-2,-1,1,-3,0,-5,4,0,0,0,1,3,5,0,0,0,0,1,0,1,0,0,0,-2,3,-1,1,1,3,2,0,0,0,0,1,0,0,0,0,0
366,38,1,3,2,0,0,-2,1,3,2,-1,-2,-1,3,0,1,1444,-3,-1,-3,-1,2,,3,1,-2,0,2,-4,-2,0,2,-4,0,0,0,-2,-2,-2,-2,1,0,-1,-1,0,0,0,0,1,-3,1,-3,1,3,0,-2,-2,0,0,0,0,1,-2,1,,,,,3,2,-1,-2,-1,3,-1,-2,-1,3,,,1,0,1,0,0,2,5,0,-1,3,-1,2,-1,3,-1,1,0,-4,1,-1,3,1,3,2,-1,2,,,,1,0,0,0,0
367,41,1,2,2,3,2,-2,1,3,2,-3,0,3,-9,0,0,1681,4,4,4,4,2,,2,0,-3,-3,0,0,-3,-3,0,0,0,1,1,-2,-2,-2,-2,1,0,-3,-3,0,0,0,1,0,-1,3,-1,3,3,0,-2,-2,0,0,0,0,1,-2,1,-2,1,1,5,,1,-3,0,3,-9,-3,0,3,-9,0,-4,3,0,0,0,1,2,4,1,-1,1,-3,2,-2,1,1,1,0,-1,2,-1,1,1,3,2,-2,2,,,1,0,0,0,0,0
369,23,1,2,4,1,2,-1,0,2,2,-3,-4,-1,7,0,1,529,-1,0,-1,0,1,0,2,1,-3,-4,-1,7,-3,-4,-1,7,0,1,0,-1,-1,-1,-1,2,0,-3,-3,0,0,0,0,1,,,,,,,,,0,0,0,,,-2,1,,,,,2,2,-2,-5,-3,21,-2,-5,-3,21,,,1,0,1,0,1,1,5,0,4,0,-3,1,-3,1,-4,1,0,-4,0,2,1,2,3,2,4,0,0,0,3,0,0,0,1,0
370,55,1,2,3,1,1,1,4,3,2,-1,-2,-1,3,1,0,3025,1,4,4,1,1,0,3,0,-1,-2,-1,3,-2,-1,1,-3,1,0,0,4,4,4,4,2,1,-2,-2,0,0,0,1,1,0,4,4,0,3,1,-2,-2,0,0,0,1,1,-2,1,-2,1,,,1,1,-4,-1,3,-15,-4,-1,3,-15,,,2,0,0,0,0,2,5,0,1,1,-2,1,-5,0,2,0,0,-5,0,-5,0,2,0,0,-2,1,0,0,4,0,0,0,0,0
371,61,0,1,3,1,2,0,4,3,2,0,-4,-4,16,0,1,3721,0,1,1,0,2,,3,0,0,-1,-1,1,-1,0,1,-1,0,1,1,-3,-3,-3,-3,1,1,-3,-3,0,0,0,1,1,-2,2,2,-2,3,1,-2,-2,0,0,0,1,1,-2,1,-2,1,,,3,1,-2,-1,1,-3,-2,-1,1,-3,,,2,0,0,0,1,2,1,1,0,0,0,1,-4,1,0,0,0,-5,1,0,1,2,3,2,-3,0,,,4,0,0,0,0,0
372,62,1,1,2,2,1,-2,3,3,2,-2,-3,-1,5,0,1,3844,2,3,3,2,2,,2,0,-2,-3,-1,5,-3,-2,1,-5,0,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,-2,2,2,-2,3,1,-2,-2,0,0,0,0,0,-2,1,-2,1,0,5,,1,-2,-1,1,-3,-2,-1,1,-3,0,-5,4,1,1,1,0,0,5,0,0,2,0,2,0,2,0,2,1,-5,2,0,2,1,4,2,-1,2,,,3,0,0,0,1,0
373,43,0,4,3,2,2,-2,4,3,2,-2,-4,-2,12,0,1,1849,-2,4,4,-2,1,0,3,0,-2,-4,-2,12,-4,-2,2,-12,0,1,1,4,4,4,4,2,1,-4,-4,0,0,0,1,1,-2,2,-2,2,3,0,-2,-2,0,0,0,0,1,-2,1,,,,,3,2,-2,-1,1,-3,-2,-1,1,-3,,,1,1,1,0,1,2,3,0,-2,0,-1,1,-4,0,0,1,0,-5,0,-2,0,2,2,1,-2,1,0,0,2,0,0,0,1,0
374,48,0,2,4,2,1,-3,-3,1,2,-1,-1,0,0,0,1,2304,2,3,3,2,2,,2,0,-4,-5,-1,9,-5,-4,1,-9,0,1,1,2,2,2,2,2,1,-4,-4,0,0,0,0,0,-4,0,-4,0,3,0,-2,-2,0,0,0,0,1,-2,1,-2,1,0,5,,1,0,-3,-3,9,0,-3,-3,9,-2,-7,4,0,1,0,0,1,5,1,2,1,1,1,-2,1,-2,1,0,-4,1,-1,1,2,2,1,1,1,,,3,1,0,0,1,0
375,63,0,2,2,3,1,2,2,2,2,-1,-1,0,0,1,1,3969,2,2,2,2,1,0,2,1,-1,-1,0,0,-1,-1,0,0,1,1,1,1,1,1,1,4,0,0,0,0,0,0,0,1,-1,3,-1,3,3,0,-2,-2,0,0,0,0,1,-2,1,-2,1,1,5,,1,-3,0,3,-9,-3,0,3,-9,0,-4,3,0,0,0,0,3,5,0,1,1,1,1,-2,1,1,0,0,-2,1,-2,1,1,3,2,0,2,0,0,,0,0,0,0,0
376,46,0,1,2,2,2,-3,4,3,2,-3,-4,-1,7,0,1,2116,-3,4,-3,4,1,0,3,1,-3,-4,-1,7,-3,-4,-1,7,0,1,0,-3,-3,-3,-3,1,1,-3,-3,0,0,0,0,0,-2,2,-2,2,3,0,-2,-2,0,0,0,0,1,-2,1,,,,,3,2,-2,-1,1,-3,-2,-1,1,-3,,,1,0,0,0,1,1,-1,1,-1,1,-1,1,-5,1,0,1,0,-1,1,-1,1,1,1,0,0,1,0,0,3,1,0,0,0,0
377,44,1,2,3,3,2,-2,4,3,2,-1,-5,-4,24,0,1,1936,-2,4,4,-2,1,0,3,0,-1,-5,-4,24,-5,-1,4,-24,0,1,1,1,1,1,1,2,0,-2,-2,0,0,0,1,0,-3,1,-3,1,3,0,-2,-2,0,0,0,0,1,-2,1,,,,,3,2,-1,-2,-1,3,-1,-2,-1,3,,,1,0,1,0,1,1,5,0,-1,1,-2,1,-3,1,-1,1,0,-5,1,-1,1,2,3,2,-1,1,0,0,1,0,0,0,1,0
378,29,0,4,4,3,3,-4,1,3,2,-4,-1,3,-15,1,1,841,-4,1,-4,1,1,0,3,1,-4,-1,3,-15,-4,-1,3,-15,1,1,1,4,4,4,4,2,0,-4,-4,0,0,0,1,0,-2,2,2,-2,3,1,-2,-2,0,0,0,1,1,-2,1,,,,,3,2,-2,-1,1,-3,-2,-1,1,-3,,,1,1,1,0,1,1,5,0,0,0,1,0,-1,0,0,0,0,-5,0,-1,0,2,1,0,-1,0,0,0,1,0,1,0,1,0
379,31,0,3,3,3,2,1,3,3,2,-2,0,2,-4,0,0,961,-4,-4,-4,-4,2,,1,1,-7,-7,0,0,-7,-7,0,0,0,1,0,-3,-3,-3,-3,1,0,-6,-6,0,0,0,1,0,,,,,,,,,0,0,0,,,-2,1,-2,1,3,0,,1,-5,-2,3,-21,-5,-2,3,-21,0,-3,3,0,0,0,1,0,2,1,3,1,2,1,2,1,3,1,0,3,1,3,1,2,2,1,2,1,,,4,0,0,0,0,0
380,39,0,1,3,3,2,-3,0,3,2,-2,-1,1,-3,1,1,1521,-2,2,2,-2,2,,3,0,-1,-3,-2,8,-3,-1,2,-8,1,0,0,2,2,2,2,2,0,-3,-3,0,0,0,0,1,-3,1,-3,1,3,0,-2,-2,0,0,0,0,1,-2,1,-2,1,0,5,,1,-1,-2,-1,3,-1,-2,-1,3,-1,-6,3,1,0,1,1,3,5,1,-2,2,-2,1,-3,2,-1,2,1,-3,1,-2,2,2,2,1,-1,2,,,3,0,0,0,0,0
381,40,0,4,4,3,3,-3,1,3,2,-2,-2,0,0,1,1,1600,-2,0,-2,0,2,,3,1,-1,-1,0,0,-1,-1,0,0,1,1,1,3,3,3,3,2,1,-4,-4,0,0,0,0,0,-3,1,1,-3,3,1,-2,-2,0,0,0,1,1,-2,1,-2,1,0,5,,1,-1,-2,-1,3,-1,-2,-1,3,-1,-6,4,0,1,0,1,2,4,0,3,1,1,1,-1,1,-1,1,0,-4,0,-2,1,2,3,2,0,1,,,3,0,0,0,1,0
382,54,1,1,3,4,2,-1,0,3,2,-1,0,1,-1,1,1,2916,-3,0,0,-3,2,,3,0,-3,0,3,-9,0,-3,-3,9,1,1,0,2,2,2,2,2,0,-2,-2,0,0,0,0,1,-2,2,-2,2,3,0,-2,-2,0,0,0,0,1,-2,1,-2,1,0,5,,1,-2,-1,1,-3,-2,-1,1,-3,0,-5,3,0,0,0,1,2,4,1,0,0,1,2,-2,1,0,1,0,-5,1,-1,1,2,3,2,-2,2,,,1,0,0,0,0,0
383,46,1,4,2,3,1,-3,0,1,2,-6,-3,3,-27,1,1,2116,-2,2,-2,2,2,,1,1,-5,-1,4,-24,-5,-1,4,-24,1,1,1,-2,-2,-2,-2,1,0,-5,-5,0,0,0,1,0,,,,,,,,,0,0,0,,,-2,1,-2,1,3,0,,1,-5,-2,3,-21,-5,-2,3,-21,0,-3,3,1,1,1,0,0,-5,0,3,1,1,1,0,2,3,1,0,-5,1,0,1,1,3,2,3,1,,,1,0,0,0,1,0
384,37,0,1,2,1,1,-2,4,1,2,-7,-1,6,-48,0,0,1369,-2,4,4,-2,1,0,1,0,-7,-1,6,-48,-1,-7,-6,48,0,0,1,-2,-2,-2,-2,1,1,-7,-7,0,0,0,0,0,,,,,,,,,0,0,0,,,-2,1,-2,1,,,1,1,-7,-4,3,-33,-7,-4,3,-33,,,2,0,0,0,0,1,-5,0,5,0,1,1,5,0,5,2,1,-5,0,5,0,1,1,0,5,1,0,0,6,0,0,0,0,0
385,54,0,4,2,3,1,0,3,3,2,-1,-2,-1,3,0,1,2916,0,3,3,0,1,1,3,0,-1,-2,-1,3,-2,-1,1,-3,1,0,0,4,4,4,4,2,1,-3,-3,0,0,0,1,1,-1,3,-1,3,3,0,-2,-2,0,0,0,1,0,-2,1,-2,1,1,5,,1,-3,0,3,-9,-3,0,3,-9,0,-4,4,1,1,1,0,1,3,0,0,0,1,0,0,0,1,0,0,-5,0,-2,0,1,1,0,-1,0,1,0,1,0,0,0,0,0
386,61,0,2,3,3,2,-1,2,3,2,-1,-2,-1,3,1,0,3721,-1,1,-1,1,2,,3,1,-1,-1,0,0,-1,-1,0,0,1,1,1,-1,-1,-1,-1,1,1,-1,-1,0,0,0,0,0,-2,2,2,-2,3,1,-2,-2,0,0,0,1,1,-2,1,-2,1,,,3,1,-2,-1,1,-3,-2,-1,1,-3,,,2,1,1,1,1,2,5,0,0,0,-2,1,-2,1,0,0,0,-4,0,-1,1,2,1,0,0,1,,,1,0,0,0,0,0
388,30,0,0,3,3,2,-4,-1,1,2,-5,-2,3,-21,0,0,900,-3,-1,-3,-1,2,,1,1,-4,-2,2,-12,-4,-2,2,-12,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,1,-1,3,3,-1,3,1,-2,-2,0,0,0,0,0,-2,1,,,,,3,2,-3,0,3,-9,-3,0,3,-9,,,1,0,0,0,1,1,2,2,0,1,2,1,2,0,1,0,0,2,1,2,2,2,2,1,2,1,,,1,1,0,0,0,0
389,69,0,2,4,3,1,0,1,3,2,0,-1,-1,1,1,0,4761,-1,1,1,-1,2,,3,0,-1,-1,0,0,-1,-1,0,0,1,1,0,-4,-4,-4,-4,1,0,-4,-4,0,0,0,0,1,-2,2,-2,2,3,0,-2,-2,0,0,0,1,0,-2,1,-2,1,0,5,,1,-2,-1,1,-3,-2,-1,1,-3,0,-5,3,1,1,1,0,1,5,0,0,0,-1,1,0,1,0,0,0,-5,0,-2,0,2,1,0,0,1,,,1,0,0,0,0,0
390,34,0,4,2,2,1,-4,2,3,2,-1,-5,-4,24,0,1,1156,-4,2,2,-4,1,0,3,0,-1,-5,-4,24,-5,-1,4,-24,0,1,1,-3,-3,-3,-3,4,0,0,0,0,0,0,0,1,,,,,,,,,0,0,0,,,-2,1,-2,1,0,5,,1,-1,-4,-3,15,-1,-4,-3,15,-3,-8,3,0,1,0,0,1,4,0,-1,1,-3,1,-4,1,-3,2,1,-2,1,-2,1,1,1,0,-3,1,0,0,3,0,0,0,1,0
392,40,1,2,2,3,2,2,2,2,2,-2,-2,0,0,1,1,1600,2,2,2,2,1,0,2,1,-2,-2,0,0,-2,-2,0,0,1,1,1,1,1,1,1,2,1,-1,-1,0,0,0,1,1,-2,2,-2,2,3,0,-2,-2,0,0,0,1,0,-2,1,,,,,3,2,-2,-1,1,-3,-2,-1,1,-3,,,1,1,1,0,1,2,3,1,-1,1,0,1,-2,1,0,1,0,-5,1,-1,1,1,3,2,-1,1,0,0,1,0,1,0,1,0
393,63,1,1,2,4,0,-3,1,3,2,-2,-2,0,0,1,1,3969,-4,0,0,-4,2,,3,0,-3,-1,2,-8,-1,-3,-2,8,1,1,0,3,3,3,3,2,1,-4,-4,0,0,0,1,1,-3,1,1,-3,3,1,-2,-2,0,0,0,1,1,-2,1,-2,1,0,5,,1,-1,-2,-1,3,-1,-2,-1,3,-1,-6,4,1,0,1,0,3,5,0,-1,1,-1,1,-3,1,-1,0,0,-5,1,-3,1,1,2,1,-1,1,,,1,0,1,0,0,0
394,43,1,2,1,3,1,-2,-1,1,2,-2,-1,1,-3,0,0,1849,-2,-1,-2,-1,1,0,1,1,-2,-1,1,-3,-2,-1,1,-3,0,0,0,-4,-4,-4,-4,1,0,-4,-4,0,0,0,0,1,-2,2,-2,2,3,0,-2,-2,0,0,0,0,1,-2,1,-2,1,,,3,1,-2,-1,1,-3,-2,-1,1,-3,,,2,0,0,0,0,2,5,0,-1,2,0,2,0,2,0,1,0,-4,1,0,2,0,3,2,0,2,0,0,6,1,0,0,0,0
395,20,1,3,2,2,2,0,4,2,2,-2,-6,-4,32,0,1,400,1,4,1,4,2,,2,1,-3,-6,-3,27,-3,-6,-3,27,0,1,0,4,4,4,4,2,0,-6,-6,0,0,0,0,1,-4,0,0,-4,3,1,-2,-2,0,0,0,1,1,-2,1,-2,1,,,3,1,0,-3,-3,9,0,-3,-3,9,,,2,0,1,0,1,2,5,0,2,1,2,1,-2,1,-2,0,0,-4,1,0,1,1,4,2,2,1,,,3,0,0,0,1,0
396,58,0,3,2,2,1,-4,1,3,2,-2,-3,-1,5,0,1,3364,-4,1,-4,1,1,1,3,1,-2,-3,-1,5,-2,-3,-1,5,1,0,1,2,2,2,2,2,1,-4,-4,0,0,0,0,0,-4,0,-4,0,3,0,-2,-2,0,0,0,1,0,-2,1,-2,1,,,3,1,0,-3,-3,9,0,-3,-3,9,,,2,0,1,0,0,1,5,0,2,1,0,1,-2,2,-2,1,0,-4,2,-3,1,1,3,2,-2,2,0,1,3,0,0,0,0,0
397,44,0,2,4,0,3,-3,4,2,2,-2,-9,-7,77,0,1,1936,-3,4,4,-3,1,0,2,0,-2,-9,-7,77,-9,-2,7,-77,0,1,1,-1,-1,-1,-1,2,1,-4,-4,0,0,0,0,0,,,,,,,,,0,0,0,,,-2,1,-2,1,0,5,,1,-3,-6,-3,27,-3,-6,-3,27,-5,-10,4,0,1,0,1,0,5,0,5,0,1,0,-3,0,-5,0,0,-5,0,0,0,2,3,2,2,0,0,0,5,0,0,0,1,0
400,41,0,3,2,2,2,1,4,2,2,-2,-5,-3,21,1,0,1681,1,4,1,4,1,0,2,1,-2,-5,-3,21,-2,-5,-3,21,1,0,1,-4,-4,-4,-4,1,0,-3,-3,0,0,0,0,1,-3,1,1,-3,3,1,-2,-2,0,0,0,1,1,-2,1,-2,1,,,3,1,-1,-2,-1,3,-1,-2,-1,3,,,2,0,1,0,1,3,-1,1,-1,1,-1,1,-1,1,-1,1,0,-2,1,-2,1,1,1,0,1,1,0,0,3,0,0,0,0,0
401,48,1,2,2,0,0,-4,3,1,2,-8,-1,7,-63,1,1,2304,-4,3,-4,3,1,0,1,1,-8,-1,7,-63,-8,-1,7,-63,1,1,1,2,2,2,2,1,1,-2,-2,0,0,0,1,1,,,,,,,,,0,0,0,,,-2,1,-2,1,4,0,,1,-6,-3,3,-27,-6,-3,3,-27,0,-4,3,1,1,1,0,1,2,0,-2,0,-3,0,-3,0,4,0,0,-5,0,-3,0,1,3,2,-2,1,0,0,,0,0,0,1,0
402,53,0,3,2,2,1,-2,-1,1,2,-2,-1,1,-3,1,1,2809,-3,-3,-3,-3,2,,1,0,-3,-3,0,0,-3,-3,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,-2,2,2,-2,3,1,-2,-2,0,0,0,0,0,-2,1,-2,1,0,5,,1,-2,-1,1,-3,-2,-1,1,-3,0,-5,4,1,1,1,0,0,1,1,-3,2,-1,2,-5,1,0,1,0,-5,1,-1,2,1,2,1,-2,1,,,,0,0,0,1,0
407,64,0,1,3,4,3,0,0,2,2,-3,-3,0,0,0,1,4096,3,4,4,3,2,,2,0,-6,-7,-1,13,-7,-6,1,-13,1,0,0,4,4,4,4,2,0,-7,-7,0,0,0,0,1,,,,,,,,,0,0,0,,,-2,1,-2,1,0,5,,1,-1,-4,-3,15,-1,-4,-3,15,-3,-8,3,0,1,0,1,1,5,0,1,0,1,0,-3,0,-3,0,0,-5,0,-2,0,2,3,2,1,0,,,3,0,0,0,0,0
408,20,0,2,2,3,2,-3,-3,1,2,-3,-3,0,0,1,1,400,-3,-3,-3,-3,1,1,1,1,-3,-3,0,0,-3,-3,0,0,0,1,0,-3,-3,-3,-3,1,1,-3,-3,0,0,0,1,1,-2,2,2,-2,3,1,-2,-2,0,0,0,0,0,-2,1,,,,,3,2,-2,-1,1,-3,-2,-1,1,-3,,,1,0,0,0,1,1,5,1,1,2,0,1,0,1,0,1,0,-5,1,-2,1,1,1,0,1,1,1,0,2,0,0,0,0,0
409,47,1,2,2,2,2,-1,4,3,2,-1,-4,-3,15,0,1,2209,-4,-1,-1,-4,2,,1,0,-4,-1,3,-15,-1,-4,-3,15,1,1,0,-2,-2,-2,-2,1,1,-2,-2,0,0,0,0,0,-2,2,-2,2,3,0,-2,-2,0,0,0,1,0,-2,1,-2,1,0,5,,1,-2,-1,1,-3,-2,-1,1,-3,0,-5,4,0,0,0,1,0,-5,4,1,1,2,2,-2,4,0,1,0,-5,1,0,1,1,3,2,1,2,,,1,0,0,1,0,0
410,67,0,3,3,2,2,-2,-1,2,2,-1,-2,-1,3,0,1,4489,-2,-1,-1,-2,1,0,2,0,-1,-2,-1,3,-2,-1,1,-3,0,1,1,1,1,1,1,2,1,-4,-4,0,0,0,0,0,,,,,,,,,0,0,0,,,-2,1,-2,1,0,5,,1,-1,-4,-3,15,-1,-4,-3,15,-3,-8,3,0,1,0,1,0,5,4,-4,1,0,4,-1,2,-3,1,0,-4,1,-3,1,2,1,0,-3,1,0,0,5,0,0,0,1,0
413,50,1,3,4,3,2,-4,2,3,2,0,-6,-6,36,0,1,2500,-3,1,1,-3,2,,2,0,-1,-5,-4,24,-5,-1,4,-24,0,1,1,3,3,3,3,2,1,-7,-7,0,0,0,0,0,,,,,,,,,0,0,0,,,-2,1,-2,1,0,5,,1,-2,-5,-3,21,-2,-5,-3,21,-4,-9,4,0,1,0,1,0,4,2,1,2,-1,2,-2,1,-4,0,0,-4,2,-1,2,2,1,0,-1,2,,,3,0,0,0,1,0
414,63,0,2,3,4,3,-2,2,3,2,0,-4,-4,16,0,1,3969,-2,2,-2,2,1,0,3,1,0,-4,-4,16,0,-4,-4,16,0,1,0,-1,-1,-1,-1,2,0,-1,-1,0,0,0,1,0,-4,0,0,-4,3,1,-2,-2,0,0,0,0,0,-2,1,-2,1,,,3,1,0,-3,-3,9,0,-3,-3,9,,,2,0,1,0,1,0,5,0,2,1,1,0,-2,0,-2,1,0,-4,0,-1,0,2,3,2,-1,0,0,0,3,0,0,1,1,0
415,60,0,3,4,0,2,-4,2,3,2,-5,-1,4,-24,1,1,3600,-2,0,-2,0,2,,1,1,-3,-1,2,-8,-3,-1,2,-8,1,1,1,-3,-3,-3,-3,1,1,-4,-4,0,0,0,0,0,-1,3,-1,3,3,0,-2,-2,0,0,0,1,0,-2,1,,,,,3,2,-3,0,3,-9,-3,0,3,-9,,,1,1,1,0,1,0,1,0,-2,0,-2,0,-4,0,1,0,0,-5,0,-4,0,2,3,2,-3,0,,,4,0,0,0,1,0
416,29,0,2,4,0,0,-3,4,1,2,-8,-1,7,-63,1,1,841,-3,4,4,-3,1,0,1,0,-8,-1,7,-63,-1,-8,-7,63,1,1,0,2,2,2,2,1,0,-3,-3,0,0,0,0,1,,,,,,,,,0,0,0,,,-2,1,-2,1,5,0,,1,-7,-4,3,-33,-7,-4,3,-33,0,-5,3,1,1,1,0,1,1,0,-3,0,-3,0,-5,0,5,0,0,-5,0,-4,0,2,3,2,-4,0,0,0,4,0,0,0,1,0
419,34,0,2,2,2,1,-1,1,2,2,-1,-3,-2,8,0,1,1156,3,4,3,4,2,,2,1,-5,-6,-1,11,-5,-6,-1,11,0,1,0,-2,-2,-2,-2,4,0,0,0,0,0,0,0,1,-4,0,0,-4,3,1,-2,-2,0,0,0,0,0,-2,1,-2,1,0,5,,1,0,-3,-3,9,0,-3,-3,9,-2,-7,4,0,1,0,0,1,5,0,2,1,-2,1,-1,3,-2,1,0,-5,0,-1,1,1,1,0,1,1,,,5,1,0,0,1,0
420,50,0,1,2,2,2,1,2,2,2,-1,-2,-1,3,0,1,2500,-4,-1,-4,-1,2,,1,1,-4,-1,3,-15,-4,-1,3,-15,1,1,1,-1,-1,-1,-1,1,0,-1,-1,0,0,0,1,0,-2,2,2,-2,3,1,-2,-2,0,0,0,1,1,-2,1,-2,1,0,5,,1,-2,-1,1,-3,-2,-1,1,-3,0,-5,3,0,0,0,1,1,-4,2,1,1,-1,2,5,0,0,1,0,-2,2,1,1,1,1,0,1,1,,,3,0,0,0,0,0
421,46,0,4,4,0,2,-1,4,3,2,-1,-4,-3,15,0,1,2116,-1,4,-1,4,1,0,3,1,-1,-4,-3,15,-1,-4,-3,15,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,-2,2,-2,2,3,0,-2,-2,0,0,0,1,0,-2,1,-2,1,0,5,,1,-2,-1,1,-3,-2,-1,1,-3,0,-5,3,1,1,1,1,1,2,1,-2,1,-1,1,-5,1,0,0,0,-4,1,-4,1,2,1,0,-3,1,0,0,4,0,0,0,1,0
422,34,0,4,2,2,1,-4,3,3,2,-4,-3,1,-7,0,0,1156,-4,3,3,-4,1,0,3,0,-4,-3,1,-7,-3,-4,-1,7,0,0,1,1,1,1,1,2,1,-1,-1,0,0,0,0,0,-2,2,-2,2,3,0,-2,-2,0,0,0,0,1,-2,1,,,,,3,2,-2,-1,1,-3,-2,-1,1,-3,,,1,0,0,0,0,2,1,2,0,2,1,2,1,2,0,2,1,1,2,0,2,1,2,1,0,2,0,0,3,1,0,0,0,0
423,43,0,2,1,2,1,-3,4,3,2,-3,-4,-1,7,0,1,1849,-3,4,4,-3,1,0,3,0,-3,-4,-1,7,-4,-3,1,-7,0,1,1,4,4,4,4,2,1,-4,-4,0,0,0,0,0,-2,2,-2,2,3,0,-2,-2,0,0,0,0,1,-2,1,-2,1,,,3,1,-2,-1,1,-3,-2,-1,1,-3,,,2,0,0,0,0,1,4,0,-2,1,-1,4,-2,4,0,1,0,-4,1,0,2,0,3,2,-2,2,0,0,1,1,0,0,0,0
