i,j,age,age2,education,female,impact,ind_unc,j_,lr_i,lr_i_unc,lr_ij,lr_ij_unc,lr_j,lr_j_unc,polinterest,risk,satisdmo,sq,sq_unc,ut_ij,ut_j,vote,vote_ij
1264,2,44,1936,1,1,1,1,SPD,-5,0,-1,1,-1.3013183,1.1161331,4,1,1,-2,2,-4,-3.6986818,5,0
1264,3,44,1936,1,1,1,1,Grüne,-5,0,0,1,-1.7564344,1.165725,4,1,1,-2,2,-5,-3.2435656,5,0
1264,4,44,1936,1,1,1,1,AfD,-5,0,3,1,3.1958568,.6836158,4,1,1,-2,2,-8,-8.195857,5,0
1264,5,44,1936,1,1,1,1,Linke,-5,0,-3,1,-3.566855,.7859385,4,1,1,-2,2,-2,-1.433145,5,1
1264,6,44,1936,1,1,1,1,FDP,-5,0,-2,1,-.28876334,1.2912743,4,1,1,-2,2,-3,-4.7112365,5,0
1265,1,34,1156,4,1,2,0,CDU/CSU,-3,1,5,1,-.017576899,1.1010672,3,3,2,3,1,-8,-2.9824231,6,0
1265,2,34,1156,4,1,2,0,SPD,-3,1,-1,1,-1.3013183,1.1161331,3,3,2,3,1,-2,-1.6986817,6,0
1265,3,34,1156,4,1,2,0,Grüne,-3,1,-2,1,-1.7564344,1.165725,3,3,2,3,1,-1,-1.2435656,6,0
1265,4,34,1156,4,1,2,0,AfD,-3,1,5,0,3.1958568,.6836158,3,3,2,3,1,-8,-6.195857,6,0
1265,5,34,1156,4,1,2,0,Linke,-3,1,-5,0,-3.566855,.7859385,3,3,2,3,1,-2,-.56685495,6,0
1265,6,34,1156,4,1,2,0,FDP,-3,1,0,1,-.28876334,1.2912743,3,3,2,3,1,-3,-2.7112367,6,1
1267,1,55,3025,1,0,1,1,CDU/CSU,0,1,5,1,-.017576899,1.1010672,3,2,2,-3,2,-5,-.017576899,2,0
1267,2,55,3025,1,0,1,1,SPD,0,1,0,1,-1.3013183,1.1161331,3,2,2,-3,2,0,-1.3013183,2,1
1267,3,55,3025,1,0,1,1,Grüne,0,1,4,1,-1.7564344,1.165725,3,2,2,-3,2,-4,-1.7564344,2,0
1267,4,55,3025,1,0,1,1,AfD,0,1,5,1,3.1958568,.6836158,3,2,2,-3,2,-5,-3.1958568,2,0
1267,5,55,3025,1,0,1,1,Linke,0,1,-5,1,-3.566855,.7859385,3,2,2,-3,2,-5,-3.566855,2,0
1267,6,55,3025,1,0,1,1,FDP,0,1,1,1,-.28876334,1.2912743,3,2,2,-3,2,-1,-.28876334,2,0
1268,1,54,2916,2,0,1,0,CDU/CSU,-1,0,0,0,-.017576899,1.1010672,2,3,3,-1,0,-1,-.98242313,1,1
1268,2,54,2916,2,0,1,0,SPD,-1,0,-2,0,-1.3013183,1.1161331,2,3,3,-1,0,-1,-.30131829,1,0
1268,3,54,2916,2,0,1,0,Grüne,-1,0,0,0,-1.7564344,1.165725,2,3,3,-1,0,-1,-.75643444,1,0
1268,4,54,2916,2,0,1,0,AfD,-1,0,5,0,3.1958568,.6836158,2,3,3,-1,0,-6,-4.195857,1,0
1268,5,54,2916,2,0,1,0,Linke,-1,0,-4,0,-3.566855,.7859385,2,3,3,-1,0,-3,-2.566855,1,0
1268,6,54,2916,2,0,1,0,FDP,-1,0,0,0,-.28876334,1.2912743,2,3,3,-1,0,-1,-.71123666,1,0
1270,1,33,1089,3,1,2,0,CDU/CSU,-3,1,1,0,-.017576899,1.1010672,3,1,3,1,1,-4,-2.9824231,3,0
1270,2,33,1089,3,1,2,0,SPD,-3,1,0,0,-1.3013183,1.1161331,3,1,3,1,1,-3,-1.6986817,3,0
1270,3,33,1089,3,1,2,0,Grüne,-3,1,-2,0,-1.7564344,1.165725,3,1,3,1,1,-1,-1.2435656,3,1
1270,4,33,1089,3,1,2,0,AfD,-3,1,5,0,3.1958568,.6836158,3,1,3,1,1,-8,-6.195857,3,0
1270,5,33,1089,3,1,2,0,Linke,-3,1,-5,0,-3.566855,.7859385,3,1,3,1,1,-2,-.56685495,3,0
1270,6,33,1089,3,1,2,0,FDP,-3,1,3,0,-.28876334,1.2912743,3,1,3,1,1,-6,-2.7112367,3,0
1271,1,70,4900,1,1,1,0,CDU/CSU,0,1,0,1,-.017576899,1.1010672,2,1,3,0,1,0,-.017576899,3,0
1271,2,70,4900,1,1,1,0,SPD,0,1,0,1,-1.3013183,1.1161331,2,1,3,0,1,0,-1.3013183,3,0
1271,3,70,4900,1,1,1,0,Grüne,0,1,0,1,-1.7564344,1.165725,2,1,3,0,1,0,-1.7564344,3,1
1271,4,70,4900,1,1,1,0,AfD,0,1,4,0,3.1958568,.6836158,2,1,3,0,1,-4,-3.1958568,3,0
1271,5,70,4900,1,1,1,0,Linke,0,1,-3,1,-3.566855,.7859385,2,1,3,0,1,-3,-3.566855,3,0
1271,6,70,4900,1,1,1,0,FDP,0,1,-1,2,-.28876334,1.2912743,2,1,3,0,1,-1,-.28876334,3,0
1272,1,39,1521,2,1,1,1,CDU/CSU,-1,0,-1,1,-.017576899,1.1010672,2,2,2,-1,1,0,-.98242313,1,1
1272,2,39,1521,2,1,1,1,SPD,-1,0,-1,1,-1.3013183,1.1161331,2,2,2,-1,1,0,-.30131829,1,0
1272,3,39,1521,2,1,1,1,Grüne,-1,0,-1,1,-1.7564344,1.165725,2,2,2,-1,1,0,-.75643444,1,0
1272,4,39,1521,2,1,1,1,AfD,-1,0,5,0,3.1958568,.6836158,2,2,2,-1,1,-6,-4.195857,1,0
1272,5,39,1521,2,1,1,1,Linke,-1,0,-4,1,-3.566855,.7859385,2,2,2,-1,1,-3,-2.566855,1,0
1272,6,39,1521,2,1,1,1,FDP,-1,0,-1,1,-.28876334,1.2912743,2,2,2,-1,1,0,-.71123666,1,0
1273,1,60,3600,2,0,1,0,CDU/CSU,0,2,0,2,-.017576899,1.1010672,2,2,2,0,2,0,-.017576899,1,1
1273,2,60,3600,2,0,1,0,SPD,0,2,0,2,-1.3013183,1.1161331,2,2,2,0,2,0,-1.3013183,1,0
1273,3,60,3600,2,0,1,0,Grüne,0,2,0,2,-1.7564344,1.165725,2,2,2,0,2,0,-1.7564344,1,0
1273,4,60,3600,2,0,1,0,AfD,0,2,0,2,3.1958568,.6836158,2,2,2,0,2,0,-3.1958568,1,0
1273,5,60,3600,2,0,1,0,Linke,0,2,0,2,-3.566855,.7859385,2,2,2,0,2,0,-3.566855,1,0
1273,6,60,3600,2,0,1,0,FDP,0,2,0,2,-.28876334,1.2912743,2,2,2,0,2,0,-.28876334,1,0
1276,1,21,441,3,1,2,2,CDU/CSU,1,0,2,1,-.017576899,1.1010672,3,2,4,1,1,-1,-1.0175769,3,0
1276,2,21,441,3,1,2,2,SPD,1,0,-1,2,-1.3013183,1.1161331,3,2,4,1,1,-2,-2.3013182,3,0
1276,3,21,441,3,1,2,2,Grüne,1,0,-1,2,-1.7564344,1.165725,3,2,4,1,1,-2,-2.7564344,3,1
1276,4,21,441,3,1,2,2,AfD,1,0,4,0,3.1958568,.6836158,3,2,4,1,1,-3,-2.1958568,3,0
1276,5,21,441,3,1,2,2,Linke,1,0,-5,0,-3.566855,.7859385,3,2,4,1,1,-6,-4.566855,3,0
1276,6,21,441,3,1,2,2,FDP,1,0,2,2,-.28876334,1.2912743,3,2,4,1,1,-1,-1.2887633,3,0
1278,1,58,3364,3,1,2,1,CDU/CSU,3,2,3,1,-.017576899,1.1010672,3,1,2,0,0,0,-3.0175769,1,1
1278,2,58,3364,3,1,2,1,SPD,3,2,0,1,-1.3013183,1.1161331,3,1,2,0,0,-3,-4.3013182,1,0
1278,3,58,3364,3,1,2,1,Grüne,3,2,-4,0,-1.7564344,1.165725,3,1,2,0,0,-7,-4.7564344,1,0
1278,4,58,3364,3,1,2,1,AfD,3,2,5,0,3.1958568,.6836158,3,1,2,0,0,-2,-.19585681,1,0
1278,5,58,3364,3,1,2,1,Linke,3,2,-5,0,-3.566855,.7859385,3,1,2,0,0,-8,-6.566855,1,0
1278,6,58,3364,3,1,2,1,FDP,3,2,2,1,-.28876334,1.2912743,3,1,2,0,0,-1,-3.2887633,1,0
1280,1,36,1296,2,1,0,2,CDU/CSU,0,0,-5,0,-.017576899,1.1010672,4,2,0,-5,0,-5,-.017576899,6,0
1280,2,36,1296,2,1,0,2,SPD,0,0,-5,0,-1.3013183,1.1161331,4,2,0,-5,0,-5,-1.3013183,6,0
1280,3,36,1296,2,1,0,2,Grüne,0,0,-5,0,-1.7564344,1.165725,4,2,0,-5,0,-5,-1.7564344,6,0
1280,4,36,1296,2,1,0,2,AfD,0,0,5,0,3.1958568,.6836158,4,2,0,-5,0,-5,-3.1958568,6,0
1280,5,36,1296,2,1,0,2,Linke,0,0,-5,0,-3.566855,.7859385,4,2,0,-5,0,-5,-3.566855,6,0
1280,6,36,1296,2,1,0,2,FDP,0,0,0,0,-.28876334,1.2912743,4,2,0,-5,0,0,-.28876334,6,1
1282,1,34,1156,2,1,1,1,CDU/CSU,0,0,0,0,-.017576899,1.1010672,2,4,3,0,0,0,-.017576899,1,1
1282,2,34,1156,2,1,1,1,SPD,0,0,0,2,-1.3013183,1.1161331,2,4,3,0,0,0,-1.3013183,1,0
1282,3,34,1156,2,1,1,1,Grüne,0,0,0,4,-1.7564344,1.165725,2,4,3,0,0,0,-1.7564344,1,0
1282,4,34,1156,2,1,1,1,AfD,0,0,5,0,3.1958568,.6836158,2,4,3,0,0,-5,-3.1958568,1,0
1282,5,34,1156,2,1,1,1,Linke,0,0,-5,0,-3.566855,.7859385,2,4,3,0,0,-5,-3.566855,1,0
1282,6,34,1156,2,1,1,1,FDP,0,0,0,1,-.28876334,1.2912743,2,4,3,0,0,0,-.28876334,1,0
1283,1,44,1936,2,1,1,0,CDU/CSU,0,2,2,2,-.017576899,1.1010672,1,1,1,-1,2,-2,-.017576899,5,0
1283,2,44,1936,2,1,1,0,SPD,0,2,-2,2,-1.3013183,1.1161331,1,1,1,-1,2,-2,-1.3013183,5,0
1283,3,44,1936,2,1,1,0,Grüne,0,2,1,2,-1.7564344,1.165725,1,1,1,-1,2,-1,-1.7564344,5,0
1283,4,44,1936,2,1,1,0,AfD,0,2,0,3,3.1958568,.6836158,1,1,1,-1,2,0,-3.1958568,5,0
1283,5,44,1936,2,1,1,0,Linke,0,2,1,2,-3.566855,.7859385,1,1,1,-1,2,-1,-3.566855,5,1
1283,6,44,1936,2,1,1,0,FDP,0,2,0,2,-.28876334,1.2912743,1,1,1,-1,2,0,-.28876334,5,0
1285,1,33,1089,2,1,2,2,CDU/CSU,0,1,0,2,-.017576899,1.1010672,2,1,2,0,1,0,-.017576899,2,0
1285,2,33,1089,2,1,2,2,SPD,0,1,0,1,-1.3013183,1.1161331,2,1,2,0,1,0,-1.3013183,2,1
1285,3,33,1089,2,1,2,2,Grüne,0,1,0,1,-1.7564344,1.165725,2,1,2,0,1,0,-1.7564344,2,0
1285,4,33,1089,2,1,2,2,AfD,0,1,-1,1,3.1958568,.6836158,2,1,2,0,1,-1,-3.1958568,2,0
1285,5,33,1089,2,1,2,2,Linke,0,1,-1,1,-3.566855,.7859385,2,1,2,0,1,-1,-3.566855,2,0
1285,6,33,1089,2,1,2,2,FDP,0,1,0,1,-.28876334,1.2912743,2,1,2,0,1,0,-.28876334,2,0
1286,1,33,1089,4,1,1,3,CDU/CSU,1,2,2,2,-.017576899,1.1010672,3,3,3,0,2,-1,-1.0175769,1,1
1286,2,33,1089,4,1,1,3,SPD,1,2,-3,2,-1.3013183,1.1161331,3,3,3,0,2,-4,-2.3013182,1,0
1286,3,33,1089,4,1,1,3,Grüne,1,2,-2,2,-1.7564344,1.165725,3,3,3,0,2,-3,-2.7564344,1,0
1286,4,33,1089,4,1,1,3,AfD,1,2,5,1,3.1958568,.6836158,3,3,3,0,2,-4,-2.1958568,1,0
1286,5,33,1089,4,1,1,3,Linke,1,2,-5,1,-3.566855,.7859385,3,3,3,0,2,-6,-4.566855,1,0
1286,6,33,1089,4,1,1,3,FDP,1,2,2,2,-.28876334,1.2912743,3,3,3,0,2,-1,-1.2887633,1,0
1288,1,36,1296,2,0,2,1,CDU/CSU,-1,1,1,2,-.017576899,1.1010672,2,2,2,-1,2,-2,-.98242313,5,0
1288,2,36,1296,2,0,2,1,SPD,-1,1,1,2,-1.3013183,1.1161331,2,2,2,-1,2,-2,-.30131829,5,0
1288,3,36,1296,2,0,2,1,Grüne,-1,1,-1,1,-1.7564344,1.165725,2,2,2,-1,2,0,-.75643444,5,0
1288,4,36,1296,2,0,2,1,AfD,-1,1,0,2,3.1958568,.6836158,2,2,2,-1,2,-1,-4.195857,5,0
1288,5,36,1296,2,0,2,1,Linke,-1,1,-2,0,-3.566855,.7859385,2,2,2,-1,2,-1,-2.566855,5,1
1288,6,36,1296,2,0,2,1,FDP,-1,1,-1,3,-.28876334,1.2912743,2,2,2,-1,2,0,-.71123666,5,0
1289,1,33,1089,4,1,1,2,CDU/CSU,-1,2,1,3,-.017576899,1.1010672,3,3,3,-3,2,-2,-.98242313,1,1
1289,2,33,1089,4,1,1,2,SPD,-1,2,-3,0,-1.3013183,1.1161331,3,3,3,-3,2,-2,-.30131829,1,0
1289,3,33,1089,4,1,1,2,Grüne,-1,2,-4,0,-1.7564344,1.165725,3,3,3,-3,2,-3,-.75643444,1,0
1289,4,33,1089,4,1,1,2,AfD,-1,2,4,0,3.1958568,.6836158,3,3,3,-3,2,-5,-4.195857,1,0
1289,5,33,1089,4,1,1,2,Linke,-1,2,-4,0,-3.566855,.7859385,3,3,3,-3,2,-3,-2.566855,1,0
1289,6,33,1089,4,1,1,2,FDP,-1,2,2,0,-.28876334,1.2912743,3,3,3,-3,2,-3,-.71123666,1,0
1291,1,44,1936,4,0,2,1,CDU/CSU,1,1,1,0,-.017576899,1.1010672,4,3,2,-3,0,0,-1.0175769,1,1
1291,2,44,1936,4,0,2,1,SPD,1,1,-4,0,-1.3013183,1.1161331,4,3,2,-3,0,-5,-2.3013182,1,0
1291,3,44,1936,4,0,2,1,Grüne,1,1,-3,2,-1.7564344,1.165725,4,3,2,-3,0,-4,-2.7564344,1,0
1291,4,44,1936,4,0,2,1,AfD,1,1,2,0,3.1958568,.6836158,4,3,2,-3,0,-1,-2.1958568,1,0
1291,5,44,1936,4,0,2,1,Linke,1,1,-5,0,-3.566855,.7859385,4,3,2,-3,0,-6,-4.566855,1,0
1291,6,44,1936,4,0,2,1,FDP,1,1,0,2,-.28876334,1.2912743,4,3,2,-3,0,-1,-1.2887633,1,0
1292,1,56,3136,2,0,3,1,CDU/CSU,2,0,1,0,-.017576899,1.1010672,4,1,2,-2,1,-1,-2.0175769,4,0
1292,2,56,3136,2,0,3,1,SPD,2,0,-3,0,-1.3013183,1.1161331,4,1,2,-2,1,-5,-3.3013182,4,0
1292,3,56,3136,2,0,3,1,Grüne,2,0,-5,0,-1.7564344,1.165725,4,1,2,-2,1,-7,-3.7564344,4,0
1292,4,56,3136,2,0,3,1,AfD,2,0,5,0,3.1958568,.6836158,4,1,2,-2,1,-3,-1.1958568,4,1
1292,5,56,3136,2,0,3,1,Linke,2,0,-5,0,-3.566855,.7859385,4,1,2,-2,1,-7,-5.566855,4,0
1292,6,56,3136,2,0,3,1,FDP,2,0,1,1,-.28876334,1.2912743,4,1,2,-2,1,-1,-2.2887633,4,0
1294,1,60,3600,2,0,2,2,CDU/CSU,-2,0,1,0,-.017576899,1.1010672,4,1,3,-1,0,-3,-1.9824231,2,0
1294,2,60,3600,2,0,2,2,SPD,-2,0,-2,0,-1.3013183,1.1161331,4,1,3,-1,0,0,-.69868171,2,1
1294,3,60,3600,2,0,2,2,Grüne,-2,0,-2,0,-1.7564344,1.165725,4,1,3,-1,0,0,-.24356556,2,0
1294,4,60,3600,2,0,2,2,AfD,-2,0,5,0,3.1958568,.6836158,4,1,3,-1,0,-7,-5.195857,2,0
1294,5,60,3600,2,0,2,2,Linke,-2,0,-4,0,-3.566855,.7859385,4,1,3,-1,0,-2,-1.566855,2,0
1294,6,60,3600,2,0,2,2,FDP,-2,0,2,0,-.28876334,1.2912743,4,1,3,-1,0,-4,-1.7112367,2,0
1295,1,55,3025,1,0,1,3,CDU/CSU,-1,1,-3,0,-.017576899,1.1010672,3,3,0,-1,0,-2,-.98242313,4,0
1295,2,55,3025,1,0,1,3,SPD,-1,1,-2,0,-1.3013183,1.1161331,3,3,0,-1,0,-1,-.30131829,4,0
1295,3,55,3025,1,0,1,3,Grüne,-1,1,-5,0,-1.7564344,1.165725,3,3,0,-1,0,-4,-.75643444,4,0
1295,4,55,3025,1,0,1,3,AfD,-1,1,-1,0,3.1958568,.6836158,3,3,0,-1,0,0,-4.195857,4,1
1295,5,55,3025,1,0,1,3,Linke,-1,1,-5,0,-3.566855,.7859385,3,3,0,-1,0,-4,-2.566855,4,0
1295,6,55,3025,1,0,1,3,FDP,-1,1,-3,0,-.28876334,1.2912743,3,3,0,-1,0,-2,-.71123666,4,0
1296,1,24,576,2,0,1,2,CDU/CSU,2,0,-5,1,-.017576899,1.1010672,2,1,2,-4,1,-7,-2.0175769,4,0
1296,2,24,576,2,0,1,2,SPD,2,0,-4,1,-1.3013183,1.1161331,2,1,2,-4,1,-6,-3.3013182,4,0
1296,3,24,576,2,0,1,2,Grüne,2,0,-5,0,-1.7564344,1.165725,2,1,2,-4,1,-7,-3.7564344,4,0
1296,4,24,576,2,0,1,2,AfD,2,0,1,1,3.1958568,.6836158,2,1,2,-4,1,-1,-1.1958568,4,1
1296,5,24,576,2,0,1,2,Linke,2,0,-3,1,-3.566855,.7859385,2,1,2,-4,1,-5,-5.566855,4,0
1296,6,24,576,2,0,1,2,FDP,2,0,-1,1,-.28876334,1.2912743,2,1,2,-4,1,-3,-2.2887633,4,0
1297,1,60,3600,4,0,2,1,CDU/CSU,-2,0,1,1,-.017576899,1.1010672,4,4,3,1,0,-3,-1.9824231,1,1
1297,2,60,3600,4,0,2,1,SPD,-2,0,-3,0,-1.3013183,1.1161331,4,4,3,1,0,-1,-.69868171,1,0
1297,3,60,3600,4,0,2,1,Grüne,-2,0,0,0,-1.7564344,1.165725,4,4,3,1,0,-2,-.24356556,1,0
1297,4,60,3600,4,0,2,1,AfD,-2,0,4,0,3.1958568,.6836158,4,4,3,1,0,-6,-5.195857,1,0
1297,5,60,3600,4,0,2,1,Linke,-2,0,-4,0,-3.566855,.7859385,4,4,3,1,0,-2,-1.566855,1,0
1297,6,60,3600,4,0,2,1,FDP,-2,0,0,0,-.28876334,1.2912743,4,4,3,1,0,-2,-1.7112367,1,0
1299,1,55,3025,4,1,1,2,CDU/CSU,-2,1,1,1,-.017576899,1.1010672,2,4,2,1,1,-3,-1.9824231,3,0
1299,2,55,3025,4,1,1,2,SPD,-2,1,-2,1,-1.3013183,1.1161331,2,4,2,1,1,0,-.69868171,3,0
1299,3,55,3025,4,1,1,2,Grüne,-2,1,-1,1,-1.7564344,1.165725,2,4,2,1,1,-1,-.24356556,3,1
1299,4,55,3025,4,1,1,2,AfD,-2,1,5,0,3.1958568,.6836158,2,4,2,1,1,-7,-5.195857,3,0
1299,5,55,3025,4,1,1,2,Linke,-2,1,-5,0,-3.566855,.7859385,2,4,2,1,1,-3,-1.566855,3,0
1299,6,55,3025,4,1,1,2,FDP,-2,1,1,1,-.28876334,1.2912743,2,4,2,1,1,-3,-1.7112367,3,0
1304,1,62,3844,3,1,0,0,CDU/CSU,-3,0,1,0,-.017576899,1.1010672,3,3,1,0,1,-4,-2.9824231,5,0
1304,2,62,3844,3,1,0,0,SPD,-3,0,-1,1,-1.3013183,1.1161331,3,3,1,0,1,-2,-1.6986817,5,0
1304,3,62,3844,3,1,0,0,Grüne,-3,0,0,1,-1.7564344,1.165725,3,3,1,0,1,-3,-1.2435656,5,0
1304,4,62,3844,3,1,0,0,AfD,-3,0,4,1,3.1958568,.6836158,3,3,1,0,1,-7,-6.195857,5,0
1304,5,62,3844,3,1,0,0,Linke,-3,0,-5,0,-3.566855,.7859385,3,3,1,0,1,-2,-.56685495,5,1
1304,6,62,3844,3,1,0,0,FDP,-3,0,0,0,-.28876334,1.2912743,3,3,1,0,1,-3,-2.7112367,5,0
1310,1,50,2500,2,1,1,2,CDU/CSU,-1,2,-2,2,-.017576899,1.1010672,2,2,1,0,2,-1,-.98242313,1,1
1310,2,50,2500,2,1,1,2,SPD,-1,2,-1,2,-1.3013183,1.1161331,2,2,1,0,2,0,-.30131829,1,0
1310,3,50,2500,2,1,1,2,Grüne,-1,2,-5,3,-1.7564344,1.165725,2,2,1,0,2,-4,-.75643444,1,0
1310,4,50,2500,2,1,1,2,AfD,-1,2,-5,4,3.1958568,.6836158,2,2,1,0,2,-4,-4.195857,1,0
1310,5,50,2500,2,1,1,2,Linke,-1,2,-5,2,-3.566855,.7859385,2,2,1,0,2,-4,-2.566855,1,0
1310,6,50,2500,2,1,1,2,FDP,-1,2,2,2,-.28876334,1.2912743,2,2,1,0,2,-3,-.71123666,1,0
1312,1,62,3844,2,1,2,1,CDU/CSU,0,0,-3,1,-.017576899,1.1010672,2,3,3,-4,1,-3,-.017576899,1,1
1312,2,62,3844,2,1,2,1,SPD,0,0,1,1,-1.3013183,1.1161331,2,3,3,-4,1,-1,-1.3013183,1,0
1312,3,62,3844,2,1,2,1,Grüne,0,0,-3,3,-1.7564344,1.165725,2,3,3,-4,1,-3,-1.7564344,1,0
1312,4,62,3844,2,1,2,1,AfD,0,0,4,1,3.1958568,.6836158,2,3,3,-4,1,-4,-3.1958568,1,0
1312,5,62,3844,2,1,2,1,Linke,0,0,-1,3,-3.566855,.7859385,2,3,3,-4,1,-1,-3.566855,1,0
1312,6,62,3844,2,1,2,1,FDP,0,0,-3,3,-.28876334,1.2912743,2,3,3,-4,1,-3,-.28876334,1,0
1317,1,30,900,3,0,2,1,CDU/CSU,1,1,1,1,-.017576899,1.1010672,1,1,3,-1,1,0,-1.0175769,1,1
1317,2,30,900,3,0,2,1,SPD,1,1,-2,1,-1.3013183,1.1161331,1,1,3,-1,1,-3,-2.3013182,1,0
1317,3,30,900,3,0,2,1,Grüne,1,1,-1,1,-1.7564344,1.165725,1,1,3,-1,1,-2,-2.7564344,1,0
1317,4,30,900,3,0,2,1,AfD,1,1,5,0,3.1958568,.6836158,1,1,3,-1,1,-4,-2.1958568,1,0
1317,5,30,900,3,0,2,1,Linke,1,1,-5,0,-3.566855,.7859385,1,1,3,-1,1,-6,-4.566855,1,0
1317,6,30,900,3,0,2,1,FDP,1,1,1,1,-.28876334,1.2912743,1,1,3,-1,1,0,-1.2887633,1,0
1319,1,58,3364,2,0,2,2,CDU/CSU,-2,1,0,1,-.017576899,1.1010672,2,2,3,0,1,-2,-1.9824231,2,0
1319,2,58,3364,2,0,2,2,SPD,-2,1,-2,1,-1.3013183,1.1161331,2,2,3,0,1,0,-.69868171,2,1
1319,3,58,3364,2,0,2,2,Grüne,-2,1,-2,2,-1.7564344,1.165725,2,2,3,0,1,0,-.24356556,2,0
1319,4,58,3364,2,0,2,2,AfD,-2,1,4,1,3.1958568,.6836158,2,2,3,0,1,-6,-5.195857,2,0
1319,5,58,3364,2,0,2,2,Linke,-2,1,-3,1,-3.566855,.7859385,2,2,3,0,1,-1,-1.566855,2,0
1319,6,58,3364,2,0,2,2,FDP,-2,1,0,1,-.28876334,1.2912743,2,2,3,0,1,-2,-1.7112367,2,0
1321,1,55,3025,2,0,2,0,CDU/CSU,-2,0,0,1,-.017576899,1.1010672,4,3,2,-2,1,-2,-1.9824231,2,0
1321,2,55,3025,2,0,2,0,SPD,-2,0,-1,1,-1.3013183,1.1161331,4,3,2,-2,1,-1,-.69868171,2,1
1321,3,55,3025,2,0,2,0,Grüne,-2,0,-2,1,-1.7564344,1.165725,4,3,2,-2,1,0,-.24356556,2,0
1321,4,55,3025,2,0,2,0,AfD,-2,0,4,1,3.1958568,.6836158,4,3,2,-2,1,-6,-5.195857,2,0
1321,5,55,3025,2,0,2,0,Linke,-2,0,-5,0,-3.566855,.7859385,4,3,2,-2,1,-3,-1.566855,2,0
1321,6,55,3025,2,0,2,0,FDP,-2,0,2,2,-.28876334,1.2912743,4,3,2,-2,1,-4,-1.7112367,2,0
1323,1,66,4356,1,0,1,1,CDU/CSU,-5,0,5,0,-.017576899,1.1010672,4,3,1,5,0,-10,-4.9824233,5,0
1323,2,66,4356,1,0,1,1,SPD,-5,0,1,2,-1.3013183,1.1161331,4,3,1,5,0,-6,-3.6986818,5,0
1323,3,66,4356,1,0,1,1,Grüne,-5,0,5,2,-1.7564344,1.165725,4,3,1,5,0,-10,-3.2435656,5,0
1323,4,66,4356,1,0,1,1,AfD,-5,0,-5,2,3.1958568,.6836158,4,3,1,5,0,0,-8.195857,5,0
1323,5,66,4356,1,0,1,1,Linke,-5,0,-5,0,-3.566855,.7859385,4,3,1,5,0,0,-1.433145,5,1
1323,6,66,4356,1,0,1,1,FDP,-5,0,0,2,-.28876334,1.2912743,4,3,1,5,0,-5,-4.7112365,5,0
1324,1,19,361,3,1,2,2,CDU/CSU,0,2,0,3,-.017576899,1.1010672,1,1,2,0,3,0,-.017576899,6,0
1324,2,19,361,3,1,2,2,SPD,0,2,0,3,-1.3013183,1.1161331,1,1,2,0,3,0,-1.3013183,6,0
1324,3,19,361,3,1,2,2,Grüne,0,2,-1,3,-1.7564344,1.165725,1,1,2,0,3,-1,-1.7564344,6,0
1324,4,19,361,3,1,2,2,AfD,0,2,3,1,3.1958568,.6836158,1,1,2,0,3,-3,-3.1958568,6,0
1324,5,19,361,3,1,2,2,Linke,0,2,-3,1,-3.566855,.7859385,1,1,2,0,3,-3,-3.566855,6,0
1324,6,19,361,3,1,2,2,FDP,0,2,-1,3,-.28876334,1.2912743,1,1,2,0,3,-1,-.28876334,6,1
1326,1,45,2025,3,0,2,1,CDU/CSU,-3,0,2,1,-.017576899,1.1010672,3,3,3,1,1,-5,-2.9824231,5,0
1326,2,45,2025,3,0,2,1,SPD,-3,0,-1,1,-1.3013183,1.1161331,3,3,3,1,1,-2,-1.6986817,5,0
1326,3,45,2025,3,0,2,1,Grüne,-3,0,1,2,-1.7564344,1.165725,3,3,3,1,1,-4,-1.2435656,5,0
1326,4,45,2025,3,0,2,1,AfD,-3,0,5,0,3.1958568,.6836158,3,3,3,1,1,-8,-6.195857,5,0
1326,5,45,2025,3,0,2,1,Linke,-3,0,-4,0,-3.566855,.7859385,3,3,3,1,1,-1,-.56685495,5,1
1326,6,45,2025,3,0,2,1,FDP,-3,0,2,1,-.28876334,1.2912743,3,3,3,1,1,-5,-2.7112367,5,0
1327,1,55,3025,1,0,1,3,CDU/CSU,-2,1,1,2,-.017576899,1.1010672,2,3,3,0,2,-3,-1.9824231,5,0
1327,2,55,3025,1,0,1,3,SPD,-2,1,-1,2,-1.3013183,1.1161331,2,3,3,0,2,-1,-.69868171,5,0
1327,3,55,3025,1,0,1,3,Grüne,-2,1,-1,2,-1.7564344,1.165725,2,3,3,0,2,-1,-.24356556,5,0
1327,4,55,3025,1,0,1,3,AfD,-2,1,5,0,3.1958568,.6836158,2,3,3,0,2,-7,-5.195857,5,0
1327,5,55,3025,1,0,1,3,Linke,-2,1,-3,1,-3.566855,.7859385,2,3,3,0,2,-1,-1.566855,5,1
1327,6,55,3025,1,0,1,3,FDP,-2,1,0,2,-.28876334,1.2912743,2,3,3,0,2,-2,-1.7112367,5,0
1329,1,33,1089,3,0,1,2,CDU/CSU,-1,1,2,1,-.017576899,1.1010672,2,2,2,1,1,-3,-.98242313,3,0
1329,2,33,1089,3,0,1,2,SPD,-1,1,-2,1,-1.3013183,1.1161331,2,2,2,1,1,-1,-.30131829,3,0
1329,3,33,1089,3,0,1,2,Grüne,-1,1,-1,1,-1.7564344,1.165725,2,2,2,1,1,0,-.75643444,3,1
