i,j,age,age2,education,female,impact,ind_unc,j_,lr_i,lr_i_unc,lr_ij,lr_ij_unc,lr_j,lr_j_unc,polinterest,risk,satisdmo,sq,sq_unc,ut_ij,ut_j,vote,vote_ij
601,6,45,2025,4,0,2,2,FDP,-2,1,3,0,-.28876334,1.2912743,4,1,3,0,2,-5,-1.7112367,3,0
603,1,20,400,3,1,1,2,CDU/CSU,-1,3,0,2,-.017576899,1.1010672,1,3,2,-1,3,-1,-.98242313,5,0
603,2,20,400,3,1,1,2,SPD,-1,3,-1,2,-1.3013183,1.1161331,1,3,2,-1,3,0,-.30131829,5,0
603,3,20,400,3,1,1,2,Grüne,-1,3,-2,2,-1.7564344,1.165725,1,3,2,-1,3,-1,-.75643444,5,0
603,4,20,400,3,1,1,2,AfD,-1,3,3,2,3.1958568,.6836158,1,3,2,-1,3,-4,-4.195857,5,0
603,5,20,400,3,1,1,2,Linke,-1,3,-2,2,-3.566855,.7859385,1,3,2,-1,3,-1,-2.566855,5,1
603,6,20,400,3,1,1,2,FDP,-1,3,0,2,-.28876334,1.2912743,1,3,2,-1,3,-1,-.71123666,5,0
604,1,53,2809,2,1,3,1,CDU/CSU,2,1,1,1,-.017576899,1.1010672,2,3,1,-3,1,-1,-2.0175769,6,0
604,2,53,2809,2,1,3,1,SPD,2,1,-1,1,-1.3013183,1.1161331,2,3,1,-3,1,-3,-3.3013182,6,0
604,3,53,2809,2,1,3,1,Grüne,2,1,-2,1,-1.7564344,1.165725,2,3,1,-3,1,-4,-3.7564344,6,0
604,4,53,2809,2,1,3,1,AfD,2,1,3,1,3.1958568,.6836158,2,3,1,-3,1,-1,-1.1958568,6,0
604,5,53,2809,2,1,3,1,Linke,2,1,-4,1,-3.566855,.7859385,2,3,1,-3,1,-6,-5.566855,6,0
604,6,53,2809,2,1,3,1,FDP,2,1,0,1,-.28876334,1.2912743,2,3,1,-3,1,-2,-2.2887633,6,1
606,1,18,324,2,1,3,1,CDU/CSU,0,1,-1,2,-.017576899,1.1010672,3,4,3,0,2,-1,-.017576899,3,0
606,2,18,324,2,1,3,1,SPD,0,1,-1,3,-1.3013183,1.1161331,3,4,3,0,2,-1,-1.3013183,3,0
606,3,18,324,2,1,3,1,Grüne,0,1,0,0,-1.7564344,1.165725,3,4,3,0,2,0,-1.7564344,3,1
606,4,18,324,2,1,3,1,AfD,0,1,5,0,3.1958568,.6836158,3,4,3,0,2,-5,-3.1958568,3,0
606,5,18,324,2,1,3,1,Linke,0,1,-5,0,-3.566855,.7859385,3,4,3,0,2,-5,-3.566855,3,0
606,6,18,324,2,1,3,1,FDP,0,1,-2,2,-.28876334,1.2912743,3,4,3,0,2,-2,-.28876334,3,0
609,1,63,3969,1,0,3,1,CDU/CSU,-2,0,-2,0,-.017576899,1.1010672,3,2,4,-3,0,0,-1.9824231,1,1
609,2,63,3969,1,0,3,1,SPD,-2,0,-3,0,-1.3013183,1.1161331,3,2,4,-3,0,-1,-.69868171,1,0
609,3,63,3969,1,0,3,1,Grüne,-2,0,-2,0,-1.7564344,1.165725,3,2,4,-3,0,0,-.24356556,1,0
609,4,63,3969,1,0,3,1,AfD,-2,0,5,0,3.1958568,.6836158,3,2,4,-3,0,-7,-5.195857,1,0
609,5,63,3969,1,0,3,1,Linke,-2,0,0,0,-3.566855,.7859385,3,2,4,-3,0,-2,-1.566855,1,0
609,6,63,3969,1,0,3,1,FDP,-2,0,-1,0,-.28876334,1.2912743,3,2,4,-3,0,-1,-1.7112367,1,0
610,1,56,3136,1,1,2,2,CDU/CSU,-1,1,-1,2,-.017576899,1.1010672,0,2,2,-1,3,0,-.98242313,1,1
610,2,56,3136,1,1,2,2,SPD,-1,1,-1,2,-1.3013183,1.1161331,0,2,2,-1,3,0,-.30131829,1,0
610,3,56,3136,1,1,2,2,Grüne,-1,1,-4,1,-1.7564344,1.165725,0,2,2,-1,3,-3,-.75643444,1,0
610,4,56,3136,1,1,2,2,AfD,-1,1,5,0,3.1958568,.6836158,0,2,2,-1,3,-6,-4.195857,1,0
610,5,56,3136,1,1,2,2,Linke,-1,1,-4,1,-3.566855,.7859385,0,2,2,-1,3,-3,-2.566855,1,0
610,6,56,3136,1,1,2,2,FDP,-1,1,0,2,-.28876334,1.2912743,0,2,2,-1,3,-1,-.71123666,1,0
611,1,69,4761,1,0,1,2,CDU/CSU,4,2,0,2,-.017576899,1.1010672,3,1,0,-4,1,-4,-4.0175767,4,0
611,2,69,4761,1,0,1,2,SPD,4,2,-2,1,-1.3013183,1.1161331,3,1,0,-4,1,-6,-5.3013182,4,0
611,3,69,4761,1,0,1,2,Grüne,4,2,-5,0,-1.7564344,1.165725,3,1,0,-4,1,-9,-5.7564344,4,0
611,4,69,4761,1,0,1,2,AfD,4,2,5,0,3.1958568,.6836158,3,1,0,-4,1,-1,-.80414319,4,1
611,5,69,4761,1,0,1,2,Linke,4,2,-5,0,-3.566855,.7859385,3,1,0,-4,1,-9,-7.566855,4,0
611,6,69,4761,1,0,1,2,FDP,4,2,-1,1,-.28876334,1.2912743,3,1,0,-4,1,-5,-4.2887635,4,0
612,1,36,1296,3,0,3,1,CDU/CSU,2,0,4,1,-.017576899,1.1010672,4,4,4,3,1,-2,-2.0175769,2,0
612,2,36,1296,3,0,3,1,SPD,2,0,0,0,-1.3013183,1.1161331,4,4,4,3,1,-2,-3.3013182,2,1
612,3,36,1296,3,0,3,1,Grüne,2,0,0,1,-1.7564344,1.165725,4,4,4,3,1,-2,-3.7564344,2,0
612,4,36,1296,3,0,3,1,AfD,2,0,0,1,3.1958568,.6836158,4,4,4,3,1,-2,-1.1958568,2,0
612,5,36,1296,3,0,3,1,Linke,2,0,2,0,-3.566855,.7859385,4,4,4,3,1,0,-5.566855,2,0
612,6,36,1296,3,0,3,1,FDP,2,0,2,1,-.28876334,1.2912743,4,4,4,3,1,0,-2.2887633,2,0
613,1,31,961,4,0,3,0,CDU/CSU,1,1,0,1,-.017576899,1.1010672,2,2,3,0,1,-1,-1.0175769,1,1
613,2,31,961,4,0,3,0,SPD,1,1,-1,1,-1.3013183,1.1161331,2,2,3,0,1,-2,-2.3013182,1,0
613,3,31,961,4,0,3,0,Grüne,1,1,-2,1,-1.7564344,1.165725,2,2,3,0,1,-3,-2.7564344,1,0
613,4,31,961,4,0,3,0,AfD,1,1,4,0,3.1958568,.6836158,2,2,3,0,1,-3,-2.1958568,1,0
613,5,31,961,4,0,3,0,Linke,1,1,-4,0,-3.566855,.7859385,2,2,3,0,1,-5,-4.566855,1,0
613,6,31,961,4,0,3,0,FDP,1,1,0,1,-.28876334,1.2912743,2,2,3,0,1,-1,-1.2887633,1,0
615,1,41,1681,4,1,2,2,CDU/CSU,-2,1,0,1,-.017576899,1.1010672,3,2,3,-1,1,-2,-1.9824231,2,0
615,2,41,1681,4,1,2,2,SPD,-2,1,-3,1,-1.3013183,1.1161331,3,2,3,-1,1,-1,-.69868171,2,1
615,3,41,1681,4,1,2,2,Grüne,-2,1,-3,1,-1.7564344,1.165725,3,2,3,-1,1,-1,-.24356556,2,0
615,4,41,1681,4,1,2,2,AfD,-2,1,5,0,3.1958568,.6836158,3,2,3,-1,1,-7,-5.195857,2,0
615,5,41,1681,4,1,2,2,Linke,-2,1,-5,0,-3.566855,.7859385,3,2,3,-1,1,-3,-1.566855,2,0
615,6,41,1681,4,1,2,2,FDP,-2,1,0,1,-.28876334,1.2912743,3,2,3,-1,1,-2,-1.7112367,2,0
616,1,46,2116,3,0,3,1,CDU/CSU,0,0,0,0,-.017576899,1.1010672,3,2,3,0,0,0,-.017576899,1,1
616,2,46,2116,3,0,3,1,SPD,0,0,-2,0,-1.3013183,1.1161331,3,2,3,0,0,-2,-1.3013183,1,0
616,3,46,2116,3,0,3,1,Grüne,0,0,-4,0,-1.7564344,1.165725,3,2,3,0,0,-4,-1.7564344,1,0
616,4,46,2116,3,0,3,1,AfD,0,0,5,0,3.1958568,.6836158,3,2,3,0,0,-5,-3.1958568,1,0
616,5,46,2116,3,0,3,1,Linke,0,0,-5,0,-3.566855,.7859385,3,2,3,0,0,-5,-3.566855,1,0
616,6,46,2116,3,0,3,1,FDP,0,0,0,0,-.28876334,1.2912743,3,2,3,0,0,0,-.28876334,1,0
623,1,66,4356,1,0,2,1,CDU/CSU,-1,2,-4,1,-.017576899,1.1010672,2,3,2,-5,0,-3,-.98242313,2,0
623,2,66,4356,1,0,2,1,SPD,-1,2,-4,1,-1.3013183,1.1161331,2,3,2,-5,0,-3,-.30131829,2,1
623,3,66,4356,1,0,2,1,Grüne,-1,2,-4,1,-1.7564344,1.165725,2,3,2,-5,0,-3,-.75643444,2,0
623,4,66,4356,1,0,2,1,AfD,-1,2,5,0,3.1958568,.6836158,2,3,2,-5,0,-6,-4.195857,2,0
623,5,66,4356,1,0,2,1,Linke,-1,2,-4,1,-3.566855,.7859385,2,3,2,-5,0,-3,-2.566855,2,0
623,6,66,4356,1,0,2,1,FDP,-1,2,-4,1,-.28876334,1.2912743,2,3,2,-5,0,-3,-.71123666,2,0
625,1,34,1156,3,0,2,1,CDU/CSU,-2,1,2,1,-.017576899,1.1010672,2,1,3,1,1,-4,-1.9824231,3,0
625,2,34,1156,3,0,2,1,SPD,-2,1,0,1,-1.3013183,1.1161331,2,1,3,1,1,-2,-.69868171,3,0
625,3,34,1156,3,0,2,1,Grüne,-2,1,0,1,-1.7564344,1.165725,2,1,3,1,1,-2,-.24356556,3,1
625,4,34,1156,3,0,2,1,AfD,-2,1,5,1,3.1958568,.6836158,2,1,3,1,1,-7,-5.195857,3,0
625,5,34,1156,3,0,2,1,Linke,-2,1,-3,1,-3.566855,.7859385,2,1,3,1,1,-1,-1.566855,3,0
625,6,34,1156,3,0,2,1,FDP,-2,1,2,1,-.28876334,1.2912743,2,1,3,1,1,-4,-1.7112367,3,0
626,1,44,1936,1,0,2,0,CDU/CSU,0,1,0,1,-.017576899,1.1010672,4,1,1,-1,1,0,-.017576899,2,0
626,2,44,1936,1,0,2,0,SPD,0,1,-4,0,-1.3013183,1.1161331,4,1,1,-1,1,-4,-1.3013183,2,1
626,3,44,1936,1,0,2,0,Grüne,0,1,-3,0,-1.7564344,1.165725,4,1,1,-1,1,-3,-1.7564344,2,0
626,4,44,1936,1,0,2,0,AfD,0,1,5,0,3.1958568,.6836158,4,1,1,-1,1,-5,-3.1958568,2,0
626,5,44,1936,1,0,2,0,Linke,0,1,-5,0,-3.566855,.7859385,4,1,1,-1,1,-5,-3.566855,2,0
626,6,44,1936,1,0,2,0,FDP,0,1,0,1,-.28876334,1.2912743,4,1,1,-1,1,0,-.28876334,2,0
628,1,60,3600,1,1,2,0,CDU/CSU,1,2,0,2,-.017576899,1.1010672,1,2,2,0,2,-1,-1.0175769,2,0
628,2,60,3600,1,1,2,0,SPD,1,2,0,2,-1.3013183,1.1161331,1,2,2,0,2,-1,-2.3013182,2,1
628,3,60,3600,1,1,2,0,Grüne,1,2,0,2,-1.7564344,1.165725,1,2,2,0,2,-1,-2.7564344,2,0
628,4,60,3600,1,1,2,0,AfD,1,2,0,2,3.1958568,.6836158,1,2,2,0,2,-1,-2.1958568,2,0
628,5,60,3600,1,1,2,0,Linke,1,2,0,2,-3.566855,.7859385,1,2,2,0,2,-1,-4.566855,2,0
628,6,60,3600,1,1,2,0,FDP,1,2,0,2,-.28876334,1.2912743,1,2,2,0,2,-1,-1.2887633,2,0
632,1,68,4624,2,0,3,1,CDU/CSU,-4,0,-5,1,-.017576899,1.1010672,2,1,3,-5,0,-1,-3.9824231,3,0
632,2,68,4624,2,0,3,1,SPD,-4,0,-4,1,-1.3013183,1.1161331,2,1,3,-5,0,0,-2.6986818,3,0
632,3,68,4624,2,0,3,1,Grüne,-4,0,-4,1,-1.7564344,1.165725,2,1,3,-5,0,0,-2.2435656,3,1
632,4,68,4624,2,0,3,1,AfD,-4,0,1,1,3.1958568,.6836158,2,1,3,-5,0,-5,-7.195857,3,0
632,5,68,4624,2,0,3,1,Linke,-4,0,-4,0,-3.566855,.7859385,2,1,3,-5,0,0,-.43314505,3,0
632,6,68,4624,2,0,3,1,FDP,-4,0,-4,1,-.28876334,1.2912743,2,1,3,-5,0,0,-3.7112367,3,0
635,1,58,3364,1,1,2,0,CDU/CSU,-5,1,-1,1,-.017576899,1.1010672,2,4,2,-5,3,-4,-4.9824233,4,0
635,2,58,3364,1,1,2,0,SPD,-5,1,2,2,-1.3013183,1.1161331,2,4,2,-5,3,-7,-3.6986818,4,0
635,3,58,3364,1,1,2,0,Grüne,-5,1,0,3,-1.7564344,1.165725,2,4,2,-5,3,-5,-3.2435656,4,0
635,4,58,3364,1,1,2,0,AfD,-5,1,-5,3,3.1958568,.6836158,2,4,2,-5,3,0,-8.195857,4,1
635,5,58,3364,1,1,2,0,Linke,-5,1,0,0,-3.566855,.7859385,2,4,2,-5,3,-5,-1.433145,4,0
635,6,58,3364,1,1,2,0,FDP,-5,1,0,3,-.28876334,1.2912743,2,4,2,-5,3,-5,-4.7112365,4,0
636,1,60,3600,2,1,3,0,CDU/CSU,3,1,0,1,-.017576899,1.1010672,4,3,2,2,1,-3,-3.0175769,4,0
636,2,60,3600,2,1,3,0,SPD,3,1,0,0,-1.3013183,1.1161331,4,3,2,2,1,-3,-4.3013182,4,0
636,3,60,3600,2,1,3,0,Grüne,3,1,0,1,-1.7564344,1.165725,4,3,2,2,1,-3,-4.7564344,4,0
636,4,60,3600,2,1,3,0,AfD,3,1,4,1,3.1958568,.6836158,4,3,2,2,1,-1,-.19585681,4,1
636,5,60,3600,2,1,3,0,Linke,3,1,-4,1,-3.566855,.7859385,4,3,2,2,1,-7,-6.566855,4,0
636,6,60,3600,2,1,3,0,FDP,3,1,-1,1,-.28876334,1.2912743,4,3,2,2,1,-4,-3.2887633,4,0
638,1,58,3364,1,0,2,2,CDU/CSU,-2,1,-5,0,-.017576899,1.1010672,1,3,3,-3,1,-3,-1.9824231,1,1
638,2,58,3364,1,0,2,2,SPD,-2,1,0,2,-1.3013183,1.1161331,1,3,3,-3,1,-2,-.69868171,1,0
638,3,58,3364,1,0,2,2,Grüne,-2,1,-2,1,-1.7564344,1.165725,1,3,3,-3,1,0,-.24356556,1,0
638,4,58,3364,1,0,2,2,AfD,-2,1,5,0,3.1958568,.6836158,1,3,3,-3,1,-7,-5.195857,1,0
638,5,58,3364,1,0,2,2,Linke,-2,1,0,2,-3.566855,.7859385,1,3,3,-3,1,-2,-1.566855,1,0
638,6,58,3364,1,0,2,2,FDP,-2,1,-4,1,-.28876334,1.2912743,1,3,3,-3,1,-2,-1.7112367,1,0
640,1,36,1296,1,0,2,0,CDU/CSU,-1,0,-2,0,-.017576899,1.1010672,1,1,2,0,1,-1,-.98242313,1,1
640,2,36,1296,1,0,2,0,SPD,-1,0,-2,1,-1.3013183,1.1161331,1,1,2,0,1,-1,-.30131829,1,0
640,3,36,1296,1,0,2,0,Grüne,-1,0,-2,1,-1.7564344,1.165725,1,1,2,0,1,-1,-.75643444,1,0
640,4,36,1296,1,0,2,0,AfD,-1,0,5,0,3.1958568,.6836158,1,1,2,0,1,-6,-4.195857,1,0
640,5,36,1296,1,0,2,0,Linke,-1,0,-3,1,-3.566855,.7859385,1,1,2,0,1,-2,-2.566855,1,0
640,6,36,1296,1,0,2,0,FDP,-1,0,-1,1,-.28876334,1.2912743,1,1,2,0,1,0,-.71123666,1,0
647,1,18,324,0,1,2,2,CDU/CSU,0,3,1,3,-.017576899,1.1010672,0,2,3,0,2,-1,-.017576899,3,0
647,2,18,324,0,1,2,2,SPD,0,3,-1,4,-1.3013183,1.1161331,0,2,3,0,2,-1,-1.3013183,3,0
647,3,18,324,0,1,2,2,Grüne,0,3,-1,3,-1.7564344,1.165725,0,2,3,0,2,-1,-1.7564344,3,1
647,4,18,324,0,1,2,2,AfD,0,3,5,1,3.1958568,.6836158,0,2,3,0,2,-5,-3.1958568,3,0
647,5,18,324,0,1,2,2,Linke,0,3,-4,1,-3.566855,.7859385,0,2,3,0,2,-4,-3.566855,3,0
647,6,18,324,0,1,2,2,FDP,0,3,0,4,-.28876334,1.2912743,0,2,3,0,2,0,-.28876334,3,0
648,1,29,841,2,1,2,1,CDU/CSU,1,2,2,2,-.017576899,1.1010672,2,1,3,2,2,-1,-1.0175769,4,0
648,2,29,841,2,1,2,1,SPD,1,2,0,1,-1.3013183,1.1161331,2,1,3,2,2,-1,-2.3013182,4,0
648,3,29,841,2,1,2,1,Grüne,1,2,1,1,-1.7564344,1.165725,2,1,3,2,2,0,-2.7564344,4,0
648,4,29,841,2,1,2,1,AfD,1,2,3,4,3.1958568,.6836158,2,1,3,2,2,-2,-2.1958568,4,1
648,5,29,841,2,1,2,1,Linke,1,2,1,3,-3.566855,.7859385,2,1,3,2,2,0,-4.566855,4,0
648,6,29,841,2,1,2,1,FDP,1,2,0,2,-.28876334,1.2912743,2,1,3,2,2,-1,-1.2887633,4,0
653,1,48,2304,1,0,1,1,CDU/CSU,0,0,-2,0,-.017576899,1.1010672,3,1,0,-2,4,-2,-.017576899,4,0
653,2,48,2304,1,0,1,1,SPD,0,0,-2,1,-1.3013183,1.1161331,3,1,0,-2,4,-2,-1.3013183,4,0
653,3,48,2304,1,0,1,1,Grüne,0,0,-2,1,-1.7564344,1.165725,3,1,0,-2,4,-2,-1.7564344,4,0
653,4,48,2304,1,0,1,1,AfD,0,0,2,0,3.1958568,.6836158,3,1,0,-2,4,-2,-3.1958568,4,1
653,5,48,2304,1,0,1,1,Linke,0,0,-5,0,-3.566855,.7859385,3,1,0,-2,4,-5,-3.566855,4,0
653,6,48,2304,1,0,1,1,FDP,0,0,-3,1,-.28876334,1.2912743,3,1,0,-2,4,-3,-.28876334,4,0
656,1,58,3364,2,0,2,1,CDU/CSU,2,1,3,1,-.017576899,1.1010672,4,1,3,2,1,-1,-2.0175769,1,1
656,2,58,3364,2,0,2,1,SPD,2,1,-3,1,-1.3013183,1.1161331,4,1,3,2,1,-5,-3.3013182,1,0
656,3,58,3364,2,0,2,1,Grüne,2,1,-1,1,-1.7564344,1.165725,4,1,3,2,1,-3,-3.7564344,1,0
656,4,58,3364,2,0,2,1,AfD,2,1,5,0,3.1958568,.6836158,4,1,3,2,1,-3,-1.1958568,1,0
656,5,58,3364,2,0,2,1,Linke,2,1,-5,1,-3.566855,.7859385,4,1,3,2,1,-7,-5.566855,1,0
656,6,58,3364,2,0,2,1,FDP,2,1,4,1,-.28876334,1.2912743,4,1,3,2,1,-2,-2.2887633,1,0
658,1,69,4761,1,0,2,3,CDU/CSU,-2,2,0,2,-.017576899,1.1010672,3,4,4,2,2,-2,-1.9824231,1,1
658,2,69,4761,1,0,2,3,SPD,-2,2,-2,2,-1.3013183,1.1161331,3,4,4,2,2,0,-.69868171,1,0
658,3,69,4761,1,0,2,3,Grüne,-2,2,1,2,-1.7564344,1.165725,3,4,4,2,2,-3,-.24356556,1,0
658,4,69,4761,1,0,2,3,AfD,-2,2,-5,0,3.1958568,.6836158,3,4,4,2,2,-3,-5.195857,1,0
658,5,69,4761,1,0,2,3,Linke,-2,2,-3,1,-3.566855,.7859385,3,4,4,2,2,-1,-1.566855,1,0
658,6,69,4761,1,0,2,3,FDP,-2,2,0,2,-.28876334,1.2912743,3,4,4,2,2,-2,-1.7112367,1,0
663,1,60,3600,4,0,0,2,CDU/CSU,-5,0,0,0,-.017576899,1.1010672,4,4,0,1,0,-5,-4.9824233,6,0
663,2,60,3600,4,0,0,2,SPD,-5,0,-4,0,-1.3013183,1.1161331,4,4,0,1,0,-1,-3.6986818,6,0
663,3,60,3600,4,0,0,2,Grüne,-5,0,-5,0,-1.7564344,1.165725,4,4,0,1,0,0,-3.2435656,6,0
663,4,60,3600,4,0,0,2,AfD,-5,0,-1,0,3.1958568,.6836158,4,4,0,1,0,-4,-8.195857,6,0
663,5,60,3600,4,0,0,2,Linke,-5,0,-5,0,-3.566855,.7859385,4,4,0,1,0,0,-1.433145,6,0
663,6,60,3600,4,0,0,2,FDP,-5,0,-1,0,-.28876334,1.2912743,4,4,0,1,0,-4,-4.7112365,6,1
664,1,67,4489,1,0,1,1,CDU/CSU,-2,3,-2,2,-.017576899,1.1010672,1,4,3,-2,1,0,-1.9824231,1,1
664,2,67,4489,1,0,1,1,SPD,-2,3,1,3,-1.3013183,1.1161331,1,4,3,-2,1,-3,-.69868171,1,0
664,3,67,4489,1,0,1,1,Grüne,-2,3,0,2,-1.7564344,1.165725,1,4,3,-2,1,-2,-.24356556,1,0
664,4,67,4489,1,0,1,1,AfD,-2,3,5,0,3.1958568,.6836158,1,4,3,-2,1,-7,-5.195857,1,0
664,5,67,4489,1,0,1,1,Linke,-2,3,-2,2,-3.566855,.7859385,1,4,3,-2,1,0,-1.566855,1,0
664,6,67,4489,1,0,1,1,FDP,-2,3,0,4,-.28876334,1.2912743,1,4,3,-2,1,-2,-1.7112367,1,0
665,1,51,2601,2,1,2,0,CDU/CSU,3,1,1,1,-.017576899,1.1010672,3,3,3,-1,1,-2,-3.0175769,1,1
665,2,51,2601,2,1,2,0,SPD,3,1,-2,1,-1.3013183,1.1161331,3,3,3,-1,1,-5,-4.3013182,1,0
665,3,51,2601,2,1,2,0,Grüne,3,1,-5,0,-1.7564344,1.165725,3,3,3,-1,1,-8,-4.7564344,1,0
665,4,51,2601,2,1,2,0,AfD,3,1,4,1,3.1958568,.6836158,3,3,3,-1,1,-1,-.19585681,1,0
665,5,51,2601,2,1,2,0,Linke,3,1,-5,0,-3.566855,.7859385,3,3,3,-1,1,-8,-6.566855,1,0
665,6,51,2601,2,1,2,0,FDP,3,1,0,1,-.28876334,1.2912743,3,3,3,-1,1,-3,-3.2887633,1,0
669,1,52,2704,1,0,3,1,CDU/CSU,-5,0,1,0,-.017576899,1.1010672,4,3,3,-3,0,-6,-4.9824233,5,0
669,2,52,2704,1,0,3,1,SPD,-5,0,-5,0,-1.3013183,1.1161331,4,3,3,-3,0,0,-3.6986818,5,0
669,3,52,2704,1,0,3,1,Grüne,-5,0,-3,0,-1.7564344,1.165725,4,3,3,-3,0,-2,-3.2435656,5,0
669,4,52,2704,1,0,3,1,AfD,-5,0,5,0,3.1958568,.6836158,4,3,3,-3,0,-10,-8.195857,5,0
669,5,52,2704,1,0,3,1,Linke,-5,0,-5,0,-3.566855,.7859385,4,3,3,-3,0,0,-1.433145,5,1
669,6,52,2704,1,0,3,1,FDP,-5,0,-4,0,-.28876334,1.2912743,4,3,3,-3,0,-1,-4.7112365,5,0
671,1,61,3721,1,0,2,0,CDU/CSU,2,0,1,1,-.017576899,1.1010672,3,3,3,1,1,-1,-2.0175769,1,1
671,2,61,3721,1,0,2,0,SPD,2,0,0,1,-1.3013183,1.1161331,3,3,3,1,1,-2,-3.3013182,1,0
671,3,61,3721,1,0,2,0,Grüne,2,0,-2,1,-1.7564344,1.165725,3,3,3,1,1,-4,-3.7564344,1,0
671,4,61,3721,1,0,2,0,AfD,2,0,5,0,3.1958568,.6836158,3,3,3,1,1,-3,-1.1958568,1,0
671,5,61,3721,1,0,2,0,Linke,2,0,-3,1,-3.566855,.7859385,3,3,3,1,1,-5,-5.566855,1,0
671,6,61,3721,1,0,2,0,FDP,2,0,-1,1,-.28876334,1.2912743,3,3,3,1,1,-3,-2.2887633,1,0
672,1,44,1936,2,1,2,0,CDU/CSU,-2,1,-1,1,-.017576899,1.1010672,2,3,2,-4,1,-1,-1.9824231,5,0
672,2,44,1936,2,1,2,0,SPD,-2,1,0,1,-1.3013183,1.1161331,2,3,2,-4,1,-2,-.69868171,5,0
672,3,44,1936,2,1,2,0,Grüne,-2,1,0,1,-1.7564344,1.165725,2,3,2,-4,1,-2,-.24356556,5,0
672,4,44,1936,2,1,2,0,AfD,-2,1,5,0,3.1958568,.6836158,2,3,2,-4,1,-7,-5.195857,5,0
672,5,44,1936,2,1,2,0,Linke,-2,1,-5,0,-3.566855,.7859385,2,3,2,-4,1,-3,-1.566855,5,1
672,6,44,1936,2,1,2,0,FDP,-2,1,-1,1,-.28876334,1.2912743,2,3,2,-4,1,-1,-1.7112367,5,0
674,1,59,3481,1,0,1,1,CDU/CSU,1,0,1,1,-.017576899,1.1010672,2,4,3,1,1,0,-1.0175769,1,1
674,2,59,3481,1,0,1,1,SPD,1,0,1,1,-1.3013183,1.1161331,2,4,3,1,1,0,-2.3013182,1,0
674,3,59,3481,1,0,1,1,Grüne,1,0,0,3,-1.7564344,1.165725,2,4,3,1,1,-1,-2.7564344,1,0
674,4,59,3481,1,0,1,1,AfD,1,0,3,3,3.1958568,.6836158,2,4,3,1,1,-2,-2.1958568,1,0
674,5,59,3481,1,0,1,1,Linke,1,0,-4,3,-3.566855,.7859385,2,4,3,1,1,-5,-4.566855,1,0
674,6,59,3481,1,0,1,1,FDP,1,0,0,3,-.28876334,1.2912743,2,4,3,1,1,-1,-1.2887633,1,0
675,1,62,3844,1,0,2,1,CDU/CSU,1,1,0,1,-.017576899,1.1010672,2,1,3,0,1,-1,-1.0175769,2,0
675,2,62,3844,1,0,2,1,SPD,1,1,-1,1,-1.3013183,1.1161331,2,1,3,0,1,-2,-2.3013182,2,1
675,3,62,3844,1,0,2,1,Grüne,1,1,-2,1,-1.7564344,1.165725,2,1,3,0,1,-3,-2.7564344,2,0
675,4,62,3844,1,0,2,1,AfD,1,1,5,0,3.1958568,.6836158,2,1,3,0,1,-4,-2.1958568,2,0
675,5,62,3844,1,0,2,1,Linke,1,1,-4,0,-3.566855,.7859385,2,1,3,0,1,-5,-4.566855,2,0
675,6,62,3844,1,0,2,1,FDP,1,1,0,1,-.28876334,1.2912743,2,1,3,0,1,-1,-1.2887633,2,0
676,1,50,2500,2,0,2,2,CDU/CSU,-1,1,2,0,-.017576899,1.1010672,3,3,3,0,1,-3,-.98242313,3,0
676,2,50,2500,2,0,2,2,SPD,-1,1,-1,0,-1.3013183,1.1161331,3,3,3,0,1,0,-.30131829,3,0
676,3,50,2500,2,0,2,2,Grüne,-1,1,-2,0,-1.7564344,1.165725,3,3,3,0,1,-1,-.75643444,3,1
676,4,50,2500,2,0,2,2,AfD,-1,1,5,1,3.1958568,.6836158,3,3,3,0,1,-6,-4.195857,3,0
676,5,50,2500,2,0,2,2,Linke,-1,1,-4,0,-3.566855,.7859385,3,3,3,0,1,-3,-2.566855,3,0
676,6,50,2500,2,0,2,2,FDP,-1,1,1,1,-.28876334,1.2912743,3,3,3,0,1,-2,-.71123666,3,0
678,1,60,3600,1,0,0,1,CDU/CSU,-5,0,5,0,-.017576899,1.1010672,1,2,0,5,0,-10,-4.9824233,5,0
678,2,60,3600,1,0,0,1,SPD,-5,0,5,0,-1.3013183,1.1161331,1,2,0,5,0,-10,-3.6986818,5,0
678,3,60,3600,1,0,0,1,Grüne,-5,0,4,0,-1.7564344,1.165725,1,2,0,5,0,-9,-3.2435656,5,0
678,4,60,3600,1,0,0,1,AfD,-5,0,-5,0,3.1958568,.6836158,1,2,0,5,0,0,-8.195857,5,0
678,5,60,3600,1,0,0,1,Linke,-5,0,-5,0,-3.566855,.7859385,1,2,0,5,0,0,-1.433145,5,1
678,6,60,3600,1,0,0,1,FDP,-5,0,5,0,-.28876334,1.2912743,1,2,0,5,0,-10,-4.7112365,5,0
680,1,57,3249,1,1,1,1,CDU/CSU,0,4,0,3,-.017576899,1.1010672,1,4,1,0,3,0,-.017576899,2,0
680,2,57,3249,1,1,1,1,SPD,0,4,0,3,-1.3013183,1.1161331,1,4,1,0,3,0,-1.3013183,2,1
680,3,57,3249,1,1,1,1,Grüne,0,4,0,3,-1.7564344,1.165725,1,4,1,0,3,0,-1.7564344,2,0
680,4,57,3249,1,1,1,1,AfD,0,4,0,3,3.1958568,.6836158,1,4,1,0,3,0,-3.1958568,2,0
