exp,vignette,positions,types,i,unc,vote,vote_spa,vote_straight_A,vote_straight_B,vote_straight_cer,vote_straight_spa,vote_straight_unc,vote_unc,ut_A,ut_B,ut_B_A,ut_B_A_sq,ut_cer,ut_unc,ut_unc_cer,ut_unc_cer_sq,ut_unc_max,ut_unc_min,lr_A,lr_B,lr_cer,lr_i,lr_i_unc,lr_i_unc_cat,lr_unc,lr_unc_max,lr_unc_min,age,education,female,impact,impact_cat,ind_unc,polinterest,risk,risk_cat,satisdmo,sq,sq_unc,switch_1_2,switch_1_2_cer,switch_1_2_unc
2,,1,1,1208,0,1,1,0,1,0,1,0,0,-3,-3,0,0,-3,-3,0,0,,,-3,-3,-3,0,0,0,-3,,,59,2,0,1,0,2,2,3,2,2,0,0,0,0,0
2,,1,3,1211,1,1,1,0,1,0,1,0,1,-3,-1,2,-8,-3,-1,2,-8,,,-3,1,-3,0,1,0,1,,,24,3,1,2,1,0,0,2,1,2,0,1,0,0,0
2,,1,2,1213,0,0,1,0,0,0,1,0,1,-3,-4,-1,7,-4,-3,1,-7,,,0,1,1,-3,1,0,0,,,36,1,1,2,1,1,3,3,2,2,-2,0,0,0,0
2,,1,3,1216,0,0,1,0,0,0,0,0,1,-4,-4,0,0,-4,-4,0,0,,,-4,4,4,0,0,0,-4,,,64,2,0,3,1,2,3,3,2,3,-1,1,0,0,0
2,,1,1,1219,1,1,1,0,0,0,1,0,1,-5,-1,4,-24,-5,-1,4,-24,,,-4,0,-4,1,0,0,0,,,60,1,0,2,1,1,2,2,1,3,1,0,0,0,0
2,,1,2,1222,1,0,1,0,0,0,1,0,0,-1,-2,-1,3,-1,-2,-1,3,,,-2,-1,-2,-3,1,0,-1,,,57,4,0,2,1,1,3,3,2,3,-1,1,0,0,0
2,,1,3,1226,0,0,1,1,0,0,0,0,1,-2,-2,0,0,-2,-2,0,0,,,-2,2,2,0,1,0,-2,,,69,1,1,2,1,1,0,3,2,2,-1,2,0,0,0
2,,1,2,1229,0,0,1,0,0,0,1,0,1,-5,-6,-1,11,-6,-5,1,-11,,,2,3,3,-3,2,1,2,,,19,2,1,1,0,1,2,3,2,3,-4,2,0,0,0
2,,1,3,1230,0,0,1,0,0,0,1,0,1,-1,-4,-3,15,-4,-1,3,-15,,,-4,1,1,-3,1,0,-4,,,24,3,0,2,1,0,1,3,2,3,2,2,0,0,0
2,,1,2,1232,0,0,1,0,0,0,1,0,1,-1,-3,-2,8,-3,-1,2,-8,,,1,3,3,0,0,0,1,,,56,4,1,3,1,0,3,3,2,3,3,1,0,0,0
2,,1,2,1235,1,0,1,0,0,0,1,0,0,-3,-3,0,0,-3,-3,0,0,,,0,0,0,-3,3,1,0,,,57,2,1,2,1,1,2,1,0,2,-2,2,0,0,0
2,,1,3,1237,1,0,1,0,0,0,1,0,0,-1,-5,-4,24,-1,-5,-4,24,,,-3,3,-3,-2,0,0,3,,,57,3,0,1,0,1,4,1,0,1,0,1,0,0,0
2,,1,2,1240,0,0,1,0,0,0,1,0,1,-5,-7,-2,24,-7,-5,2,-24,,,2,4,4,-3,0,0,2,,,30,4,1,1,0,0,2,2,1,2,-1,0,0,0,0
2,,1,3,1242,0,1,1,0,0,0,1,0,0,-4,-3,1,-7,-3,-4,-1,7,,,-4,3,3,0,1,0,-4,,,52,1,1,1,0,0,1,3,2,2,0,1,0,0,0
2,,1,3,1248,0,0,1,1,0,0,0,0,1,-1,-4,-3,15,-4,-1,3,-15,,,-1,4,4,0,1,0,-1,,,38,4,0,2,1,2,2,3,2,3,2,1,0,0,0
2,,1,3,1250,0,0,1,0,0,0,1,0,1,-1,-4,-3,15,-4,-1,3,-15,,,-1,4,4,0,0,0,-1,,,58,3,0,2,1,0,4,2,1,3,0,1,0,0,0
2,,1,1,1252,0,1,1,0,0,0,0,0,0,-3,-2,1,-5,-2,-3,-1,5,,,-4,-3,-3,-1,0,0,-4,,,32,3,1,3,1,1,4,1,0,4,-1,0,1,1,0
2,,1,2,1253,0,0,1,1,0,0,1,0,1,-3,-4,-1,7,-4,-3,1,-7,,,1,2,2,-2,1,0,1,,,53,2,1,2,1,1,1,4,2,2,-4,1,0,0,0
2,,1,2,1254,0,0,1,0,0,0,1,0,1,-2,-5,-3,21,-5,-2,3,-21,,,0,3,3,-2,1,0,0,,,28,2,1,3,1,1,2,3,2,2,0,2,0,0,0
2,,1,3,1256,0,1,1,0,0,1,1,0,0,-4,0,4,-16,0,-4,-4,16,,,-4,0,0,0,0,0,-4,,,68,1,0,3,1,0,3,1,0,4,0,0,0,0,0
2,,1,1,1268,1,1,1,0,0,0,1,0,1,-3,-1,2,-8,-3,-1,2,-8,,,-4,-2,-4,-1,0,0,-2,,,54,2,0,1,0,0,2,3,2,3,-1,0,0,0,0
2,,1,2,1270,1,0,1,0,0,0,1,0,0,-1,-3,-2,8,-1,-3,-2,8,,,-2,0,-2,-3,1,0,0,,,33,3,1,2,1,0,3,1,0,3,1,1,0,0,0
2,,1,2,1272,0,0,1,1,0,0,1,0,1,-1,-4,-3,15,-4,-1,3,-15,,,0,3,3,-1,0,0,0,,,39,2,1,1,0,1,2,2,1,2,-1,1,0,0,0
2,,1,3,1277,0,0,1,1,0,0,0,0,1,-4,-4,0,0,-4,-4,0,0,,,-4,4,4,0,2,1,-4,,,70,1,0,2,1,3,1,2,1,3,0,2,0,0,0
2,,1,3,1280,1,0,1,0,0,0,0,0,0,-1,-4,-3,15,-1,-4,-3,15,,,-1,4,-1,0,0,0,4,,,36,2,1,0,0,2,4,2,1,0,-5,0,1,1,0
2,,1,2,1282,0,0,1,0,0,0,0,0,1,-1,-2,-1,3,-2,-1,1,-3,,,1,2,2,0,0,0,1,,,34,2,1,1,0,1,2,4,2,3,0,0,1,0,1
2,,1,3,1285,0,0,0,0,0,0,0,0,1,-1,0,1,-1,0,-1,-1,1,,,-1,0,0,0,1,0,-1,,,33,2,1,2,1,2,2,1,0,2,0,1,1,0,1
2,,1,3,1286,0,0,0,0,0,0,0,0,1,-4,-2,2,-12,-2,-4,-2,12,,,-3,3,3,1,2,1,-3,,,33,4,1,1,0,3,3,3,2,3,0,2,0,0,0
2,,1,3,1292,0,1,1,0,0,0,1,0,0,-5,0,5,-25,0,-5,-5,25,,,-3,2,2,2,0,0,-3,,,56,2,0,3,1,1,4,1,0,2,-2,1,0,0,0
2,,1,2,1294,1,0,1,0,0,0,1,0,0,-4,-6,-2,20,-4,-6,-2,20,,,2,4,2,-2,0,0,4,,,60,2,0,2,1,2,4,1,0,3,-1,0,0,0,0
2,,1,4,1295,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,-1,-1,-1,-1,1,0,-1,,,55,1,0,1,0,3,3,3,2,0,-1,0,0,0,0
2,,1,2,1297,1,0,1,0,0,0,1,0,0,-1,-5,-4,24,-1,-5,-4,24,,,-1,3,-1,-2,0,0,3,,,60,4,0,2,1,1,4,4,2,3,1,0,0,0,0
2,,1,3,1299,1,1,1,0,0,0,1,0,1,-2,0,2,-4,-2,0,2,-4,,,-4,-2,-4,-2,1,0,-2,,,55,4,1,1,0,2,2,4,2,2,1,1,0,0,0
2,,1,2,1304,0,0,1,0,0,0,1,0,1,-3,-6,-3,27,-6,-3,3,-27,,,0,3,3,-3,0,0,0,,,62,3,1,0,0,0,3,3,2,1,0,1,0,0,0
2,,1,2,1308,0,0,1,0,0,0,1,0,1,-2,-2,0,0,-2,-2,0,0,,,2,2,2,0,0,0,2,,,54,2,0,1,0,1,1,4,2,0,5,1,1,0,1
2,,1,3,1310,0,1,1,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,,,-2,0,0,-1,2,1,-2,,,50,2,1,1,0,2,2,2,1,1,0,2,0,0,0
2,,1,3,1312,1,0,1,1,0,0,0,0,0,-3,-3,0,0,-3,-3,0,0,,,-3,3,-3,0,0,0,3,,,62,2,1,2,1,1,2,3,2,3,-4,1,0,0,0
2,,1,3,1317,1,0,0,1,0,0,0,0,0,-3,-2,1,-5,-3,-2,1,-5,,,-2,3,-2,1,1,0,3,,,30,3,0,2,1,1,1,1,0,3,-1,1,0,0,0
2,,1,3,1321,0,0,1,1,0,0,1,0,1,-1,-4,-3,15,-4,-1,3,-15,,,-3,2,2,-2,0,0,-3,,,55,2,0,2,1,0,4,3,2,2,-2,1,0,0,0
2,,1,2,1322,1,1,0,0,0,0,0,0,1,-1,-2,-1,3,-1,-2,-1,3,,,1,2,1,0,0,0,2,,,47,1,1,0,0,2,0,4,2,2,-1,0,1,0,1
2,,1,3,1324,0,0,1,0,0,0,0,0,1,-1,-2,-1,3,-2,-1,1,-3,,,-1,2,2,0,2,1,-1,,,19,3,1,2,1,2,1,1,0,2,0,3,0,0,0
2,,1,2,1326,0,0,1,0,0,0,1,0,1,-4,-6,-2,20,-6,-4,2,-20,,,1,3,3,-3,0,0,1,,,45,3,0,2,1,1,3,3,2,3,1,1,0,0,0
2,,1,3,1329,1,1,1,0,0,0,1,0,1,-2,0,2,-4,-2,0,2,-4,,,-3,-1,-3,-1,1,0,-1,,,33,3,0,1,0,2,2,2,1,2,1,1,0,0,0
2,,1,3,1330,0,1,1,0,0,0,1,0,0,-4,0,4,-16,0,-4,-4,16,,,-3,1,1,1,1,0,-3,,,40,1,0,2,1,1,2,1,0,3,0,1,0,0,0
2,,1,3,1334,0,0,1,0,0,0,0,0,1,0,-2,-2,4,-2,0,2,-4,,,0,2,2,0,1,0,0,,,56,2,1,0,0,2,3,3,2,2,0,1,0,0,0
2,,1,3,1335,1,1,0,0,1,0,0,1,1,-2,-4,-2,12,-2,-4,-2,12,,,-2,4,-2,0,1,0,4,,,43,3,0,1,0,3,1,3,2,2,-1,2,0,0,0
2,,1,3,1336,1,1,1,0,0,0,0,0,1,-4,-3,1,-7,-4,-3,1,-7,,,-4,3,-4,0,3,1,3,,,59,2,1,2,1,2,2,3,2,3,-3,3,1,0,1
2,,1,1,1343,1,1,1,0,0,0,1,0,1,-3,-1,2,-8,-3,-1,2,-8,,,-3,-1,-3,0,1,0,-1,,,43,3,1,1,0,2,2,2,1,2,-2,2,0,0,0
2,,1,1,1344,1,1,1,0,0,0,0,0,1,-2,-1,1,-3,-2,-1,1,-3,,,-2,-1,-2,0,1,0,-1,,,57,3,0,2,1,0,3,4,2,3,0,1,1,0,1
2,,1,2,1345,0,0,1,1,0,0,1,0,1,-1,-5,-4,24,-5,-1,4,-24,,,0,4,4,-1,1,0,0,,,60,2,1,2,1,2,3,1,0,2,1,2,0,0,0
2,,1,3,1348,0,0,1,1,0,0,1,0,1,-2,-2,0,0,-2,-2,0,0,,,-4,0,0,-2,1,0,-4,,,53,3,0,3,1,2,3,3,2,3,-3,1,0,0,0
2,,1,2,1349,1,0,1,1,0,1,0,0,0,-2,-2,0,0,-2,-2,0,0,,,2,2,2,0,2,1,2,,,57,2,1,1,0,0,1,4,2,2,0,2,0,0,0
2,,1,2,1350,0,0,1,1,0,0,0,0,1,-1,-4,-3,15,-4,-1,3,-15,,,1,4,4,0,3,1,1,,,63,1,0,0,0,2,3,3,2,1,-3,2,0,0,0
2,,1,3,1351,0,0,1,1,0,0,1,0,1,-1,-5,-4,24,-5,-1,4,-24,,,-3,3,3,-2,1,0,-3,,,57,4,0,2,1,1,3,2,1,3,0,1,0,0,0
2,,1,3,1354,0,1,1,0,0,0,1,0,0,-2,-1,1,-3,-1,-2,-1,3,,,-2,1,1,0,1,0,-2,,,60,2,1,2,1,1,3,2,1,2,0,1,0,0,0
2,,1,1,1361,0,1,1,0,0,0,0,0,0,-5,-4,1,-9,-4,-5,-1,9,,,-1,0,0,4,0,0,-1,,,58,1,1,1,0,1,0,4,2,1,0,1,1,1,0
2,,1,3,1364,0,1,1,0,0,0,0,0,0,-2,-2,0,0,-2,-2,0,0,,,-3,1,1,-1,0,0,-3,,,59,2,1,1,0,1,2,1,0,3,0,1,0,0,0
2,,1,3,1366,1,1,1,0,0,0,1,0,1,-2,-1,1,-3,-2,-1,1,-3,,,-3,0,-3,-1,0,0,0,,,60,2,1,2,1,2,3,4,2,3,-1,1,0,0,0
2,,1,1,1369,1,1,1,0,1,0,1,0,1,-2,-2,0,0,-2,-2,0,0,,,-1,-1,-1,1,0,0,-1,,,50,3,0,1,0,2,1,2,1,1,-1,0,0,0,0
2,,1,3,1371,1,0,1,0,0,0,0,0,0,0,-3,-3,9,0,-3,-3,9,,,0,3,0,0,0,0,3,,,58,2,1,2,1,1,2,3,2,3,0,0,0,0,0
2,,1,1,1379,1,1,1,0,0,0,1,0,1,-2,-1,1,-3,-2,-1,1,-3,,,-1,0,-1,1,0,0,0,,,60,1,0,3,1,1,4,3,2,4,1,1,0,0,0
2,,1,3,1380,1,1,1,0,0,0,1,0,1,-7,0,7,-49,-7,0,7,-49,,,-4,3,-4,3,0,0,3,,,49,3,0,2,1,1,4,0,0,2,-1,0,0,0,0
2,,1,2,1385,1,0,1,0,0,0,1,0,0,-1,-2,-1,3,-1,-2,-1,3,,,-1,0,-1,-2,1,0,0,,,47,2,1,2,1,1,2,1,0,3,-1,2,0,0,0
2,,1,3,1387,1,1,1,0,0,0,1,0,1,-4,-1,3,-15,-4,-1,3,-15,,,-1,4,-1,3,0,0,4,,,49,4,0,0,0,0,2,3,2,1,-4,0,0,0,0
2,,1,3,1389,1,0,1,0,0,0,1,0,0,0,-2,-2,4,0,-2,-2,4,,,-2,0,-2,-2,1,0,0,,,66,2,0,3,1,1,3,2,1,4,1,1,0,0,0
2,,1,2,1391,0,1,1,0,0,0,1,0,0,-3,-3,0,0,-3,-3,0,0,,,2,2,2,-1,2,1,2,,,68,1,0,2,1,1,2,1,0,3,0,1,1,1,0
2,,1,3,1392,0,0,1,0,0,0,1,0,1,-1,-3,-2,8,-3,-1,2,-8,,,-1,3,3,0,0,0,-1,,,53,1,1,0,0,0,0,2,1,0,-5,2,0,0,0
2,,1,3,1396,1,0,1,1,0,0,1,0,0,-3,-5,-2,16,-3,-5,-2,16,,,-4,4,-4,-1,0,0,4,,,53,2,1,2,1,2,2,1,0,2,-2,1,0,0,0
2,,1,3,1397,0,1,1,0,0,0,1,0,0,-1,-1,0,0,-1,-1,0,0,,,-1,1,1,0,1,0,-1,,,41,4,1,1,0,2,3,1,0,3,0,1,0,0,0
2,,1,2,1400,0,0,1,0,0,0,1,0,1,-1,-3,-2,8,-3,-1,2,-8,,,2,4,4,1,1,0,2,,,67,2,0,2,1,1,2,2,1,4,2,1,0,0,0
2,,1,3,1401,0,0,1,1,0,0,1,0,1,-1,-4,-3,15,-4,-1,3,-15,,,-2,3,3,-1,1,0,-2,,,26,2,0,2,1,2,3,1,0,4,-3,1,0,0,0
2,,1,1,1402,1,0,0,0,0,0,0,0,0,-3,-2,1,-5,-3,-2,1,-5,,,-1,0,-1,2,1,0,0,,,27,4,1,2,1,1,3,1,0,3,3,1,1,1,0
2,,1,2,1403,1,0,1,0,0,0,1,0,0,-5,-7,-2,24,-5,-7,-2,24,,,2,4,2,-3,1,0,4,,,51,4,0,2,1,1,4,1,0,3,-1,1,0,0,0
2,,1,1,1409,1,1,1,0,0,0,1,0,1,-8,-3,5,-55,-8,-3,5,-55,,,-3,2,-3,5,0,0,2,,,56,2,1,0,0,0,4,4,2,0,-5,0,0,0,0
2,,1,2,1410,1,0,1,1,0,0,1,0,0,-2,-2,0,0,-2,-2,0,0,,,1,1,1,-1,1,0,1,,,41,2,1,2,1,1,3,1,0,3,-1,1,0,0,0
2,,1,3,1412,1,1,1,0,0,0,1,0,1,-6,0,6,-36,-6,0,6,-36,,,-3,3,-3,3,0,0,3,,,58,2,1,1,0,1,2,2,1,0,-5,0,0,0,0
2,,1,3,1413,1,0,1,0,0,0,0,0,0,-3,-3,0,0,-3,-3,0,0,,,-3,3,-3,0,1,0,3,,,36,2,0,2,1,1,3,2,1,2,0,2,1,1,0
2,,1,2,1414,1,0,1,0,0,0,1,0,0,-1,-2,-1,3,-1,-2,-1,3,,,-1,0,-1,-2,1,0,0,,,66,1,1,1,0,1,2,4,2,3,1,1,0,0,0
2,,1,3,1420,0,0,0,1,0,0,0,0,1,-3,-1,2,-8,-1,-3,-2,8,,,-3,1,1,0,2,1,-3,,,54,3,1,2,1,1,1,3,2,2,0,2,0,0,0
2,,1,2,1422,1,0,1,0,0,0,1,0,0,-1,-2,-1,3,-1,-2,-1,3,,,1,2,1,0,0,0,2,,,48,2,1,2,1,0,2,3,2,2,-1,2,0,0,0
2,,1,1,1426,1,1,1,0,0,0,0,0,1,-3,-3,0,0,-3,-3,0,0,,,-2,-2,-2,1,2,1,-2,,,31,4,1,2,1,3,0,2,1,2,0,2,0,0,0
2,,1,2,1427,0,0,1,0,0,0,1,0,1,-5,-6,-1,11,-6,-5,1,-11,,,2,3,3,-3,0,0,2,,,67,1,1,2,1,1,2,4,2,1,-1,0,0,0,0
2,,1,2,1430,1,0,1,0,0,0,1,0,0,-5,-7,-2,24,-5,-7,-2,24,,,2,4,2,-3,1,0,4,,,31,4,0,2,1,1,3,2,1,2,0,1,0,0,0
2,,1,1,1434,1,0,0,0,0,0,0,0,0,-5,-4,1,-9,-5,-4,1,-9,,,-4,-3,-4,1,1,0,-3,,,70,2,0,2,1,0,3,2,1,3,-3,0,0,0,0
2,,1,3,1435,1,0,1,1,0,0,1,0,0,-1,-2,-1,3,-1,-2,-1,3,,,-2,1,-2,-1,1,0,1,,,24,4,1,2,1,1,3,1,0,3,0,0,0,0,0
2,,1,3,1436,0,0,1,1,0,0,1,0,1,-1,-2,-1,3,-2,-1,1,-3,,,-3,0,0,-2,1,0,-3,,,35,4,1,2,1,2,3,3,2,2,0,1,0,0,0
2,,1,3,1438,0,1,1,0,0,0,1,0,0,-5,-2,3,-21,-2,-5,-3,21,,,-3,4,4,2,0,0,-3,,,46,4,1,2,1,2,3,3,2,2,-1,1,0,0,0
2,,1,1,1442,1,0,0,1,0,0,0,0,0,-2,-1,1,-3,-2,-1,1,-3,,,-3,-2,-3,-1,1,0,-2,,,56,1,1,1,0,1,1,3,2,1,0,1,0,0,0
2,,1,3,1443,1,0,0,0,0,0,0,0,0,-1,0,1,-1,-1,0,1,-1,,,-3,-2,-3,-2,0,0,-2,,,56,2,1,2,1,1,2,1,0,3,-2,1,0,0,0
2,,1,3,1446,0,1,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,1,-1,,,1,2,2,1,0,0,1,,,43,2,0,2,1,2,3,1,0,3,-1,1,0,0,0
2,,1,2,1450,0,0,1,0,0,0,0,0,1,-3,-5,-2,16,-5,-3,2,-16,,,0,2,2,-3,0,0,0,,,51,3,0,1,0,1,3,1,0,2,0,1,1,0,1
2,,1,3,1452,0,1,1,0,0,0,1,0,0,-6,0,6,-36,0,-6,-6,36,,,-2,4,4,4,1,0,-2,,,60,2,1,3,1,1,4,3,2,2,1,1,0,0,0
2,,1,2,1456,1,0,1,0,0,0,1,0,0,-2,-6,-4,32,-2,-6,-4,32,,,-2,2,-2,-4,1,0,2,,,48,2,1,2,1,1,2,2,1,2,-3,1,0,0,0
2,,1,3,1457,1,1,1,0,0,0,0,0,1,-2,0,2,-4,-2,0,2,-4,,,-2,0,-2,0,1,0,0,,,46,1,0,1,0,0,2,3,2,2,0,2,0,0,0
2,,1,3,1465,1,1,1,0,0,0,0,0,1,-3,-1,2,-8,-3,-1,2,-8,,,-3,1,-3,0,1,0,1,,,31,4,1,2,1,0,0,3,2,3,0,2,1,0,1
2,,1,3,1467,1,0,1,1,0,1,1,0,0,-2,-6,-4,32,-2,-6,-4,32,,,-4,4,-4,-2,0,0,4,,,54,3,0,2,1,0,4,3,2,3,0,0,0,0,0
2,,1,2,1471,0,0,1,0,0,0,0,0,1,-2,-3,-1,5,-3,-2,1,-5,,,2,3,3,0,0,0,2,,,67,1,0,1,0,0,2,3,2,2,0,0,1,0,1
2,,1,3,1475,0,0,1,1,0,0,1,0,1,-2,-5,-3,21,-5,-2,3,-21,,,-3,4,4,-1,1,0,-3,,,28,2,1,2,1,1,3,1,0,2,-3,1,0,0,0
2,,1,3,1480,0,0,1,0,0,0,1,0,1,0,-1,-1,1,-1,0,1,-1,,,-3,-2,-2,-3,1,0,-3,,,29,3,0,1,0,0,3,1,0,3,0,1,0,0,0
2,,1,3,1481,1,0,1,1,0,0,0,0,0,-1,-3,-2,8,-1,-3,-2,8,,,-1,3,-1,0,0,0,3,,,59,4,0,2,1,1,4,3,2,3,0,1,0,0,0
2,,1,2,1483,1,0,1,0,0,0,1,0,0,-1,-4,-3,15,-1,-4,-3,15,,,-3,0,-3,-4,0,0,0,,,65,2,0,3,1,0,4,4,2,4,-1,1,0,0,0
2,,1,2,1486,1,0,1,0,0,0,1,0,0,-3,-5,-2,16,-3,-5,-2,16,,,-1,1,-1,-4,0,0,1,,,64,1,1,2,1,0,2,3,2,2,-5,0,0,0,0
2,,1,1,1489,1,1,1,0,0,0,0,0,1,-4,-1,3,-15,-4,-1,3,-15,,,-4,-1,-4,0,1,0,-1,,,53,3,1,2,1,2,3,3,2,3,0,1,0,0,0
2,,1,3,1490,1,0,1,0,0,0,1,0,0,0,-4,-4,16,0,-4,-4,16,,,-1,3,-1,-1,0,0,3,,,68,2,0,1,0,1,2,2,1,0,1,0,0,0,0
2,,1,2,1492,0,0,1,0,0,0,0,0,1,-2,-5,-3,21,-5,-2,3,-21,,,1,4,4,-1,2,1,1,,,42,1,1,2,1,2,0,4,2,2,-1,2,0,0,0
2,,1,1,1493,1,1,1,0,0,0,1,0,1,-1,-1,0,0,-1,-1,0,0,,,0,0,0,1,1,0,0,,,50,1,0,2,1,3,2,3,2,3,-1,1,0,0,0
2,,1,1,1494,0,1,1,0,1,0,1,0,0,-5,-1,4,-24,-1,-5,-4,24,,,-4,0,0,1,0,0,-4,,,61,2,0,2,1,1,4,4,2,3,-1,1,0,0,0
2,,1,3,1503,1,1,1,0,0,0,1,0,1,-1,0,1,-1,-1,0,1,-1,,,-1,0,-1,0,3,1,0,,,59,1,1,1,0,0,2,4,2,2,-1,3,0,0,0
2,,1,2,1508,1,0,1,0,0,0,1,0,0,-1,-4,-3,15,-1,-4,-3,15,,,-2,1,-2,-3,0,0,1,,,67,2,0,3,1,1,4,3,2,4,-1,0,0,0,0
2,,1,3,1510,0,0,0,0,0,0,0,0,1,-2,0,2,-4,0,-2,-2,4,,,-2,0,0,0,1,0,-2,,,41,4,1,3,1,3,1,1,0,4,0,1,0,0,0
2,,1,3,1512,1,1,1,0,0,0,1,0,1,-2,-1,1,-3,-2,-1,1,-3,,,-2,1,-2,0,1,0,1,,,30,2,1,2,1,2,2,3,2,2,0,1,0,0,0
2,,1,3,1514,0,0,1,0,0,0,1,0,1,-1,-6,-5,35,-6,-1,5,-35,,,-3,4,4,-2,0,0,-3,,,59,1,0,2,1,1,4,3,2,2,0,0,0,0,0
2,,1,3,1516,0,1,1,0,0,0,1,0,0,-3,-3,0,0,-3,-3,0,0,,,-3,3,3,0,0,0,-3,,,31,3,0,2,1,0,2,3,2,2,-1,1,1,1,0
2,,1,2,1519,0,0,1,0,0,0,1,0,1,-2,-5,-3,21,-5,-2,3,-21,,,1,4,4,-1,0,0,1,,,40,1,0,1,0,1,4,0,0,2,1,1,0,0,0
2,,1,3,1523,1,1,1,0,0,0,1,0,1,-5,0,5,-25,-5,0,5,-25,,,-4,1,-4,1,1,0,1,,,19,2,0,1,0,2,1,2,1,2,0,1,0,0,0
2,,1,1,1529,1,0,1,0,0,0,1,0,0,-2,-2,0,0,-2,-2,0,0,,,-3,-3,-3,-1,0,0,-3,,,30,4,1,3,1,2,2,3,2,3,0,0,0,0,0
2,,1,1,1530,1,1,1,0,0,0,1,0,1,-3,-1,2,-8,-3,-1,2,-8,,,0,2,0,3,1,0,2,,,67,2,0,2,1,1,4,1,0,3,3,1,0,0,0
2,,1,1,1531,0,1,1,0,0,0,1,0,0,-4,-2,2,-12,-2,-4,-2,12,,,-2,0,0,2,1,0,-2,,,60,3,0,3,1,0,3,3,2,1,-5,0,0,0,0
2,,1,1,1532,0,1,1,0,0,0,1,0,0,-5,-4,1,-9,-4,-5,-1,9,,,-4,-3,-3,1,1,0,-4,,,35,3,0,2,1,1,4,3,2,2,-2,0,0,0,0
2,,1,2,1539,1,0,1,0,0,0,1,0,0,-5,-6,-1,11,-5,-6,-1,11,,,1,2,1,-4,0,0,2,,,53,2,1,2,1,0,2,3,2,3,-4,0,0,0,0
2,,1,3,1540,0,0,1,0,0,0,1,0,1,0,-6,-6,36,-6,0,6,-36,,,-2,4,4,-2,1,0,-2,,,41,4,0,1,0,2,2,3,2,2,-1,2,0,0,0
2,,1,2,1541,1,0,1,1,0,0,1,0,0,-2,-5,-3,21,-2,-5,-3,21,,,1,4,1,-1,0,0,4,,,54,1,1,1,0,1,1,4,2,3,-1,3,0,0,0
2,,1,3,1542,0,1,0,0,0,0,0,0,0,-1,-4,-3,15,-4,-1,3,-15,,,-2,3,3,-1,2,1,-2,,,40,2,1,1,0,2,1,3,2,3,-1,2,0,0,0
2,,1,2,1546,0,0,1,1,0,0,0,0,1,-3,-4,-1,7,-4,-3,1,-7,,,3,4,4,0,1,0,3,,,49,4,0,2,1,2,4,1,0,3,0,1,0,0,0
2,,1,1,1550,0,0,0,0,0,0,0,0,1,-3,-1,2,-8,-1,-3,-2,8,,,-3,-1,-1,0,2,1,-3,,,68,1,1,2,1,3,2,4,2,3,-1,2,0,0,0
2,,1,2,1553,0,1,0,0,1,0,0,0,0,-2,-3,-1,5,-3,-2,1,-5,,,2,3,3,0,1,0,2,,,55,2,1,2,1,1,2,2,1,1,1,1,0,0,0
2,,1,1,1555,1,1,1,0,0,0,0,0,1,-4,-2,2,-12,-4,-2,2,-12,,,-3,-1,-3,1,1,0,-1,,,23,3,0,3,1,1,2,1,0,2,1,3,0,0,0
2,,1,3,1560,1,0,1,0,0,0,1,0,0,0,-2,-2,4,0,-2,-2,4,,,-3,-1,-3,-3,1,0,-1,,,40,4,0,2,1,0,4,3,2,3,1,1,0,0,0
2,,1,1,1562,1,0,0,1,0,0,0,0,0,-4,-3,1,-7,-4,-3,1,-7,,,-4,-3,-4,0,1,0,-3,,,55,2,1,2,1,1,2,3,2,2,0,1,0,0,0
2,,1,3,1566,1,1,1,0,0,0,1,0,1,-4,-2,2,-12,-4,-2,2,-12,,,-2,4,-2,2,1,0,4,,,41,4,1,3,1,0,4,1,0,1,-4,0,0,0,0
2,,1,3,1567,1,0,0,0,0,0,0,0,0,-3,-1,2,-8,-3,-1,2,-8,,,-4,0,-4,-1,1,0,0,,,51,3,0,1,0,2,2,1,0,2,0,1,0,0,0
2,,1,1,1568,1,1,1,0,0,0,1,1,1,-2,-1,1,-3,-2,-1,1,-3,,,-1,0,-1,1,1,0,0,,,28,4,0,2,1,2,2,1,0,2,-1,1,0,0,0
2,,1,2,1571,0,0,1,0,0,0,1,0,1,-4,-5,-1,9,-5,-4,1,-9,,,2,3,3,-2,0,0,2,,,36,4,0,1,0,2,3,1,0,3,0,1,0,0,0
2,,1,1,1573,1,1,1,0,0,0,1,0,1,-8,-7,1,-15,-8,-7,1,-15,,,-3,-2,-3,5,0,0,-2,,,35,4,1,3,1,0,4,3,2,4,5,0,0,0,0
2,,1,2,1574,1,0,1,0,0,0,1,0,0,-2,-8,-6,60,-2,-8,-6,60,,,-2,4,-2,-4,0,0,4,,,53,3,0,0,0,0,3,2,1,0,3,0,0,0,0
2,,1,2,1577,0,0,1,1,0,0,1,0,1,-1,-5,-4,24,-5,-1,4,-24,,,0,4,4,-1,0,0,0,,,50,2,1,2,1,0,2,3,2,2,0,1,0,0,0
2,,1,1,1579,1,1,1,0,0,0,1,0,1,-3,-2,1,-5,-3,-2,1,-5,,,-2,-1,-2,1,1,0,-1,,,59,2,0,2,1,1,3,2,1,3,0,1,0,0,0
