exp,vignette,positions,types,i,unc,vote,vote_spa,vote_straight_A,vote_straight_B,vote_straight_cer,vote_straight_spa,vote_straight_unc,vote_unc,ut_A,ut_B,ut_B_A,ut_B_A_sq,ut_cer,ut_unc,ut_unc_cer,ut_unc_cer_sq,ut_unc_max,ut_unc_min,lr_A,lr_B,lr_cer,lr_i,lr_i_unc,lr_i_unc_cat,lr_unc,lr_unc_max,lr_unc_min,age,education,female,impact,impact_cat,ind_unc,polinterest,risk,risk_cat,satisdmo,sq,sq_unc,switch_1_2,switch_1_2_cer,switch_1_2_unc,amb
2,,2,3,1367,0,0,1,0,0,0,1,1,1,-2,-3,-1,5,-3,-2,1,-5,,,-1,4,4,1,0,0,-1,,,42,2,1,1,0,2,0,3,2,2,0,2,,,,0
2,,2,1,1368,0,1,1,0,0,0,1,0,0,-3,-1,2,-8,-1,-3,-2,8,,,-3,-1,-1,0,0,0,-3,,,50,1,0,1,0,2,3,2,1,2,-2,0,,,,0
2,,2,2,1372,0,0,1,1,0,0,0,0,1,-1,-4,-3,15,-4,-1,3,-15,,,1,4,4,0,2,1,1,,,52,4,1,1,0,2,2,3,2,2,0,3,,,,0
2,,2,3,1373,1,0,0,0,0,1,0,0,0,-4,0,4,-16,-4,0,4,-16,,,-2,2,-2,2,0,0,2,,,50,2,0,0,0,0,4,1,0,0,0,0,,,,0
2,,2,1,1374,0,1,1,0,0,1,1,0,0,-4,-3,1,-7,-3,-4,-1,7,,,-4,-3,-3,0,1,0,-4,,,64,3,1,0,0,0,3,0,0,0,-5,0,,,,0
2,,2,3,1381,0,1,1,0,0,0,0,0,0,-1,0,1,-1,0,-1,-1,1,,,-1,0,0,0,1,0,-1,,,56,2,1,2,1,1,2,3,2,2,0,2,,,,0
2,,2,2,1383,0,1,0,0,1,0,0,0,0,-2,-4,-2,12,-4,-2,2,-12,,,1,3,3,-1,1,0,1,,,60,4,1,2,1,1,2,2,1,0,0,1,,,,0
2,,2,2,1384,0,0,1,0,0,0,1,0,1,-1,-2,-1,3,-2,-1,1,-3,,,0,1,1,-1,1,0,0,,,37,2,0,1,0,1,0,4,2,2,-1,3,,,,0
2,,2,3,1388,0,1,1,0,1,0,0,0,0,-2,-2,0,0,-2,-2,0,0,,,-2,2,2,0,1,0,-2,,,67,1,0,1,0,2,3,4,2,3,0,3,,,,0
2,,2,3,1390,0,1,1,0,0,0,1,0,0,-3,-3,0,0,-3,-3,0,0,,,-3,3,3,0,0,0,-3,,,64,1,0,3,1,2,4,0,0,4,0,1,,,,0
2,,2,2,1393,1,0,1,0,0,0,0,0,0,-3,-4,-1,7,-3,-4,-1,7,,,1,2,1,-2,2,1,2,,,24,3,1,2,1,1,3,2,1,3,2,2,,,,0
2,,2,3,1394,0,0,1,1,0,0,1,0,1,0,-4,-4,16,-4,0,4,-16,,,-1,3,3,-1,1,0,-1,,,22,3,1,2,1,1,0,3,2,3,-2,1,,,,0
2,,2,3,1395,1,0,1,0,0,0,0,0,0,0,-4,-4,16,0,-4,-4,16,,,0,4,0,0,0,0,4,,,67,2,1,2,1,2,3,3,2,3,0,1,,,,0
2,,2,3,1399,1,0,1,0,0,0,1,0,0,0,-3,-3,9,0,-3,-3,9,,,0,3,0,0,2,1,3,,,50,4,1,1,0,0,1,3,2,2,2,1,,,,0
2,,2,1,1404,0,1,1,0,0,0,1,0,0,-5,-1,4,-24,-1,-5,-4,24,,,-3,1,1,2,1,0,-3,,,46,2,0,1,0,1,2,3,2,1,-2,2,,,,0
2,,2,3,1407,0,0,1,0,0,0,1,0,1,0,-4,-4,16,-4,0,4,-16,,,0,4,4,0,1,0,0,,,67,1,1,1,0,0,1,3,2,2,0,1,,,,0
2,,2,3,1408,1,0,1,0,0,0,1,0,0,0,-2,-2,4,0,-2,-2,4,,,0,2,0,0,0,0,2,,,38,2,1,1,0,1,1,2,1,2,-4,0,,,,0
2,,2,3,1411,0,0,1,0,0,0,0,0,1,-2,-4,-2,12,-4,-2,2,-12,,,-2,4,4,0,0,0,-2,,,61,2,0,2,1,1,4,3,2,4,0,0,,,,0
2,,2,3,1415,0,0,0,0,0,0,0,0,1,-2,-1,1,-3,-1,-2,-1,3,,,-1,2,2,1,2,1,-1,,,54,2,0,2,1,2,4,2,1,1,0,2,,,,0
2,,2,3,1416,0,0,0,0,0,0,0,0,1,-2,-1,1,-3,-1,-2,-1,3,,,1,4,4,3,1,0,1,,,34,1,0,3,1,1,4,1,0,3,2,2,,,,0
2,,2,3,1417,0,0,0,1,0,0,0,0,1,-1,0,1,-1,0,-1,-1,1,,,-1,0,0,0,1,0,-1,,,68,1,1,3,1,2,4,4,2,4,0,1,,,,0
2,,2,1,1421,1,1,1,0,1,0,0,0,1,-3,-2,1,-5,-3,-2,1,-5,,,-3,-2,-3,0,0,0,-2,,,57,1,0,3,1,0,0,2,1,1,-1,0,,,,0
2,,2,3,1424,0,0,1,0,0,0,1,0,1,-1,-4,-3,15,-4,-1,3,-15,,,-3,2,2,-2,1,0,-3,,,38,3,0,2,1,2,4,1,0,3,0,1,,,,0
2,,2,3,1428,0,0,1,0,0,0,0,0,1,-1,-4,-3,15,-4,-1,3,-15,,,-1,4,4,0,0,0,-1,,,25,3,0,2,1,2,4,2,1,2,0,0,,,,0
2,,2,2,1429,0,0,1,0,0,0,0,0,1,-4,-4,0,0,-4,-4,0,0,,,3,3,3,-1,0,0,3,,,29,4,1,1,0,3,0,3,2,3,0,1,,,,0
2,,2,2,1433,0,0,1,0,0,0,1,0,1,-3,-4,-1,7,-4,-3,1,-7,,,-2,-1,-1,-5,0,0,-2,,,32,4,0,0,0,1,4,2,1,1,1,0,,,,0
2,,2,3,1437,0,0,1,0,0,0,1,0,1,-1,-5,-4,24,-5,-1,4,-24,,,-3,3,3,-2,2,1,-3,,,34,3,1,2,1,1,1,1,0,1,-4,3,,,,0
2,,2,2,1440,1,0,1,0,0,0,1,0,0,-2,-5,-3,21,-2,-5,-3,21,,,0,3,0,-2,2,1,3,,,53,1,1,2,1,1,3,4,2,3,-2,2,,,,0
2,,2,1,1441,0,1,1,0,0,0,0,0,0,-4,-1,3,-15,-1,-4,-3,15,,,-4,-1,-1,0,1,0,-4,,,69,3,0,2,1,2,3,3,2,4,0,0,,,,0
2,,2,3,1444,0,0,1,0,0,0,1,0,1,-1,-3,-2,8,-3,-1,2,-8,,,-3,1,1,-2,1,0,-3,,,59,3,0,3,1,2,3,1,0,3,0,1,,,,0
2,,2,3,1447,1,0,1,0,0,0,1,0,0,0,-3,-3,9,0,-3,-3,9,,,1,4,1,1,2,1,4,,,38,2,1,2,1,0,3,1,0,3,0,2,,,,0
2,,2,1,1448,1,1,1,0,1,0,1,0,1,-4,-2,2,-12,-4,-2,2,-12,,,-4,-2,-4,0,0,0,-2,,,67,1,0,2,1,0,1,3,2,3,2,1,,,,0
2,,2,3,1453,0,0,1,0,0,0,1,0,1,0,-8,-8,64,-8,0,8,-64,,,-4,4,4,-4,1,0,-4,,,49,4,1,2,1,0,4,1,0,2,-1,1,,,,0
2,,2,3,1455,0,0,1,0,0,0,0,0,1,-2,-3,-1,5,-3,-2,1,-5,,,-2,3,3,0,2,1,-2,,,34,2,1,2,1,2,2,1,0,3,0,0,,,,0
2,,2,2,1458,0,0,1,0,0,0,1,0,1,-4,-5,-1,9,-5,-4,1,-9,,,1,2,2,-3,1,0,1,,,27,2,0,2,1,0,4,3,2,3,0,1,,,,0
2,,2,2,1459,0,0,1,0,0,0,0,0,1,-1,-4,-3,15,-4,-1,3,-15,,,1,4,4,0,2,1,1,,,44,3,0,2,1,1,0,3,2,4,0,2,,,,0
2,,2,2,1460,1,0,1,0,0,0,1,0,0,-6,-9,-3,45,-6,-9,-3,45,,,1,4,1,-5,0,0,4,,,29,1,0,1,0,0,1,3,2,1,-3,1,,,,0
2,,2,2,1462,0,0,1,0,0,0,1,0,1,-2,-3,-1,5,-3,-2,1,-5,,,2,3,3,0,0,0,2,,,34,4,0,3,1,1,3,1,0,4,0,1,,,,0
2,,2,3,1463,0,1,1,0,0,0,0,0,0,-3,0,3,-9,0,-3,-3,9,,,-3,0,0,0,1,0,-3,,,59,2,1,2,1,1,2,3,2,3,0,2,,,,0
2,,2,3,1466,1,0,1,1,0,1,0,0,0,0,-3,-3,9,0,-3,-3,9,,,0,3,0,0,2,1,3,,,53,2,0,2,1,0,2,3,2,3,0,2,,,,0
2,,2,3,1469,1,1,0,0,0,0,0,0,1,0,-1,-1,1,0,-1,-1,1,,,-1,0,-1,-1,1,0,0,,,57,4,1,2,1,2,3,2,1,4,0,0,,,,0
2,,2,1,1470,1,1,1,0,0,0,1,0,1,-5,-3,2,-16,-5,-3,2,-16,,,-1,1,-1,4,0,0,1,,,57,1,1,1,0,0,3,2,1,1,-1,1,,,,0
2,,2,2,1472,1,0,1,0,0,0,1,0,0,-1,-5,-4,24,-1,-5,-4,24,,,-2,2,-2,-3,1,0,2,,,48,2,0,1,0,0,2,1,0,3,2,1,,,,0
2,,2,2,1473,0,1,1,0,0,1,0,0,0,-4,-4,0,0,-4,-4,0,0,,,3,3,3,-1,1,0,3,,,58,2,0,2,1,0,3,1,0,2,-1,2,,,,0
2,,2,1,1476,1,1,1,0,1,0,1,0,1,-4,-2,2,-12,-4,-2,2,-12,,,-3,-1,-3,1,1,0,-1,,,66,1,0,1,0,0,2,2,1,1,-2,1,,,,0
2,,2,1,1477,0,1,1,0,0,0,1,0,0,-7,-1,6,-48,-1,-7,-6,48,,,-2,4,4,5,0,0,-2,,,27,4,1,2,1,1,3,4,2,3,1,3,,,,0
2,,2,3,1478,1,1,1,0,1,0,1,1,1,-5,0,5,-25,-5,0,5,-25,,,-3,2,-3,2,1,0,2,,,53,2,0,2,1,2,2,3,2,2,-1,1,,,,0
2,,2,1,1479,0,1,1,0,0,0,0,0,0,-5,-1,4,-24,-1,-5,-4,24,,,-4,0,0,1,1,0,-4,,,31,3,0,2,1,1,2,1,0,3,-2,1,,,,0
2,,2,3,1482,0,1,1,0,0,1,0,0,0,-4,0,4,-16,0,-4,-4,16,,,-4,0,0,0,1,0,-4,,,61,2,1,2,1,0,3,4,2,2,0,1,,,,0
2,,2,1,1485,0,1,1,0,1,0,1,0,0,-3,-1,2,-8,-1,-3,-2,8,,,-3,-1,-1,0,2,1,-3,,,55,2,1,2,1,0,4,2,1,3,1,1,,,,0
2,,2,2,1488,0,0,1,0,0,0,1,0,1,-1,-6,-5,35,-6,-1,5,-35,,,-1,4,4,-2,0,0,-1,,,59,4,0,2,1,0,3,3,2,4,-1,1,,,,0
2,,2,3,1491,1,0,0,1,0,0,0,0,0,-2,0,2,-4,-2,0,2,-4,,,-2,0,-2,0,0,0,0,,,41,1,0,3,1,2,4,4,2,4,0,3,,,,0
2,,2,2,1495,0,0,1,0,0,0,1,0,1,-1,-4,-3,15,-4,-1,3,-15,,,-2,1,1,-3,0,0,-2,,,47,3,1,2,1,0,3,3,2,3,0,0,,,,0
2,,2,3,1496,1,1,1,0,0,0,0,0,1,-6,-1,5,-35,-6,-1,5,-35,,,-3,4,-3,3,1,0,4,,,45,2,1,3,1,0,4,3,2,2,-3,0,,,,0
2,,2,3,1499,0,1,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,1,-1,,,0,1,1,0,0,0,0,,,44,2,1,2,1,1,2,0,0,2,-2,1,,,,0
2,,2,2,1501,1,0,1,1,0,0,1,0,0,-2,-3,-1,5,-2,-3,-1,5,,,0,1,0,-2,1,0,1,,,67,2,1,1,0,1,2,3,2,2,1,0,,,,0
2,,2,1,1502,0,1,1,0,0,0,1,0,0,-3,-3,0,0,-3,-3,0,0,,,2,2,2,5,0,0,2,,,70,1,1,0,0,0,0,4,2,2,-2,1,,,,0
2,,2,1,1504,0,1,1,0,1,0,0,0,0,-2,-2,0,0,-2,-2,0,0,,,-2,-2,-2,0,1,0,-2,,,38,2,1,1,0,0,3,3,2,1,-2,1,,,,0
2,,2,1,1506,0,0,1,0,0,0,1,0,1,-1,-1,0,0,-1,-1,0,0,,,-4,-4,-4,-3,0,0,-4,,,29,3,1,2,1,2,3,3,2,2,1,1,,,,0
2,,2,2,1509,1,1,1,0,0,0,0,0,1,-3,-3,0,0,-3,-3,0,0,,,3,3,3,0,2,1,3,,,33,4,1,2,1,2,0,1,0,3,-1,2,,,,0
2,,2,2,1511,1,0,1,0,0,0,1,0,0,-1,-5,-4,24,-1,-5,-4,24,,,-1,3,-1,-2,1,0,3,,,30,4,0,3,1,2,4,3,2,3,0,2,,,,0
2,,2,2,1513,1,0,1,0,0,0,0,0,0,-3,-4,-1,7,-3,-4,-1,7,,,2,3,2,-1,1,0,3,,,59,1,0,1,0,1,2,1,0,1,-1,1,,,,0
2,,2,3,1517,1,0,0,1,0,0,0,0,0,-3,0,3,-9,-3,0,3,-9,,,-4,-1,-4,-1,0,0,-1,,,49,2,1,1,0,1,3,1,0,0,5,0,,,,0
2,,2,3,1520,1,0,1,0,0,0,1,0,0,0,-3,-3,9,0,-3,-3,9,,,-2,1,-2,-2,1,0,1,,,59,4,0,0,0,1,2,4,2,1,-1,1,,,,0
2,,2,3,1521,1,1,1,0,0,0,0,0,1,-2,0,2,-4,-2,0,2,-4,,,-2,0,-2,0,1,0,0,,,29,4,0,3,1,1,2,3,2,2,0,1,,,,0
2,,2,2,1522,0,0,1,0,0,0,1,0,1,-1,-4,-3,15,-4,-1,3,-15,,,-3,0,0,-4,1,0,-3,,,19,2,0,2,1,1,1,1,0,2,-2,2,,,,0
2,,2,3,1524,1,0,0,0,0,1,0,0,0,-5,-2,3,-21,-5,-2,3,-21,,,-3,4,-3,2,0,0,4,,,37,4,0,1,0,0,3,1,0,2,0,1,,,,0
2,,2,3,1525,1,0,0,1,0,0,0,0,0,-5,-1,4,-24,-5,-1,4,-24,,,-4,2,-4,1,0,0,2,,,58,2,0,1,0,2,4,3,2,1,1,1,,,,0
2,,2,3,1526,0,0,0,0,0,0,0,0,1,-2,0,2,-4,0,-2,-2,4,,,-2,0,0,0,0,0,-2,,,40,3,0,2,1,1,4,2,1,3,0,0,,,,0
2,,2,3,1533,1,1,1,0,0,0,1,0,1,-3,-2,1,-5,-3,-2,1,-5,,,-3,2,-3,0,1,0,2,,,69,4,0,1,0,1,3,3,2,2,0,1,,,,0
2,,2,2,1535,0,0,1,0,0,0,0,0,1,-2,-5,-3,21,-5,-2,3,-21,,,1,4,4,-1,0,0,1,,,44,3,0,3,1,2,4,0,0,4,-1,0,,,,0
2,,2,3,1538,1,0,1,0,0,0,1,0,0,-1,-6,-5,35,-1,-6,-5,35,,,-4,3,-4,-3,0,0,3,,,63,2,1,1,0,1,2,3,2,2,1,0,,,,0
2,,2,2,1543,1,0,1,0,0,0,1,0,0,-1,-4,-3,15,-1,-4,-3,15,,,1,4,1,0,0,0,4,,,45,2,1,0,0,1,2,3,2,1,-2,1,,,,0
2,,2,3,1547,1,0,1,0,0,1,0,0,0,-2,-2,0,0,-2,-2,0,0,,,-2,2,-2,0,0,0,2,,,53,1,1,0,0,0,3,4,2,3,0,0,,,,0
2,,2,2,1548,0,0,1,0,0,0,1,0,1,-4,-5,-1,9,-5,-4,1,-9,,,3,4,4,-1,0,0,3,,,65,1,1,2,1,2,3,3,2,4,0,1,,,,0
2,,2,4,1549,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,,,61,1,1,2,1,1,2,1,0,2,-3,1,,,,0
2,,2,1,1551,1,1,1,0,0,0,1,0,1,-6,-5,1,-11,-6,-5,1,-11,,,-4,-3,-4,2,1,0,-3,,,23,4,0,3,1,1,4,0,0,3,-2,0,,,,0
2,,2,3,1554,0,0,1,0,0,0,0,0,1,-2,-2,0,0,-2,-2,0,0,,,-2,2,2,0,1,0,-2,,,58,2,0,1,0,2,1,1,0,3,0,3,,,,0
2,,2,3,1556,0,1,0,0,1,0,0,0,0,0,-2,-2,4,-2,0,2,-4,,,1,3,3,1,1,0,1,,,29,2,1,0,0,1,3,1,0,0,-4,1,,,,0
2,,2,3,1557,0,0,1,1,0,0,1,0,1,-1,-4,-3,15,-4,-1,3,-15,,,-3,2,2,-2,1,0,-3,,,61,2,0,1,0,1,2,3,2,1,0,1,,,,0
2,,2,2,1558,0,0,1,1,0,0,1,0,1,-1,-6,-5,35,-6,-1,5,-35,,,-1,4,4,-2,1,0,-1,,,67,2,1,2,1,1,2,3,2,2,0,1,,,,0
2,,2,3,1561,0,0,1,0,0,0,1,0,1,0,-6,-6,36,-6,0,6,-36,,,-2,4,4,-2,0,0,-2,,,26,4,1,2,1,0,3,1,0,3,0,0,,,,0
2,,2,1,1563,0,1,1,0,0,0,0,0,0,-4,-1,3,-15,-1,-4,-3,15,,,-4,-1,-1,0,0,0,-4,,,53,2,0,2,1,2,4,1,0,1,-2,1,,,,0
2,,2,1,1570,0,0,1,0,0,0,0,0,1,-4,-4,0,0,-4,-4,0,0,,,-3,-3,-3,1,0,0,-3,,,33,2,1,0,0,3,0,4,2,2,-3,1,,,,0
2,,2,1,1572,1,0,0,0,0,0,0,0,0,-4,-3,1,-7,-4,-3,1,-7,,,-4,-3,-4,0,1,0,-3,,,65,2,0,2,1,1,2,3,2,2,0,1,,,,0
2,,2,2,1575,0,0,1,0,0,0,1,0,1,-1,-3,-2,8,-3,-1,2,-8,,,1,3,3,0,0,0,1,,,52,2,0,2,1,1,3,1,0,2,0,1,,,,0
2,,2,2,1576,1,0,1,0,0,0,1,0,0,-7,-8,-1,15,-7,-8,-1,15,,,2,3,2,-5,1,0,3,,,44,2,1,2,1,0,2,2,1,2,-1,2,,,,0
2,,2,2,1580,1,0,1,0,0,0,1,0,0,-3,-4,-1,7,-3,-4,-1,7,,,0,1,0,-3,1,0,1,,,25,3,1,2,1,1,2,2,1,2,-5,2,,,,0
2,,2,2,1581,1,0,1,0,0,0,1,0,0,-7,-7,0,0,-7,-7,0,0,,,4,4,4,-3,1,0,4,,,41,4,0,2,1,0,4,1,0,3,-2,1,,,,0
2,,2,2,1584,0,1,0,0,0,0,0,0,0,-4,-5,-1,9,-5,-4,1,-9,,,3,4,4,-1,1,0,3,,,62,1,0,2,1,1,2,1,0,3,0,1,,,,0
2,,2,3,1586,0,0,1,1,0,0,0,0,1,0,-4,-4,16,-4,0,4,-16,,,0,4,4,0,0,0,0,,,30,2,0,1,0,1,0,2,1,2,1,2,,,,0
2,,2,3,1587,0,0,1,0,0,0,1,0,1,-3,-3,0,0,-3,-3,0,0,,,-4,2,2,-1,1,0,-4,,,63,1,0,3,1,1,3,1,0,3,-1,1,,,,0
2,,2,1,1588,0,1,1,0,0,0,1,0,0,-6,-3,3,-27,-3,-6,-3,27,,,-4,-1,-1,2,1,0,-4,,,61,2,1,2,1,1,3,1,0,3,2,1,,,,0
2,,2,2,1589,0,1,0,0,1,0,0,0,0,-3,-4,-1,7,-4,-3,1,-7,,,2,3,3,-1,1,0,2,,,38,2,1,2,1,2,3,3,2,2,-1,2,,,,0
2,,2,1,1592,1,1,1,0,0,0,1,0,1,-3,-1,2,-8,-3,-1,2,-8,,,-1,1,-1,2,0,0,1,,,36,2,0,3,1,1,2,3,2,2,-5,0,,,,0
2,,2,2,1593,0,1,1,0,0,0,1,0,0,-2,-2,0,0,-2,-2,0,0,,,1,1,1,-1,0,0,1,,,19,3,0,3,1,2,3,1,0,4,0,2,,,,0
2,,2,3,1597,0,1,1,0,0,1,1,0,0,-2,0,2,-4,0,-2,-2,4,,,-3,-1,-1,-1,0,0,-3,,,37,3,0,2,1,0,3,2,1,2,1,1,,,,0
2,,2,3,1599,1,0,1,0,0,0,0,0,0,-2,-2,0,0,-2,-2,0,0,,,-2,2,-2,0,1,0,2,,,60,2,1,2,1,2,2,3,2,3,0,2,,,,0
2,,2,2,1602,0,0,1,0,0,0,1,0,1,-4,-4,0,0,-4,-4,0,0,,,3,3,3,-1,2,1,3,,,55,1,0,2,1,2,2,3,2,3,0,2,,,,0
2,,2,2,1604,1,0,1,0,0,0,1,0,0,-3,-5,-2,16,-3,-5,-2,16,,,0,2,0,-3,1,0,2,,,35,4,0,2,1,1,4,4,2,2,0,1,,,,0
2,,2,1,1607,0,1,1,0,0,0,1,0,0,-5,-3,2,-16,-3,-5,-2,16,,,-3,-1,-1,2,0,0,-3,,,54,3,0,3,1,2,4,1,0,2,-1,0,,,,0
2,,2,3,1612,0,1,1,0,0,0,1,0,0,-4,-1,3,-15,-1,-4,-3,15,,,-4,1,1,0,1,0,-4,,,65,1,0,2,1,1,2,3,2,2,-1,1,,,,0
2,,2,1,1615,1,1,1,0,0,0,1,0,1,-3,-1,2,-8,-3,-1,2,-8,,,-2,0,-2,1,1,0,0,,,58,1,0,2,1,0,3,1,0,4,1,1,,,,0
2,,2,1,1621,1,1,1,0,0,0,1,1,1,-6,-5,1,-11,-6,-5,1,-11,,,-4,-3,-4,2,3,1,-3,,,53,0,1,1,0,2,2,1,0,2,2,3,,,,0
2,,2,1,1622,1,1,1,0,1,0,1,0,1,-4,-2,2,-12,-4,-2,2,-12,,,-4,-2,-4,0,0,0,-2,,,57,2,0,2,1,0,4,3,2,2,0,1,,,,0
2,,2,3,1623,0,0,1,0,0,0,1,0,1,0,-4,-4,16,-4,0,4,-16,,,-3,1,1,-3,1,0,-3,,,65,1,1,2,1,0,3,4,2,2,0,1,,,,0
2,,2,2,1626,1,0,1,0,0,0,1,0,0,-1,-4,-3,15,-1,-4,-3,15,,,-3,0,-3,-4,0,0,0,,,69,2,1,1,0,1,3,2,1,2,1,1,,,,0
2,,2,2,1631,1,0,1,0,0,0,1,0,0,-1,-5,-4,24,-1,-5,-4,24,,,-2,2,-2,-3,1,0,2,,,29,4,1,2,1,0,1,1,0,3,0,2,,,,0
2,,2,3,1634,1,1,1,0,1,0,0,1,1,-3,0,3,-9,-3,0,3,-9,,,-4,-1,-4,-1,1,0,-1,,,62,1,0,0,0,3,0,1,0,0,2,3,,,,0
2,,2,2,1637,0,0,1,0,0,0,1,0,1,-7,-8,-1,15,-8,-7,1,-15,,,3,4,4,-4,0,0,3,,,42,3,0,3,1,1,4,2,1,3,-1,1,,,,0
2,,2,3,1641,1,0,1,1,0,0,1,0,0,0,-5,-5,25,0,-5,-5,25,,,-1,4,-1,-1,3,1,4,,,33,1,1,2,1,1,1,2,1,2,-5,2,,,,0
2,,2,2,1642,0,1,0,0,0,0,0,0,0,-1,-2,-1,3,-2,-1,1,-3,,,1,2,2,0,0,0,1,,,35,2,0,1,0,2,3,4,2,2,0,1,,,,0
2,,2,2,1644,1,0,1,0,0,0,1,0,0,-3,-6,-3,27,-3,-6,-3,27,,,0,3,0,-3,1,0,3,,,33,2,0,2,1,0,3,3,2,4,1,1,,,,0
2,,2,2,1646,0,0,1,0,0,0,1,0,1,-2,-4,-2,12,-4,-2,2,-12,,,1,3,3,-1,0,0,1,,,46,1,1,1,0,1,2,3,2,1,-4,1,,,,0
2,,2,3,1647,0,0,1,0,0,0,1,0,1,0,-4,-4,16,-4,0,4,-16,,,-1,3,3,-1,0,0,-1,,,65,2,1,3,1,2,4,3,2,3,0,1,,,,0
2,,2,3,1648,0,0,0,0,0,0,0,0,1,-2,-1,1,-3,-1,-2,-1,3,,,-2,1,1,0,0,0,-2,,,57,2,1,1,0,1,1,3,2,1,0,2,,,,0
2,,2,3,1654,0,0,0,1,0,0,0,0,1,-3,0,3,-9,0,-3,-3,9,,,-3,0,0,0,1,0,-3,,,53,2,1,2,1,2,1,3,2,1,0,3,,,,0
2,,2,2,1655,0,0,1,0,0,0,1,0,1,-1,-5,-4,24,-5,-1,4,-24,,,0,4,4,-1,1,0,0,,,56,2,0,2,1,0,3,3,2,3,2,1,,,,0
2,,2,1,1656,0,1,1,0,1,0,0,0,0,-4,-3,1,-7,-3,-4,-1,7,,,-4,-3,-3,0,0,0,-4,,,66,3,1,3,1,2,3,2,1,2,0,0,,,,0
2,,2,1,1663,0,1,1,0,0,1,0,0,0,-2,-1,1,-3,-1,-2,-1,3,,,-2,-1,-1,0,0,0,-2,,,60,2,0,1,0,0,0,2,1,2,0,2,,,,0
2,,2,2,1665,0,1,1,0,1,0,1,0,0,-2,-2,0,0,-2,-2,0,0,,,2,2,2,0,2,1,2,,,46,1,0,1,0,2,2,2,1,2,0,2,,,,0
2,,2,2,1667,0,0,1,1,0,0,1,0,1,-1,-1,0,0,-1,-1,0,0,,,0,0,0,-1,1,0,0,,,64,1,1,1,0,2,3,3,2,2,2,1,,,,0
2,,2,1,1668,1,1,1,0,0,0,1,0,1,-5,-4,1,-9,-5,-4,1,-9,,,-4,-3,-4,1,1,0,-3,,,59,2,0,1,0,1,2,2,1,1,-3,1,,,,0
2,,2,3,1674,0,0,1,0,0,0,1,0,1,0,-6,-6,36,-6,0,6,-36,,,-3,3,3,-3,1,0,-3,,,54,2,1,1,0,1,2,3,2,2,0,2,,,,0
2,,2,2,1676,1,0,1,0,0,0,1,0,0,-2,-4,-2,12,-2,-4,-2,12,,,2,4,2,0,1,0,4,,,58,2,1,1,0,2,2,3,2,2,0,2,,,,0
2,,2,3,1680,1,0,1,1,0,1,0,0,0,-2,-3,-1,5,-2,-3,-1,5,,,-2,3,-2,0,1,0,3,,,66,1,0,1,0,0,2,3,2,2,2,2,,,,0
2,,2,1,1682,1,0,0,1,0,0,0,0,0,-4,-2,2,-12,-4,-2,2,-12,,,-4,-2,-4,0,1,0,-2,,,61,2,0,1,0,2,3,1,0,2,0,1,,,,0
2,,2,1,1685,0,1,1,0,0,0,1,0,0,-3,-3,0,0,-3,-3,0,0,,,-1,-1,-1,2,2,1,-1,,,35,2,1,2,1,0,2,3,2,2,2,1,,,,0
2,,2,2,1692,0,0,1,0,0,0,1,0,1,-3,-4,-1,7,-4,-3,1,-7,,,1,2,2,-2,0,0,1,,,58,4,0,2,1,1,2,1,0,2,2,1,,,,0
2,,2,2,1694,0,0,1,0,0,0,1,0,1,-2,-5,-3,21,-5,-2,3,-21,,,1,4,4,-1,1,0,1,,,25,2,1,3,1,1,2,1,0,0,-1,1,,,,0
2,,2,1,1697,0,1,1,0,0,0,1,0,0,-5,-3,2,-16,-3,-5,-2,16,,,-3,-1,-1,2,1,0,-3,,,59,1,0,1,0,1,2,4,2,2,0,0,,,,0
2,,2,3,1700,0,1,1,0,0,0,1,0,0,-3,-2,1,-5,-2,-3,-1,5,,,-4,1,1,-1,0,0,-4,,,56,2,1,2,1,1,3,4,2,3,0,3,,,,0
2,,2,2,1701,1,0,1,0,0,0,1,0,0,-1,-7,-6,48,-1,-7,-6,48,,,-3,3,-3,-4,1,0,3,,,59,1,1,2,1,0,2,3,2,3,-4,1,,,,0
2,,2,2,1706,1,0,1,0,0,0,1,0,0,-1,-3,-2,8,-1,-3,-2,8,,,-2,0,-2,-3,1,0,0,,,53,1,0,1,0,1,2,4,2,1,0,2,,,,0
2,,2,2,1708,0,0,1,0,0,0,1,0,1,-5,-6,-1,11,-6,-5,1,-11,,,2,3,3,-3,2,1,2,,,29,3,1,2,1,1,1,1,0,3,-3,2,,,,0
2,,2,3,1711,0,0,1,1,0,0,0,0,1,-2,-5,-3,21,-5,-2,3,-21,,,-3,4,4,-1,1,0,-3,,,57,1,1,1,0,1,1,3,2,1,-1,2,,,,0
2,,2,1,1712,0,0,0,0,0,0,0,0,1,-2,-1,1,-3,-1,-2,-1,3,,,-2,-1,-1,0,1,0,-2,,,25,3,1,3,1,3,1,1,0,3,-2,2,,,,0
2,,2,2,1713,1,0,1,0,0,0,1,0,0,-3,-4,-1,7,-3,-4,-1,7,,,0,1,0,-3,1,0,1,,,64,1,0,2,1,1,2,1,0,3,-1,1,,,,0
