exp,vignette,positions,types,i,unc,vote,vote_spa,vote_straight_A,vote_straight_B,vote_straight_cer,vote_straight_spa,vote_straight_unc,vote_unc,ut_A,ut_B,ut_B_A,ut_B_A_sq,ut_cer,ut_unc,ut_unc_cer,ut_unc_cer_sq,ut_unc_max,ut_unc_min,lr_A,lr_B,lr_cer,lr_i,lr_i_unc,lr_i_unc_cat,lr_unc,lr_unc_max,lr_unc_min,age,education,female,impact,impact_cat,ind_unc,polinterest,risk,risk_cat,satisdmo,sq,sq_unc,switch_1_2,switch_1_2_cer,switch_1_2_unc
2:risk,,new,left/right,1478,Party B,Party B,yes,no,yes,no,yes,yes,yes,-5,0,5,-25,-5,0,5,-25,,,-3,2,-3,2,ziemlich sicher,sicher,2,,,53,Realschule,m,groß,groß,2,mittelmäßig,Sicherheit,avers,teils/ teils,-1,ziemlich sicher,,,
2:risk,,new,both left,1479,Party A,Party B,yes,no,no,no,no,no,no,-5,-1,4,-24,-1,-5,-4,24,,,-4,0,0,1,ziemlich sicher,sicher,-4,,,31,Abitur,m,groß,groß,1,mittelmäßig,manchmal Risiken,affin,ziemlich zufrieden,-2,ziemlich sicher,,,
2:risk,,new,left/right,1482,Party A,Party B,yes,no,no,yes,no,no,no,-4,0,4,-16,0,-4,-4,16,,,-4,0,0,0,ziemlich sicher,sicher,-4,,,61,Realschule,f,groß,groß,0,ziemlich stark,unbedingte Sicherheit,avers,teils/ teils,0,ziemlich sicher,,,
2:risk,,new,both left,1485,Party A,Party B,yes,no,yes,no,yes,no,no,-3,-1,2,-8,-1,-3,-2,8,,,-3,-1,-1,0,weder/noch,unsicher,-3,,,55,Realschule,f,groß,groß,0,sehr stark,keine Vorlieben,neutral,ziemlich zufrieden,1,ziemlich sicher,,,
2:risk,,new,both right,1488,Party A,Party A,yes,no,no,no,yes,no,yes,-1,-6,-5,35,-6,-1,5,-35,,,-1,4,4,-2,sehr sicher,sicher,-1,,,59,Hochschulstudium,m,groß,groß,0,ziemlich stark,Sicherheit,avers,sehr zufrieden,-1,ziemlich sicher,,,
2:risk,,new,left/right,1491,Party B,Party A,no,yes,no,no,no,no,no,-2,0,2,-4,-2,0,2,-4,,,-2,0,-2,0,sehr sicher,sicher,0,,,41,Hauptschule,m,sehr groß,groß,2,sehr stark,unbedingte Sicherheit,avers,sehr zufrieden,0,ziemlich unsicher,,,
2:risk,,new,both right,1495,Party A,Party A,yes,no,no,no,yes,no,yes,-1,-4,-3,15,-4,-1,3,-15,,,-2,1,1,-3,sehr sicher,sicher,-2,,,47,Abitur,f,groß,groß,0,ziemlich stark,Sicherheit,avers,ziemlich zufrieden,0,sehr sicher,,,
2:risk,,new,left/right,1496,Party B,Party B,yes,no,no,no,no,no,yes,-6,-1,5,-35,-6,-1,5,-35,,,-3,4,-3,3,ziemlich sicher,sicher,4,,,45,Realschule,f,sehr groß,groß,0,sehr stark,Sicherheit,avers,teils/ teils,-3,sehr sicher,,,
2:risk,,new,left/right,1499,Party A,Party B,no,no,no,no,no,no,no,0,-1,-1,1,-1,0,1,-1,,,0,1,1,0,sehr sicher,sicher,0,,,44,Realschule,f,groß,groß,1,mittelmäßig,häufig Risiken,affin,teils/ teils,-2,ziemlich sicher,,,
2:risk,,new,both right,1501,Party B,Party A,yes,yes,no,no,yes,no,no,-2,-3,-1,5,-2,-3,-1,5,,,0,1,0,-2,ziemlich sicher,sicher,1,,,67,Realschule,f,gering,gering,1,mittelmäßig,Sicherheit,avers,teils/ teils,1,sehr sicher,,,
2:risk,,new,both left,1502,Party A,Party B,yes,no,no,no,yes,no,no,-3,-3,0,0,-3,-3,0,0,,,2,2,2,5,sehr sicher,sicher,2,,,70,Hauptschule,f,sehr gering,gering,0,überhaupt nicht,unbedingte Sicherheit,avers,teils/ teils,-2,ziemlich sicher,,,
2:risk,,new,both left,1504,Party A,Party B,yes,no,yes,no,no,no,no,-2,-2,0,0,-2,-2,0,0,,,-2,-2,-2,0,ziemlich sicher,sicher,-2,,,38,Realschule,f,gering,gering,0,ziemlich stark,Sicherheit,avers,ziemlich unzufrieden,-2,ziemlich sicher,,,
2:risk,,new,both left,1506,Party A,Party A,yes,no,no,no,yes,no,yes,-1,-1,0,0,-1,-1,0,0,,,-4,-4,-4,-3,sehr sicher,sicher,-4,,,29,Abitur,f,groß,groß,2,ziemlich stark,Sicherheit,avers,teils/ teils,1,ziemlich sicher,,,
2:risk,,new,both right,1509,Party B,Party B,yes,no,no,no,no,no,yes,-3,-3,0,0,-3,-3,0,0,,,3,3,3,0,weder/noch,unsicher,3,,,33,Hochschulstudium,f,groß,groß,2,überhaupt nicht,manchmal Risiken,affin,ziemlich zufrieden,-1,weder/noch,,,
2:risk,,new,both right,1511,Party B,Party A,yes,no,no,no,yes,no,no,-1,-5,-4,24,-1,-5,-4,24,,,-1,3,-1,-2,ziemlich sicher,sicher,3,,,30,Hochschulstudium,m,sehr groß,groß,2,sehr stark,Sicherheit,avers,ziemlich zufrieden,0,weder/noch,,,
2:risk,,new,both right,1513,Party B,Party A,yes,no,no,no,no,no,no,-3,-4,-1,7,-3,-4,-1,7,,,2,3,2,-1,ziemlich sicher,sicher,3,,,59,Hauptschule,m,gering,gering,1,mittelmäßig,manchmal Risiken,affin,ziemlich unzufrieden,-1,ziemlich sicher,,,
2:risk,,new,left/right,1517,Party B,Party A,no,yes,no,no,no,no,no,-3,0,3,-9,-3,0,3,-9,,,-4,-1,-4,-1,sehr sicher,sicher,-1,,,49,Realschule,f,gering,gering,1,ziemlich stark,manchmal Risiken,affin,sehr unzufrieden,5,sehr sicher,,,
2:risk,,new,left/right,1520,Party B,Party A,yes,no,no,no,yes,no,no,0,-3,-3,9,0,-3,-3,9,,,-2,1,-2,-2,ziemlich sicher,sicher,1,,,59,Hochschulstudium,m,sehr gering,gering,1,mittelmäßig,unbedingte Sicherheit,avers,ziemlich unzufrieden,-1,ziemlich sicher,,,
2:risk,,new,left/right,1521,Party B,Party B,yes,no,no,no,no,no,yes,-2,0,2,-4,-2,0,2,-4,,,-2,0,-2,0,ziemlich sicher,sicher,0,,,29,Hochschulstudium,m,sehr groß,groß,1,mittelmäßig,Sicherheit,avers,teils/ teils,0,ziemlich sicher,,,
2:risk,,new,both right,1522,Party A,Party A,yes,no,no,no,yes,no,yes,-1,-4,-3,15,-4,-1,3,-15,,,-3,0,0,-4,ziemlich sicher,sicher,-3,,,19,Realschule,m,groß,groß,1,weniger stark,manchmal Risiken,affin,teils/ teils,-2,weder/noch,,,
2:risk,,new,left/right,1524,Party B,Party A,no,no,no,yes,no,no,no,-5,-2,3,-21,-5,-2,3,-21,,,-3,4,-3,2,sehr sicher,sicher,4,,,37,Hochschulstudium,m,gering,gering,0,ziemlich stark,manchmal Risiken,affin,teils/ teils,0,ziemlich sicher,,,
2:risk,,new,left/right,1525,Party B,Party A,no,yes,no,no,no,no,no,-5,-1,4,-24,-5,-1,4,-24,,,-4,2,-4,1,sehr sicher,sicher,2,,,58,Realschule,m,gering,gering,2,sehr stark,Sicherheit,avers,ziemlich unzufrieden,1,ziemlich sicher,,,
2:risk,,new,left/right,1526,Party A,Party A,no,no,no,no,no,no,yes,-2,0,2,-4,0,-2,-2,4,,,-2,0,0,0,sehr sicher,sicher,-2,,,40,Abitur,m,groß,groß,1,sehr stark,keine Vorlieben,neutral,ziemlich zufrieden,0,sehr sicher,,,
2:risk,,new,left/right,1533,Party B,Party B,yes,no,no,no,yes,no,yes,-3,-2,1,-5,-3,-2,1,-5,,,-3,2,-3,0,ziemlich sicher,sicher,2,,,69,Hochschulstudium,m,gering,gering,1,ziemlich stark,Sicherheit,avers,teils/ teils,0,ziemlich sicher,,,
2:risk,,new,both right,1535,Party A,Party A,yes,no,no,no,no,no,yes,-2,-5,-3,21,-5,-2,3,-21,,,1,4,4,-1,sehr sicher,sicher,1,,,44,Abitur,m,sehr groß,groß,2,sehr stark,häufig Risiken,affin,sehr zufrieden,-1,sehr sicher,,,
2:risk,,new,left/right,1538,Party B,Party A,yes,no,no,no,yes,no,no,-1,-6,-5,35,-1,-6,-5,35,,,-4,3,-4,-3,sehr sicher,sicher,3,,,63,Realschule,f,gering,gering,1,mittelmäßig,Sicherheit,avers,teils/ teils,1,sehr sicher,,,
2:risk,,new,both right,1543,Party B,Party A,yes,no,no,no,yes,no,no,-1,-4,-3,15,-1,-4,-3,15,,,1,4,1,0,sehr sicher,sicher,4,,,45,Realschule,f,sehr gering,gering,1,mittelmäßig,Sicherheit,avers,ziemlich unzufrieden,-2,ziemlich sicher,,,
2:risk,,new,left/right,1547,Party B,Party A,yes,no,no,yes,no,no,no,-2,-2,0,0,-2,-2,0,0,,,-2,2,-2,0,sehr sicher,sicher,2,,,53,Hauptschule,f,sehr gering,gering,0,ziemlich stark,unbedingte Sicherheit,avers,ziemlich zufrieden,0,sehr sicher,,,
2:risk,,new,both right,1548,Party A,Party A,yes,no,no,no,yes,no,yes,-4,-5,-1,9,-5,-4,1,-9,,,3,4,4,-1,sehr sicher,sicher,3,,,65,Hauptschule,f,groß,groß,2,ziemlich stark,Sicherheit,avers,sehr zufrieden,0,ziemlich sicher,,,
2:risk,,new,all tied,1549,Party B,Party A,yes,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,,,0,0,0,0,ziemlich sicher,sicher,0,,,61,Hauptschule,f,groß,groß,1,mittelmäßig,manchmal Risiken,affin,teils/ teils,-3,ziemlich sicher,,,
2:risk,,new,both left,1551,Party B,Party B,yes,no,no,no,yes,no,yes,-6,-5,1,-11,-6,-5,1,-11,,,-4,-3,-4,2,ziemlich sicher,sicher,-3,,,23,Hochschulstudium,m,sehr groß,groß,1,sehr stark,häufig Risiken,affin,ziemlich zufrieden,-2,sehr sicher,,,
2:risk,,new,left/right,1554,Party A,Party A,yes,no,no,no,no,no,yes,-2,-2,0,0,-2,-2,0,0,,,-2,2,2,0,ziemlich sicher,sicher,-2,,,58,Realschule,m,gering,gering,2,weniger stark,manchmal Risiken,affin,ziemlich zufrieden,0,ziemlich unsicher,,,
2:risk,,new,left/right,1556,Party A,Party B,no,no,yes,no,no,no,no,0,-2,-2,4,-2,0,2,-4,,,1,3,3,1,ziemlich sicher,sicher,1,,,29,Realschule,f,sehr gering,gering,1,ziemlich stark,manchmal Risiken,affin,sehr unzufrieden,-4,ziemlich sicher,,,
2:risk,,new,left/right,1557,Party A,Party A,yes,yes,no,no,yes,no,yes,-1,-4,-3,15,-4,-1,3,-15,,,-3,2,2,-2,ziemlich sicher,sicher,-3,,,61,Realschule,m,gering,gering,1,mittelmäßig,Sicherheit,avers,ziemlich unzufrieden,0,ziemlich sicher,,,
2:risk,,new,both right,1558,Party A,Party A,yes,yes,no,no,yes,no,yes,-1,-6,-5,35,-6,-1,5,-35,,,-1,4,4,-2,ziemlich sicher,sicher,-1,,,67,Realschule,f,groß,groß,1,mittelmäßig,Sicherheit,avers,teils/ teils,0,ziemlich sicher,,,
2:risk,,new,left/right,1561,Party A,Party A,yes,no,no,no,yes,no,yes,0,-6,-6,36,-6,0,6,-36,,,-2,4,4,-2,sehr sicher,sicher,-2,,,26,Hochschulstudium,f,groß,groß,0,ziemlich stark,manchmal Risiken,affin,ziemlich zufrieden,0,sehr sicher,,,
2:risk,,new,both left,1563,Party A,Party B,yes,no,no,no,no,no,no,-4,-1,3,-15,-1,-4,-3,15,,,-4,-1,-1,0,sehr sicher,sicher,-4,,,53,Realschule,m,groß,groß,2,sehr stark,manchmal Risiken,affin,ziemlich unzufrieden,-2,ziemlich sicher,,,
2:risk,,new,both left,1570,Party A,Party A,yes,no,no,no,no,no,yes,-4,-4,0,0,-4,-4,0,0,,,-3,-3,-3,1,sehr sicher,sicher,-3,,,33,Realschule,f,sehr gering,gering,3,überhaupt nicht,unbedingte Sicherheit,avers,teils/ teils,-3,ziemlich sicher,,,
2:risk,,new,both left,1572,Party B,Party A,no,no,no,no,no,no,no,-4,-3,1,-7,-4,-3,1,-7,,,-4,-3,-4,0,ziemlich sicher,sicher,-3,,,65,Realschule,m,groß,groß,1,mittelmäßig,Sicherheit,avers,teils/ teils,0,ziemlich sicher,,,
2:risk,,new,both right,1575,Party A,Party A,yes,no,no,no,yes,no,yes,-1,-3,-2,8,-3,-1,2,-8,,,1,3,3,0,sehr sicher,sicher,1,,,52,Realschule,m,groß,groß,1,ziemlich stark,manchmal Risiken,affin,teils/ teils,0,ziemlich sicher,,,
