exp,vignette,positions,types,i,unc,vote,vote_spa,vote_straight_A,vote_straight_B,vote_straight_cer,vote_straight_spa,vote_straight_unc,vote_unc,ut_A,ut_B,ut_B_A,ut_B_A_sq,ut_cer,ut_unc,ut_unc_cer,ut_unc_cer_sq,ut_unc_max,ut_unc_min,lr_A,lr_B,lr_cer,lr_i,lr_i_unc,lr_i_unc_cat,lr_unc,lr_unc_max,lr_unc_min,age,education,female,impact,impact_cat,ind_unc,polinterest,risk,risk_cat,satisdmo,sq,sq_unc,switch_1_2,switch_1_2_cer,switch_1_2_unc
1:certainty,,,left/right,1185,none,Party A,yes,no,no,no,yes,no,,0,-2,-2,4,,,,,,,-3,-1,,-3,ziemlich sicher,sicher,,,,20,Abitur,f,groß,groß,0,mittelmäßig,keine Vorlieben,neutral,ziemlich zufrieden,0,ziemlich sicher,no,no,no
1:certainty,,,both right,1187,none,Party A,yes,no,no,no,yes,no,,-2,-3,-1,5,,,,,,,0,1,,-2,ziemlich sicher,sicher,,,,26,Hochschulstudium,m,groß,groß,2,ziemlich stark,Sicherheit,avers,ziemlich zufrieden,-1,ziemlich sicher,no,no,no
1:certainty,,,both right,1188,none,Party A,yes,no,no,no,yes,no,,-5,-6,-1,11,,,,,,,0,1,,-5,sehr sicher,sicher,,,,56,Realschule,f,gering,gering,0,ziemlich stark,Sicherheit,avers,teils/ teils,-5,sehr sicher,,,
1:certainty,,,both right,1189,none,Party A,yes,no,no,no,no,no,,-2,-4,-2,12,,,,,,,2,4,,0,weder/noch,unsicher,,,,54,Realschule,m,groß,groß,3,mittelmäßig,Sicherheit,avers,ziemlich zufrieden,-1,weder/noch,,,
1:certainty,,,both left,1192,none,Party B,yes,no,no,no,no,no,,-4,-2,2,-12,,,,,,,-4,-2,,0,weder/noch,unsicher,,,,51,Realschule,f,groß,groß,2,ziemlich stark,Sicherheit,avers,teils/ teils,-5,sehr sicher,no,no,no
1:certainty,,,left/right,1193,none,Party B,yes,no,no,no,no,no,,-2,-1,1,-3,,,,,,,-3,0,,-1,ziemlich sicher,sicher,,,,58,Hauptschule,m,groß,groß,2,ziemlich stark,keine Vorlieben,neutral,ziemlich zufrieden,0,weder/noch,yes,no,yes
1:certainty,,,left/right,1194,none,Party B,yes,no,no,no,no,no,,-2,-1,1,-3,,,,,,,-2,1,,0,sehr sicher,sicher,,,,31,Hauptschule,m,sehr groß,groß,1,mittelmäßig,Sicherheit,avers,ziemlich zufrieden,1,sehr sicher,,,
1:certainty,,,left/right,1195,none,Party A,yes,yes,no,no,yes,no,,-2,-5,-3,21,,,,,,,-4,3,,-2,ziemlich sicher,sicher,,,,63,Realschule,f,groß,groß,2,mittelmäßig,Sicherheit,avers,ziemlich zufrieden,-2,ziemlich sicher,,,
1:certainty,,,both right,1196,none,Party A,yes,yes,no,no,yes,no,,-3,-3,0,0,,,,,,,2,2,,-1,ziemlich sicher,sicher,,,,34,Hochschulstudium,f,groß,groß,2,ziemlich stark,Sicherheit,avers,ziemlich zufrieden,-1,ziemlich sicher,,,
1:certainty,,,both left,1197,none,Party B,yes,no,no,no,yes,no,,-5,-1,4,-24,,,,,,,-1,3,,4,ziemlich sicher,sicher,,,,61,Hauptschule,f,groß,groß,1,ziemlich stark,keine Vorlieben,neutral,sehr unzufrieden,-4,ziemlich sicher,no,no,no
1:certainty,,,left/right,1198,none,Party B,yes,no,no,no,no,no,,-3,-1,2,-8,,,,,,,-4,0,,-1,sehr sicher,sicher,,,,60,Realschule,m,groß,groß,2,ziemlich stark,Sicherheit,avers,ziemlich zufrieden,-1,ziemlich sicher,no,no,no
1:certainty,,,both right,1199,none,Party A,yes,no,no,no,yes,no,,-1,-7,-6,48,,,,,,,-2,4,,-3,ziemlich sicher,sicher,,,,47,Realschule,f,gering,gering,1,weniger stark,manchmal Risiken,affin,teils/ teils,-4,ziemlich sicher,,,
1:certainty,,,both right,1200,none,Party A,yes,no,no,no,yes,no,,-5,-8,-3,39,,,,,,,1,4,,-4,sehr sicher,sicher,,,,60,Realschule,m,groß,groß,1,mittelmäßig,manchmal Risiken,affin,teils/ teils,2,sehr sicher,no,no,no
1:certainty,,,left/right,1201,none,Party A,yes,yes,no,no,yes,no,,-3,-5,-2,16,,,,,,,-4,4,,-1,sehr sicher,sicher,,,,55,Realschule,m,sehr groß,groß,1,mittelmäßig,unbedingte Sicherheit,avers,ziemlich unzufrieden,-2,ziemlich sicher,,,
1:certainty,,,left/right,1202,none,Party B,no,no,yes,no,no,yes,,0,-2,-2,4,,,,,,,0,2,,0,ziemlich sicher,sicher,,,,59,Hauptschule,m,gering,gering,3,mittelmäßig,Sicherheit,avers,teils/ teils,-2,ziemlich sicher,,,
1:certainty,,,left/right,1203,none,Party A,yes,yes,no,yes,no,no,,-4,-4,0,0,,,,,,,-4,4,,0,sehr sicher,sicher,,,,66,Hauptschule,f,gering,gering,0,ziemlich stark,manchmal Risiken,affin,ziemlich unzufrieden,0,ziemlich sicher,,,
1:certainty,,,left/right,1204,none,Party B,yes,no,yes,yes,yes,no,,-3,-1,2,-8,,,,,,,-1,3,,2,ziemlich sicher,sicher,,,,47,Abitur,m,groß,groß,0,ziemlich stark,Sicherheit,avers,teils/ teils,2,ziemlich sicher,no,no,no
1:certainty,,,left/right,1205,none,Party A,yes,no,no,no,yes,no,,0,-2,-2,4,,,,,,,-1,1,,-1,ziemlich sicher,sicher,,,,33,Abitur,m,sehr groß,groß,1,mittelmäßig,Sicherheit,avers,ziemlich zufrieden,0,ziemlich sicher,,,
1:certainty,,,both left,1206,none,Party A,no,no,no,no,no,no,,-8,-6,2,-28,,,,,,,-4,-2,,4,ziemlich sicher,sicher,,,,38,Abitur,f,groß,groß,0,sehr stark,manchmal Risiken,affin,teils/ teils,2,ziemlich sicher,yes,yes,no
1:certainty,,,both right,1207,none,Party A,yes,no,no,no,yes,no,,-1,-7,-6,48,,,,,,,-2,4,,-3,sehr sicher,sicher,,,,20,Abitur,f,groß,groß,1,ziemlich stark,Sicherheit,avers,ziemlich zufrieden,0,ziemlich sicher,no,no,no
1:certainty,,,both left,1208,none,Party B,yes,no,yes,no,yes,no,,-3,-3,0,0,,,,,,,-3,-3,,0,sehr sicher,sicher,,,,59,Realschule,m,gering,gering,2,mittelmäßig,Sicherheit,avers,teils/ teils,0,sehr sicher,no,no,no
1:certainty,,,both right,1209,none,Party A,yes,no,no,no,no,no,,-2,-3,-1,5,,,,,,,2,3,,0,sehr sicher,sicher,,,,20,Realschule,f,gering,gering,1,mittelmäßig,keine Vorlieben,neutral,teils/ teils,-1,weder/noch,,,
1:certainty,,,both right,1210,none,Party A,yes,yes,no,no,no,no,,-1,-2,-1,3,,,,,,,0,1,,-1,ziemlich sicher,sicher,,,,38,Realschule,f,sehr groß,groß,1,mittelmäßig,Sicherheit,avers,ziemlich zufrieden,0,weder/noch,,,
1:certainty,,,left/right,1211,none,Party B,yes,no,yes,no,yes,no,,-3,-1,2,-8,,,,,,,-3,1,,0,ziemlich sicher,sicher,,,,24,Abitur,f,groß,groß,0,überhaupt nicht,keine Vorlieben,neutral,teils/ teils,0,ziemlich sicher,no,no,no
1:certainty,,,both right,1213,none,Party A,yes,no,no,no,yes,no,,-3,-4,-1,7,,,,,,,0,1,,-3,ziemlich sicher,sicher,,,,36,Hauptschule,f,groß,groß,1,ziemlich stark,Sicherheit,avers,teils/ teils,-2,sehr sicher,no,no,no
1:certainty,,,both right,1215,none,Party A,yes,no,no,yes,no,no,,-2,-3,-1,5,,,,,,,2,3,,0,sehr sicher,sicher,,,,27,Abitur,f,gering,gering,0,ziemlich stark,manchmal Risiken,affin,sehr unzufrieden,-5,sehr sicher,,,
1:certainty,,,left/right,1216,none,Party A,yes,no,no,no,no,no,,-4,-4,0,0,,,,,,,-4,4,,0,sehr sicher,sicher,,,,64,Realschule,m,sehr groß,groß,2,ziemlich stark,Sicherheit,avers,ziemlich zufrieden,-1,ziemlich sicher,no,no,no
1:certainty,,,left/right,1218,none,Party A,yes,yes,no,yes,yes,no,,-1,-1,0,0,,,,,,,-3,-1,,-2,ziemlich sicher,sicher,,,,64,Abitur,f,groß,groß,0,ziemlich stark,Sicherheit,avers,ziemlich zufrieden,0,ziemlich sicher,,,
1:certainty,,,both left,1219,none,Party B,yes,no,no,no,yes,no,,-5,-1,4,-24,,,,,,,-4,0,,1,sehr sicher,sicher,,,,60,Hauptschule,m,groß,groß,1,mittelmäßig,keine Vorlieben,neutral,ziemlich zufrieden,1,sehr sicher,no,no,no
1:certainty,,,left/right,1220,none,Party B,no,no,yes,no,no,no,,-2,-4,-2,12,,,,,,,-2,4,,0,ziemlich sicher,sicher,,,,59,Hauptschule,f,gering,gering,0,ziemlich stark,unbedingte Sicherheit,avers,sehr unzufrieden,0,sehr unsicher,,,
1:certainty,,,both right,1222,none,Party A,yes,no,no,no,yes,no,,-1,-2,-1,3,,,,,,,-2,-1,,-3,ziemlich sicher,sicher,,,,57,Hochschulstudium,m,groß,groß,1,ziemlich stark,Sicherheit,avers,ziemlich zufrieden,-1,ziemlich sicher,no,no,no
1:certainty,,,left/right,1224,none,Party B,yes,no,no,yes,yes,no,,-3,0,3,-9,,,,,,,-4,-1,,-1,ziemlich sicher,sicher,,,,35,Hochschulstudium,f,groß,groß,0,mittelmäßig,Sicherheit,avers,teils/ teils,-1,ziemlich unsicher,,,
1:certainty,,,left/right,1226,none,Party A,yes,yes,no,no,no,no,,-2,-2,0,0,,,,,,,-2,2,,0,ziemlich sicher,sicher,,,,69,Hauptschule,f,groß,groß,1,überhaupt nicht,Sicherheit,avers,teils/ teils,-1,weder/noch,no,no,no
1:certainty,,,both left,1227,none,Party B,yes,no,no,no,yes,no,,-3,-1,2,-8,,,,,,,-2,0,,1,ziemlich sicher,sicher,,,,66,Hauptschule,m,groß,groß,0,ziemlich stark,Sicherheit,avers,sehr zufrieden,0,ziemlich sicher,,,
1:certainty,,,left/right,1228,none,Party A,yes,no,no,no,yes,no,,-1,-1,0,0,,,,,,,-3,-1,,-2,ziemlich sicher,sicher,,,,65,Hochschulstudium,m,gering,gering,1,ziemlich stark,Sicherheit,avers,sehr zufrieden,0,ziemlich sicher,,,
1:certainty,,,both right,1229,none,Party A,yes,no,no,no,yes,no,,-5,-6,-1,11,,,,,,,2,3,,-3,weder/noch,unsicher,,,,19,Realschule,f,gering,gering,1,mittelmäßig,Sicherheit,avers,ziemlich zufrieden,-4,weder/noch,no,no,no
1:certainty,,,left/right,1230,none,Party A,yes,no,no,no,yes,no,,-1,-4,-3,15,,,,,,,-4,1,,-3,ziemlich sicher,sicher,,,,24,Abitur,m,groß,groß,0,weniger stark,Sicherheit,avers,ziemlich zufrieden,2,weder/noch,no,no,no
1:certainty,,,both left,1231,none,Party B,yes,no,yes,no,no,no,,-3,-3,0,0,,,,,,,-4,-4,,-1,weder/noch,unsicher,,,,32,Realschule,f,groß,groß,1,mittelmäßig,manchmal Risiken,affin,teils/ teils,-1,weder/noch,,,
1:certainty,,,both right,1232,none,Party A,yes,no,no,no,yes,no,,-1,-3,-2,8,,,,,,,1,3,,0,sehr sicher,sicher,,,,56,Hochschulstudium,f,sehr groß,groß,0,ziemlich stark,Sicherheit,avers,ziemlich zufrieden,3,ziemlich sicher,no,no,no
1:certainty,,,left/right,1234,none,Party A,yes,yes,no,no,yes,no,,0,-2,-2,4,,,,,,,-1,1,,-1,ziemlich sicher,sicher,,,,53,Realschule,f,groß,groß,1,mittelmäßig,Sicherheit,avers,ziemlich zufrieden,-2,ziemlich sicher,,,
1:certainty,,,both right,1235,none,Party A,yes,no,no,no,yes,no,,-3,-3,0,0,,,,,,,0,0,,-3,ziemlich unsicher,unsicher,,,,57,Realschule,f,groß,groß,1,mittelmäßig,manchmal Risiken,affin,teils/ teils,-2,weder/noch,no,no,no
1:certainty,,,left/right,1237,none,Party A,yes,no,no,no,yes,no,,-1,-5,-4,24,,,,,,,-3,3,,-2,sehr sicher,sicher,,,,57,Abitur,m,gering,gering,1,sehr stark,manchmal Risiken,affin,ziemlich unzufrieden,0,ziemlich sicher,no,no,no
1:certainty,,,both left,1238,none,Party B,yes,no,no,no,yes,no,,-7,-2,5,-45,,,,,,,-2,3,,5,ziemlich sicher,sicher,,,,50,Abitur,f,groß,groß,1,ziemlich stark,Sicherheit,avers,teils/ teils,5,ziemlich sicher,,,
1:certainty,,,both right,1239,none,Party A,yes,yes,no,no,no,no,,-2,-3,-1,5,,,,,,,1,2,,-1,ziemlich sicher,sicher,,,,51,Realschule,m,sehr groß,groß,1,ziemlich stark,Sicherheit,avers,ziemlich zufrieden,-1,ziemlich sicher,,,
1:certainty,,,both right,1240,none,Party A,yes,no,no,no,yes,no,,-5,-7,-2,24,,,,,,,2,4,,-3,sehr sicher,sicher,,,,30,Hochschulstudium,f,gering,gering,0,mittelmäßig,keine Vorlieben,neutral,teils/ teils,-1,sehr sicher,no,no,no
1:certainty,,,both left,1241,none,Party B,yes,no,no,no,yes,no,,-8,-6,2,-28,,,,,,,-3,-1,,5,ziemlich sicher,sicher,,,,51,Realschule,f,groß,groß,0,mittelmäßig,keine Vorlieben,neutral,ziemlich unzufrieden,-3,ziemlich sicher,,,
1:certainty,,,left/right,1242,none,Party B,yes,no,no,no,yes,no,,-4,-3,1,-7,,,,,,,-4,3,,0,ziemlich sicher,sicher,,,,52,Hauptschule,f,gering,gering,0,weniger stark,Sicherheit,avers,teils/ teils,0,ziemlich sicher,no,no,no
1:certainty,,,both right,1243,none,Party A,yes,no,no,no,yes,no,,-1,-2,-1,3,,,,,,,2,3,,1,ziemlich sicher,sicher,,,,58,Hauptschule,m,gering,gering,0,ziemlich stark,Sicherheit,avers,ziemlich unzufrieden,1,ziemlich sicher,,,
1:certainty,,,left/right,1245,none,Party B,yes,no,no,no,yes,no,,-2,0,2,-4,,,,,,,-1,1,,1,weder/noch,unsicher,,,,38,Realschule,f,groß,groß,0,weniger stark,Sicherheit,avers,ziemlich unzufrieden,-1,ziemlich unsicher,,,
1:certainty,,,both right,1247,none,Party A,yes,yes,no,no,yes,no,,-1,-2,-1,3,,,,,,,0,1,,-1,sehr unsicher,unsicher,,,,67,Hauptschule,f,groß,groß,1,mittelmäßig,Sicherheit,avers,ziemlich zufrieden,-3,weder/noch,,,
1:certainty,,,left/right,1248,none,Party A,yes,yes,no,no,no,no,,-1,-4,-3,15,,,,,,,-1,4,,0,ziemlich sicher,sicher,,,,38,Hochschulstudium,m,groß,groß,2,mittelmäßig,Sicherheit,avers,ziemlich zufrieden,2,ziemlich sicher,no,no,no
1:certainty,,,left/right,1249,none,Party A,no,no,no,no,no,yes,,-3,-2,1,-5,,,,,,,-2,3,,1,ziemlich sicher,sicher,,,,24,Hochschulstudium,f,groß,groß,2,ziemlich stark,Sicherheit,avers,ziemlich zufrieden,0,ziemlich sicher,,,
1:certainty,,,left/right,1250,none,Party A,yes,no,no,no,yes,no,,-1,-4,-3,15,,,,,,,-1,4,,0,sehr sicher,sicher,,,,58,Abitur,m,groß,groß,0,sehr stark,keine Vorlieben,neutral,ziemlich zufrieden,0,ziemlich sicher,no,no,no
1:certainty,,,both left,1252,none,Party A,no,no,no,no,no,no,,-3,-2,1,-5,,,,,,,-4,-3,,-1,sehr sicher,sicher,,,,32,Abitur,f,sehr groß,groß,1,sehr stark,manchmal Risiken,affin,sehr zufrieden,-1,sehr sicher,yes,yes,no
1:certainty,,,both right,1253,none,Party A,yes,yes,no,no,yes,no,,-3,-4,-1,7,,,,,,,1,2,,-2,ziemlich sicher,sicher,,,,53,Realschule,f,groß,groß,1,weniger stark,unbedingte Sicherheit,avers,teils/ teils,-4,ziemlich sicher,no,no,no
1:certainty,,,both right,1254,none,Party A,yes,no,no,no,yes,no,,-2,-5,-3,21,,,,,,,0,3,,-2,ziemlich sicher,sicher,,,,28,Realschule,f,sehr groß,groß,1,mittelmäßig,Sicherheit,avers,teils/ teils,0,weder/noch,no,no,no
1:certainty,,,both left,1255,none,Party B,yes,no,no,no,yes,no,,-6,-3,3,-27,,,,,,,-3,0,,3,ziemlich sicher,sicher,,,,52,Hochschulstudium,m,gering,gering,0,sehr stark,Sicherheit,avers,ziemlich unzufrieden,-2,ziemlich sicher,,,
1:certainty,,,left/right,1256,none,Party B,yes,no,no,yes,yes,no,,-4,0,4,-16,,,,,,,-4,0,,0,sehr sicher,sicher,,,,68,Hauptschule,m,sehr groß,groß,0,ziemlich stark,manchmal Risiken,affin,sehr zufrieden,0,sehr sicher,no,no,no
1:certainty,,,both left,1257,none,Party B,yes,no,no,no,yes,yes,,-4,-1,3,-15,,,,,,,-2,1,,2,ziemlich sicher,sicher,,,,57,Hochschulstudium,m,sehr groß,groß,2,sehr stark,manchmal Risiken,affin,teils/ teils,-1,ziemlich sicher,,,
1:certainty,,,left/right,1259,none,Party A,yes,yes,no,no,yes,no,,-1,-1,0,0,,,,,,,-2,0,,-1,ziemlich sicher,sicher,,,,63,Realschule,f,gering,gering,2,mittelmäßig,Sicherheit,avers,ziemlich unzufrieden,0,weder/noch,,,
1:certainty,,,both right,1264,none,Party B,no,no,no,no,no,no,,-2,-9,-7,77,,,,,,,-3,4,,-5,sehr sicher,sicher,,,,44,Hauptschule,f,gering,gering,1,sehr stark,manchmal Risiken,affin,ziemlich unzufrieden,-2,weder/noch,,,
1:certainty,,,both right,1265,none,Party A,yes,no,no,no,yes,no,,-1,-5,-4,24,,,,,,,-2,2,,-3,ziemlich sicher,sicher,,,,34,Hochschulstudium,f,groß,groß,0,ziemlich stark,Sicherheit,avers,teils/ teils,3,ziemlich sicher,,,
1:certainty,,,left/right,1267,none,Party B,no,no,yes,no,no,no,,-1,-3,-2,8,,,,,,,-1,3,,0,ziemlich sicher,sicher,,,,55,Hauptschule,m,gering,gering,1,ziemlich stark,keine Vorlieben,neutral,teils/ teils,-3,weder/noch,,,
1:certainty,,,both left,1268,none,Party B,yes,no,no,no,yes,no,,-3,-1,2,-8,,,,,,,-4,-2,,-1,sehr sicher,sicher,,,,54,Realschule,m,gering,gering,0,mittelmäßig,Sicherheit,avers,ziemlich zufrieden,-1,sehr sicher,no,no,no
1:certainty,,,both right,1270,none,Party A,yes,no,no,no,yes,no,,-1,-3,-2,8,,,,,,,-2,0,,-3,ziemlich sicher,sicher,,,,33,Abitur,f,groß,groß,0,ziemlich stark,manchmal Risiken,affin,ziemlich zufrieden,1,ziemlich sicher,no,no,no
1:certainty,,,left/right,1271,none,Party B,no,no,no,no,no,no,,-1,-2,-1,3,,,,,,,-1,2,,0,ziemlich sicher,sicher,,,,70,Hauptschule,f,gering,gering,0,mittelmäßig,manchmal Risiken,affin,ziemlich zufrieden,0,ziemlich sicher,,,
1:certainty,,,both right,1272,none,Party A,yes,yes,no,no,yes,no,,-1,-4,-3,15,,,,,,,0,3,,-1,sehr sicher,sicher,,,,39,Realschule,f,gering,gering,1,mittelmäßig,keine Vorlieben,neutral,teils/ teils,-1,ziemlich sicher,no,no,no
1:certainty,,,left/right,1273,none,Party A,no,yes,no,yes,no,no,,-3,-1,2,-8,,,,,,,-3,1,,0,weder/noch,unsicher,,,,60,Realschule,m,gering,gering,0,mittelmäßig,keine Vorlieben,neutral,teils/ teils,0,weder/noch,,,
1:certainty,,,left/right,1276,none,Party B,yes,no,no,no,no,no,,-5,-1,4,-24,,,,,,,-4,2,,1,sehr sicher,sicher,,,,21,Abitur,f,groß,groß,2,ziemlich stark,keine Vorlieben,neutral,sehr zufrieden,1,ziemlich sicher,,,
1:certainty,,,left/right,1277,none,Party A,yes,yes,no,no,no,no,,-4,-4,0,0,,,,,,,-4,4,,0,weder/noch,unsicher,,,,70,Hauptschule,m,groß,groß,3,weniger stark,keine Vorlieben,neutral,ziemlich zufrieden,0,weder/noch,no,no,no
1:certainty,,,both left,1278,none,Party B,yes,no,no,no,yes,no,,-5,-2,3,-21,,,,,,,-2,1,,3,weder/noch,unsicher,,,,58,Abitur,f,groß,groß,1,ziemlich stark,manchmal Risiken,affin,teils/ teils,0,sehr sicher,,,
1:certainty,,,left/right,1280,none,Party B,no,no,no,no,no,no,,-1,-4,-3,15,,,,,,,-1,4,,0,sehr sicher,sicher,,,,36,Realschule,f,sehr gering,gering,2,sehr stark,keine Vorlieben,neutral,sehr unzufrieden,-5,sehr sicher,yes,yes,no
1:certainty,,,left/right,1281,none,Party A,yes,yes,no,no,yes,no,,-1,-1,0,0,,,,,,,-2,0,,-1,ziemlich sicher,sicher,,,,67,Realschule,f,gering,gering,2,mittelmäßig,Sicherheit,avers,teils/ teils,-1,weder/noch,,,
1:certainty,,,both right,1282,none,Party B,no,no,no,no,no,no,,-1,-2,-1,3,,,,,,,1,2,,0,sehr sicher,sicher,,,,34,Realschule,f,gering,gering,1,mittelmäßig,unbedingte Sicherheit,avers,ziemlich zufrieden,0,sehr sicher,yes,no,yes
1:certainty,,,left/right,1283,none,Party A,no,no,no,no,no,no,,-4,-1,3,-15,,,,,,,-4,1,,0,weder/noch,unsicher,,,,44,Realschule,f,gering,gering,0,weniger stark,manchmal Risiken,affin,ziemlich unzufrieden,-1,weder/noch,,,
1:certainty,,,left/right,1285,none,Party B,yes,no,no,no,no,no,,-1,0,1,-1,,,,,,,-1,0,,0,ziemlich sicher,sicher,,,,33,Realschule,f,groß,groß,2,mittelmäßig,manchmal Risiken,affin,teils/ teils,0,ziemlich sicher,yes,no,yes
1:certainty,,,left/right,1286,none,Party A,no,no,no,no,no,no,,-4,-2,2,-12,,,,,,,-3,3,,1,weder/noch,unsicher,,,,33,Hochschulstudium,f,gering,gering,3,ziemlich stark,Sicherheit,avers,ziemlich zufrieden,0,weder/noch,no,no,no
1:certainty,,,left/right,1288,none,Party B,no,no,no,no,no,no,,-3,-4,-1,7,,,,,,,-4,3,,-1,ziemlich sicher,sicher,,,,36,Realschule,m,groß,groß,1,mittelmäßig,keine Vorlieben,neutral,teils/ teils,-1,weder/noch,,,
1:certainty,,,left/right,1289,none,Party A,yes,no,no,no,no,no,,-1,-5,-4,24,,,,,,,-2,4,,-1,weder/noch,unsicher,,,,33,Hochschulstudium,f,gering,gering,2,ziemlich stark,Sicherheit,avers,ziemlich zufrieden,-3,weder/noch,,,
1:certainty,,,left/right,1291,none,Party B,yes,no,no,no,yes,no,,-4,-1,3,-15,,,,,,,-3,2,,1,ziemlich sicher,sicher,,,,44,Hochschulstudium,m,groß,groß,1,sehr stark,Sicherheit,avers,teils/ teils,-3,sehr sicher,,,
1:certainty,,,left/right,1292,none,Party B,yes,no,no,no,yes,no,,-5,0,5,-25,,,,,,,-3,2,,2,sehr sicher,sicher,,,,56,Realschule,m,sehr groß,groß,1,sehr stark,manchmal Risiken,affin,teils/ teils,-2,ziemlich sicher,no,no,no
1:certainty,,,both right,1294,none,Party A,yes,no,no,no,yes,no,,-4,-6,-2,20,,,,,,,2,4,,-2,sehr sicher,sicher,,,,60,Realschule,m,groß,groß,2,sehr stark,manchmal Risiken,affin,ziemlich zufrieden,-1,sehr sicher,no,no,no
1:certainty,,,all tied,1295,none,Party B,yes,no,yes,no,no,no,,0,0,0,0,,,,,,,-1,-1,,-1,ziemlich sicher,sicher,,,,55,Hauptschule,m,gering,gering,3,ziemlich stark,Sicherheit,avers,sehr unzufrieden,-1,sehr sicher,no,no,no
1:certainty,,,both left,1296,none,Party B,yes,no,no,no,no,no,,-6,-1,5,-35,,,,,,,-4,1,,2,sehr sicher,sicher,,,,24,Realschule,m,gering,gering,2,mittelmäßig,manchmal Risiken,affin,teils/ teils,-4,ziemlich sicher,,,
1:certainty,,,both right,1297,none,Party A,yes,no,no,no,yes,no,,-1,-5,-4,24,,,,,,,-1,3,,-2,sehr sicher,sicher,,,,60,Hochschulstudium,m,groß,groß,1,sehr stark,unbedingte Sicherheit,avers,ziemlich zufrieden,1,sehr sicher,no,no,no
1:certainty,,,left/right,1298,none,Party A,yes,yes,no,no,no,no,,-3,-4,-1,7,,,,,,,-3,4,,0,ziemlich sicher,sicher,,,,59,Realschule,f,groß,groß,1,mittelmäßig,manchmal Risiken,affin,teils/ teils,0,ziemlich sicher,,,
1:certainty,,,left/right,1299,none,Party B,yes,no,no,no,yes,no,,-2,0,2,-4,,,,,,,-4,-2,,-2,ziemlich sicher,sicher,,,,55,Hochschulstudium,f,gering,gering,2,mittelmäßig,unbedingte Sicherheit,avers,teils/ teils,1,ziemlich sicher,no,no,no
1:certainty,,,both right,1302,none,Party A,yes,no,no,yes,yes,no,,-1,-2,-1,3,,,,,,,-1,0,,-2,sehr sicher,sicher,,,,50,Realschule,f,gering,gering,0,mittelmäßig,Sicherheit,avers,sehr unzufrieden,-2,ziemlich sicher,,,
1:certainty,,,both left,1303,none,Party B,yes,no,yes,no,no,no,,-5,-4,1,-9,,,,,,,-4,-3,,1,ziemlich sicher,sicher,,,,44,Realschule,f,gering,gering,2,weniger stark,keine Vorlieben,neutral,teils/ teils,-3,sehr sicher,,,
1:certainty,,,both right,1304,none,Party A,yes,no,no,no,yes,no,,-3,-6,-3,27,,,,,,,0,3,,-3,sehr sicher,sicher,,,,62,Abitur,f,sehr gering,gering,0,ziemlich stark,Sicherheit,avers,ziemlich unzufrieden,0,ziemlich sicher,no,no,no
1:certainty,,,left/right,1307,none,Party A,no,no,no,no,no,no,,-2,-1,1,-3,,,,,,,-2,1,,0,ziemlich sicher,sicher,,,,58,Hauptschule,m,sehr groß,groß,2,weniger stark,unbedingte Sicherheit,avers,ziemlich zufrieden,0,ziemlich sicher,,,
1:certainty,,,both right,1308,none,Party B,yes,no,no,no,yes,no,,-2,-2,0,0,,,,,,,2,2,,0,sehr sicher,sicher,,,,54,Realschule,m,gering,gering,1,weniger stark,unbedingte Sicherheit,avers,sehr unzufrieden,5,ziemlich sicher,yes,no,yes
1:certainty,,,left/right,1310,none,Party B,yes,no,no,no,no,no,,-1,-1,0,0,,,,,,,-2,0,,-1,weder/noch,unsicher,,,,50,Realschule,f,gering,gering,2,mittelmäßig,keine Vorlieben,neutral,ziemlich unzufrieden,0,weder/noch,no,no,no
1:certainty,,,left/right,1312,none,Party A,yes,yes,no,no,no,no,,-3,-3,0,0,,,,,,,-3,3,,0,sehr sicher,sicher,,,,62,Realschule,f,groß,groß,1,mittelmäßig,Sicherheit,avers,ziemlich zufrieden,-4,ziemlich sicher,no,no,no
1:certainty,,,both left,1315,none,Party B,yes,no,yes,no,yes,no,,-6,-5,1,-11,,,,,,,-4,-3,,2,sehr sicher,sicher,,,,55,Realschule,m,gering,gering,1,ziemlich stark,unbedingte Sicherheit,avers,teils/ teils,-3,ziemlich sicher,,,
1:certainty,,,left/right,1317,none,Party A,no,yes,no,no,no,no,,-3,-2,1,-5,,,,,,,-2,3,,1,ziemlich sicher,sicher,,,,30,Abitur,m,groß,groß,1,weniger stark,manchmal Risiken,affin,ziemlich zufrieden,-1,ziemlich sicher,no,no,no
1:certainty,,,left/right,1318,none,Party B,yes,no,no,no,yes,no,,-5,0,5,-25,,,,,,,-4,1,,1,ziemlich sicher,sicher,,,,26,Abitur,f,gering,gering,2,weniger stark,keine Vorlieben,neutral,ziemlich unzufrieden,-2,ziemlich sicher,,,
1:certainty,,,both right,1319,none,Party A,yes,yes,no,no,yes,no,,-2,-6,-4,32,,,,,,,0,4,,-2,ziemlich sicher,sicher,,,,58,Realschule,m,groß,groß,2,mittelmäßig,keine Vorlieben,neutral,ziemlich zufrieden,0,ziemlich sicher,,,
1:certainty,,,both left,1320,none,Party A,yes,no,no,no,yes,no,,-1,-1,0,0,,,,,,,-2,-2,,-1,weder/noch,unsicher,,,,56,Realschule,f,groß,groß,1,mittelmäßig,keine Vorlieben,neutral,teils/ teils,0,ziemlich unsicher,,,
